Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	Tot
Bassett, Scott														-										
Bode, Matthew			-	14	5	12		6	10						4	14	8	17	26	15	6	12		149
Bond, Shane		15	12	10	19	4	16			3			9	18	20	23	10	13	15	15	18	11	17	248
Breuer, Shayne						8	15	18	21	19	13	11	2	17	15	12	14	13	10	8	11	13	5	225
Burgoyne, Peter	21	26	19	17	23	23	19	13	17	33	20	22	23	21	24	12	26	19	14				30	422
Carr, Tom							6																	6
Chalmers, Brett	10	2	6	7	6			1	3	2	-			12	14	6	5	1				10	2	87
Cockatoo-Collins, Che	8	11				11	9	13			10	17	12							3	14	13	20	141
Cornes, Chad						3	3	2	-											7	5			20
Daniels, Stephen	7				4	2	3	11	8	8	10	6	2	3	1	5	1	5	2	10	12	7	4	111
Dew, Stuart	5	15	8	11	12	12	7	11	14	22	19	5	10	11	12	4	7	7	10	7	6	16	10	241
Dickie, Donald	14	22	16	23	17	19	4			12	8	4												139
Eagleton, Nathan	6	2	11	9					19	17	15	11	4	16	2				8	11	9	9	-	149
Fiegert, Nigel	10	6	6	11	1																			34
Francis, Fabian	16	17	19	19	25			15	12	23	10	21	20	14	28	14	15	11				8	22	309
Francou, Josh	22	18	19	16	14	26	18	33	27	4	6				25	17	16	22	17	22	31	23	16	392
French, Barnaby	8	3	1	6	19	5	10	17	12	3	1	10	13	13	12	7	1	7	13	12	5		10	188
Harwood, Mark								2	6	16			10	2	6	7	6	10	4	5	5	-		79
James, Roger												3		15	6	11	7	8		16	7	17	19	109
Kingsley, Adam	23	16	27	22	11	30	11	21	22	28	29	21	20	4	15	4	24	12	15	11	17	25	27	435
Lade, Brendon	8	7	-	5	5	15	-			16	25	9	17	18	15	16	16	8	20	18	17	15	10	260
Lockwood, Bowen										8	4	2	9						5			9		37
Lyle, Brayden	24	34	19	25	10			23				16	14	21	23	13	21	26	21	18	27	17	12	364
Mead, Darren	8	10	16	16	16	8	13	13	9		16	16	21	7	9	16	5	15	10	12	9	17	14	276
Murray, Derek					5	12	5																	22
Naish, Chris								3	9															12
Paxman, Stephen	6	6	9	10	13	7	11	7	10	8	11	11	10	8	19	4	10	7	14	9	5	13	9	217
Poole, Darryl				4																				4
Poulton, Jared	10					15	4	12	10	10														61
Primus, Matthew		12	2																					14
Schofield, Jarrad	11	7	20	17	8	8	15	27	8	17	7	4	13			10	22	23	23	14	21	19	10	304
Steinberner, Nathan									5	9	3	12	6	6	8	11			2	4	3			69
Stevens, Michael																	2	1						3
Stevens, Nick	7	5	13	3	15	23	20	21	4	24	24	20	23	30	22	20	15	14	18	25	12	21	11	390
Tredrea, Warren	16	14	15	18	13	16	18	23	19	19	8	14	19	16	18	11	8	14	8				8	295
Wanganeen, Gavin	20	14	18	26	14	15	9				19	14	18	24					19	18	19	20	18	285
Wilson, Michael	11	13	10	10	15	20	11	19	7	14	17	6	15	13	12	10	13	13	7	14	6	23	13	292
Totals	271	275	266	299	270	294	227	311	252	315	275	255	290	289	310	247	252	266	281	274	265	318	287	6389
Opponent	SY	FR	BL	GE	ME	AD	WB	CA	SK	KA	RI	WC	HW	CW	ES	SY	FR	BL	GE	ME	AD	WB	KA	
