Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	Tot
Bassett, Scott														-										
Bode, Matthew			-	-	-	-		-	-						-	-	-	-	-	-	-	-		
Bond, Shane		-	-	-	-	-	-			-			-	-	-	-	-	-	-	-	-	-	-	
Breuer, Shayne						-	-	1	-	3	3	1	-	1	3	3	5	-	-	1	1	3	-	25
Burgoyne, Peter	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-				-	
Carr, Tom							-																	
Chalmers, Brett	10	-	14	23	3			10	8	-	-			1	7	16	1	4				5	2	104
Cockatoo-Collins, Che	-	-				-	-	-			-	-	-							-	-	-	-	
Cornes, Chad						-	-	-	-											1	-			1
Daniels, Stephen	-				1	4	2	1	1	-	4	2	-	1	-	1	-	2	-	2	-	-	1	22
Dew, Stuart	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Dickie, Donald	-	-	-	-	-	-	-			-	-	-												
Eagleton, Nathan	-	-	-	-					-	-	-	-	-	-	-				-	-	-	-	-	
Fiegert, Nigel	-	2	-	-	-																			2
Francis, Fabian	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-				-	-	
Francou, Josh	-	-	-	-	-	-	1	-	-	-	-				-	-	-	-	-	-	-	-	-	1
French, Barnaby	13	7	-	14	32	6	14	23	13	7	2	16	13	10	7	4	6	12	12	17	19		14	261
Harwood, Mark								-	-	-			-	1	-	1	-	-	-	-	2	-		4
James, Roger												-		-	-	-	-	-		-	-	-	-	
Kingsley, Adam	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	1
Lade, Brendon	3	2	1	6	3	27	6			13	24	22	13	14	18	9	26	17	21	21	32	20	27	325
Lockwood, Bowen										-	-	-	-						-			-		
Lyle, Brayden	-	-	-	-	-			-				-	-	-	-	1	-	-	-	-	-	-	-	1
Mead, Darren	-	4	-	-	-	2	-	1	4		1	-	2	1	-	1	-	-	1	-	-	1	-	18
Murray, Derek					-	-	-																	
Naish, Chris								-	-															
Paxman, Stephen	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	2	4
Poole, Darryl				3																				3
Poulton, Jared	-					-	2	-	-	-														2
Primus, Matthew		21	7																					28
Schofield, Jarrad	-	-	1	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	1
Steinberner, Nathan									-	-	-	-	-	-	-	-			-	-	-			
Stevens, Michael																	-	-						
Stevens, Nick	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Tredrea, Warren	-	1	-	3	-	1	-	1	1	1	5	1	1	4	-	2	2	-	-				1	24
Wanganeen, Gavin	-	-	-	-	-	-	-				-	-	-	-					-	-	-	-	-	
Wilson, Michael	-	-	-	-	-	-	-	-	-	-	4	-	1	1	-	-	-	-	-	-	-	1	-	7
Totals	26	38	23	49	39	41	25	37	27	24	45	42	30	35	35	38	40	35	34	42	54	30	47	836
Opponent	SY	FR	BL	GE	ME	AD	WB	CA	SK	KA	RI	WC	HW	CW	ES	SY	FR	BL	GE	ME	AD	WB	KA	
