Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	Tot
Bassett, Scott														-										
Bode, Matthew			-	-	-	1		-	-						-	-	1	-	1	1	-	-		4
Bond, Shane		1	-	2	-	-	-			-			-	-	1	-	-	-	-	-	-	-	1	5
Breuer, Shayne						-	-	1	-	-	-	-	-	-	-	1	-	-	1	-	-	1	-	4
Burgoyne, Peter	-	-	-	2	-	-	1	-	-	1	-	-	-	-	-	2	1	-	2				-	9
Carr, Tom							-																	
Chalmers, Brett	-	-	1	-	3			-	-	1	-			-	3	-	-	-				3	-	11
Cockatoo-Collins, Che	3	2				6	6	-			1	4	2							-	2	2	1	29
Cornes, Chad						1	2	2	-											3	1			9
Daniels, Stephen	-				-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	1
Dew, Stuart	-	-	3	1	1	-	-	-	1	1	-	1	1	-	-	-	1	-	-	1	-	-	-	11
Dickie, Donald	-	1	-	-	1	-	1			-	1	-												4
Eagleton, Nathan	-	-	-	2					-	1	-	-	1	1	-				-	-	1	2	-	8
Fiegert, Nigel	2	1	-	-	-																			3
Francis, Fabian	1	-	-	-	-			-	-	-	-	1	-	-	-	-	-	-				-	-	2
Francou, Josh	-	1	-	1	-	-	-	-	1	-	-				1	-	-	-	-	-	-	2	-	6
French, Barnaby	-	-	-	-	1	-	-	1	-	-	-	-	-	-	3	-	-	1	1	1	1		2	11
Harwood, Mark								1	2	4			-	-	4	1	1	2	1	-	3	-		19
James, Roger												-		-	1	1	-	-		-	-	1	-	3
Kingsley, Adam	-	-	-	-	-	-	-	-	1	-	-	-	1	-	1	-	-	-	-	-	-	1	-	4
Lade, Brendon	-	4	-	-	1	1	-			1	-	-	1	1	2	-	-	-	1	2	2	-	-	16
Lockwood, Bowen										2	-	-	1						2			2		7
Lyle, Brayden	-	2	-	-	-			-				-	-	-	-	-	-	-	-	1	-	-	-	3
Mead, Darren	-	-	-	-	-	-	1	-	-		-	-	-	-	-	-	-	-	1	-	1	-	-	3
Murray, Derek					2	-	-																	2
Naish, Chris								-	-															
Paxman, Stephen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	1
Poole, Darryl				-																				
Poulton, Jared	-					-	-	1	2	-														3
Primus, Matthew		-	-																					
Schofield, Jarrad	-	-	2	-	-	-	-	1	-	1	-	-	-			1	-	-	-	-	-	-	-	5
Steinberner, Nathan									-	-	-	-	-	-	-	-			-	-	1			1
Stevens, Michael																	-	-						
Stevens, Nick	1	-	-	-	1	-	-	1	-	1	-	-	-	-	2	-	-	-	-	-	-	-	-	6
Tredrea, Warren	4	5	-	3	1	1	5	4	3	3	1	2	2	1	2	2	1	4	2				1	47
Wanganeen, Gavin	1	4	-	-	-	-	-				1	-	-	1					-	-	-	-	-	7
Wilson, Michael	-	-	-	-	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	2
Totals	12	21	6	11	12	10	16	12	10	16	5	8	9	5	20	8	6	7	12	9	12	14	5	246
Opponent	SY	FR	BL	GE	ME	AD	WB	CA	SK	KA	RI	WC	HW	CW	ES	SY	FR	BL	GE	ME	AD	WB	KA	
