Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	Tot
Bassett, Scott														-										
Bode, Matthew			-	2	1	2		1	2						1	2	2	2	4	6	1	2		28
Bond, Shane		-	-	4	1	-	1			1			1	1	2	1	-	1	2	2	-	3	3	23
Breuer, Shayne						1	2	4	6	6	4	4	-	2	5	5	3	5	1	1	3	2	3	57
Burgoyne, Peter	6	7	7	2	7	8	6	2	5	7	3	5	6	5	7	2	8	3	3				7	106
Carr, Tom							-																	
Chalmers, Brett	3	2	1	2	2			1	-	-	-			4	1	4	2	-				1	-	23
Cockatoo-Collins, Che	-	3				2	1	1			2	2	1							-	2	1	6	21
Cornes, Chad						-	-	-	-											3	-			3
Daniels, Stephen	-				-	-	-	1	2	1	-	1	1	-	-	-	-	-	-	-	2	-	-	8
Dew, Stuart	2	4	2	-	3	2	3	6	5	7	5	1	1	2	4	-	1	3	2	1	2	3	4	63
Dickie, Donald	2	3	3	4	-	5	1			-	3	-												21
Eagleton, Nathan	2	-	1	2					3	4	1	3	2	3	1				4	4	2	2	-	34
Fiegert, Nigel	2	3	-	-	-																			5
Francis, Fabian	4	2	-	3	1			1	-	6	1	3	2	1	2	2	5	4				-	2	39
Francou, Josh	3	4	6	3	3	3	4	4	2	2	-				2	1	3	3	2	2	7	2	-	56
French, Barnaby	-	1	-	-	5	-	1	-	2	-	-	1	-	2	2	-	-	1	1	1	2		1	20
Harwood, Mark								-	-	3			1	1	-	2	-	2	2	1	1	-		13
James, Roger												1		4	1	1	-	1		4	1	3	5	21
Kingsley, Adam	6	7	6	4	-	7	2	2	6	9	5	4	3	-	5	2	3	1	2	-	4	6	6	90
Lade, Brendon	4	-	-	-	1	3	-			2	4	3	3	2	3	2	5	-	2	2	2	1	3	42
Lockwood, Bowen										-	1	2	2						1			2		8
Lyle, Brayden	4	9	2	3	1			6				3	3	5	3	2	3	3	5	4	8	2	2	68
Mead, Darren	1	-	2	2	2	2	-	-	1		-	2	3	-	2	2	-	2	-	-	3	1	-	25
Murray, Derek					1	6	5																	12
Naish, Chris								1	-															1
Paxman, Stephen	-	-	-	1	-	1	1	-	-	1	2	-	1	2	4	-	-	-	-	-	1	1	-	15
Poole, Darryl				1																				1
Poulton, Jared	2					1	1	3	-	-														7
Primus, Matthew		1	-																					1
Schofield, Jarrad	4	1	6	5	2	-	5	14	1	3	-	1	6			3	4	6	6	7	8	5	1	88
Steinberner, Nathan									3	2	1	2	2	3	1	1			1	2	1			19
Stevens, Michael																	1	-						1
Stevens, Nick	3	2	5	-	1	6	5	3	-	4	1	1	6	6	3	8	2	1	3	4	5	4	-	73
Tredrea, Warren	-	1	6	8	5	2	2	5	5	6	2	3	6	5	6	1	1	1	4				1	70
Wanganeen, Gavin	3	2	1	4	2	1	1				-	-	5	4					1	3	2	2	1	32
Wilson, Michael	2	1	1	1	4	1	3	1	1	-	2	3	2	1	1	3	2	3	-	-	1	5	2	40
Totals	53	53	49	51	42	53	44	56	44	64	37	45	57	53	56	44	45	42	46	47	58	48	47	1134
Opponent	SY	FR	BL	GE	ME	AD	WB	CA	SK	KA	RI	WC	HW	CW	ES	SY	FR	BL	GE	ME	AD	WB	KA	
