Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	Tot
Bassett, Scott														-										
Bode, Matthew			-	-	-	2		-	1						-	1	-	1	-	1	1	2		9
Bond, Shane		1	2	3	1	-	1			-			1	2	2	1	-	-	2	-	2	1	2	21
Breuer, Shayne						1	1	4	-	-	2	-	1	1	2	-	2	2	-	-	1	3	3	23
Burgoyne, Peter	2	5	3	2	1	-	2	1	3	2	2	1	2	5	1	1	1	2	2				2	40
Carr, Tom							1																	1
Chalmers, Brett	1	1	-	1	1			-	1	-	-			-	1	-	1	1				-	-	8
Cockatoo-Collins, Che	-	-				2	-	1			2	-	2							1	-	2	3	13
Cornes, Chad						-	-	-	-											1	-			1
Daniels, Stephen	-				-	1	-	1	-	1	1	-	1	-	-	-	1	-	1	-	2	-	-	9
Dew, Stuart	-	1	-	1	1	2	-	1	1	1	1	-	-	3	-	1	1	1	1	-	-	3	-	19
Dickie, Donald	4	4	1	2	1	2	-			-	1	-												15
Eagleton, Nathan	2	-	1	-					4	1	-	3	-	2	-				2	1	-	-	-	16
Fiegert, Nigel	2	-	-	1	-																			3
Francis, Fabian	4	-	4	3	4			2	1	1	1	1	-	2	3	3	2	1				1	1	34
Francou, Josh	3	1	2	2	2	5	1	1	4	-	-				3	2	-	1	1	1	3	2	3	37
French, Barnaby	1	-	-	-	3	-	1	-	-	-	-	1	-	3	-	1	-	-	-	-	-		1	11
Harwood, Mark								-	-	-			-	-	1	-	-	2	1	-	2	-		6
James, Roger												-		2	-	-	-	2		-	-	1	1	6
Kingsley, Adam	3	1	3	1	-	4	1	1	1	2	4	1	1	-	-	1	2	-	2	1	4	-	3	36
Lade, Brendon	-	1	-	-	-	-	-			3	1	1	3	1	1	1	1	-	1	1	1	2	1	19
Lockwood, Bowen										-	1	-	-						-			1		2
Lyle, Brayden	1	3	-	1	-			2				2	2	1	2	-	1	4	2	1	3	1	1	27
Mead, Darren	-	-	-	2	-	-	1	1	1		2	-	2	-	1	4	1	-	-	1	-	1	4	21
Murray, Derek					3	1	-																	4
Naish, Chris								-	2															2
Paxman, Stephen	-	-	-	1	-	-	2	3	2	-	2	-	1	-	2	-	-	-	-	1	-	1	1	16
Poole, Darryl				-																				
Poulton, Jared	-					2	1	3	3	-														9
Primus, Matthew		1	-																					1
Schofield, Jarrad	1	2	-	2	-	2	1	1	1	-	-	-	1			-	1	6	1	2	-	2	1	24
Steinberner, Nathan									1	-	1	1	-	-	-	1			-	1	-			5
Stevens, Michael																	1	-						1
Stevens, Nick	3	1	-	1	1	4	2	2	-	-	4	1	-	3	6	2	-	-	1	2	1	1	1	36
Tredrea, Warren	1	-	3	4	-	1	1	-	1	-	2	1	3	-	2	1	-	-	-				5	25
Wanganeen, Gavin	1	1	2	3	1	1	-				3	1	2	1					5	3	-	1	5	30
Wilson, Michael	1	1	2	1	-	2	2	1	-	1	1	1	-	2	2	2	-	-	1	-	-	-	2	22
Totals	30	24	23	31	19	32	18	25	27	12	31	15	22	28	29	22	15	23	23	18	20	25	40	552
Opponent	SY	FR	BL	GE	ME	AD	WB	CA	SK	KA	RI	WC	HW	CW	ES	SY	FR	BL	GE	ME	AD	WB	KA	
