Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	Tot
Bassett, Scott														-										
Bode, Matthew			-	10	1	3		3	7						1	7	3	13	12	5	2	4		71
Bond, Shane		9	9	4	6	2	5			2			4	8	14	8	5	6	4	8	8	4	8	114
Breuer, Shayne						4	6	6	9	9	7	4	2	12	4	12	5	5	3	4	5	4	3	104
Burgoyne, Peter	6	9	10	7	6	7	5	5	8	16	9	8	6	10	6	4	8	11	5				15	161
Carr, Tom							2																	2
Chalmers, Brett	7	-	3	4	3			-	2	2	-			7	3	5	4	-				5	1	46
Cockatoo-Collins, Che	5	2				4	3	6			3	8	6							2	5	6	11	61
Cornes, Chad						3	1	1	-											4	4			13
Daniels, Stephen	-				3	-	1	4	1	-	3	2	1	1	2	3	1	3	1	5	3	2	2	38
Dew, Stuart	2	6	3	6	7	3	3	8	5	8	5	2	4	5	6	1	6	3	2	7	4	2	4	102
Dickie, Donald	8	9	7	13	6	6	1			3	4	4												61
Eagleton, Nathan	4	1	6	3					7	5	7	4	-	5	1				-	2	4	2	-	51
Fiegert, Nigel	1	3	2	3	-																			9
Francis, Fabian	9	3	4	5	7			6	2	9	1	7	6	6	10	2	5	4				3	7	96
Francou, Josh	16	5	13	3	5	16	7	15	15	4	5				9	9	8	13	12	15	17	10	5	202
French, Barnaby	7	3	-	4	13	4	8	12	6	1	1	6	9	12	9	8	1	6	11	8	4		9	142
Harwood, Mark								2	5	4			8	1	3	6	3	4	1	3	2	-		42
James, Roger												-		9	3	6	5	-		7	5	7	9	51
Kingsley, Adam	14	9	10	15	7	14	6	6	12	11	19	10	14	3	4	5	11	6	4	3	6	7	12	208
Lade, Brendon	3	6	-	2	2	7	-			9	13	5	5	11	9	7	7	2	19	10	9	8	4	138
Lockwood, Bowen										5	3	1	5						1			6		21
Lyle, Brayden	10	13	7	10	1			9				6	3	2	9	4	12	10	2	3	8	2	1	112
Mead, Darren	2	4	6	5	3	3	6	4	3		9	7	13	2	5	6	5	6	2	5	1	8	6	111
Murray, Derek					2	7	3																	12
Naish, Chris								1	7															8
Paxman, Stephen	2	2	4	-	4	5	6	5	4	3	3	5	3	1	7	1	2	6	10	5	3	3	4	88
Poole, Darryl				3																				3
Poulton, Jared	8					9	-	7	4	5														33
Primus, Matthew		5	1																					6
Schofield, Jarrad	3	3	10	5	6	2	8	4	4	7	5	2	5			2	8	7	7	6	8	7	7	116
Steinberner, Nathan									1	1	1	2	4	1	4	3			1	1	-			19
Stevens, Michael																	1	2						3
Stevens, Nick	4	2	8	1	5	5	4	6	2	9	8	7	8	13	6	5	6	6	6	6	3	3	6	129
Tredrea, Warren	12	9	11	8	9	10	8	14	9	12	6	6	13	9	14	8	5	10	5				5	183
Wanganeen, Gavin	11	5	8	17	10	9	6				10	7	9	16					11	6	12	6	6	149
Wilson, Michael	4	6	5	1	2	11	1	8	3	4	11	1	7	3	6	6	2	3	3	5	4	4	4	104
Totals	138	114	127	129	108	134	90	132	116	129	133	104	135	137	135	118	113	126	122	120	117	103	129	2809
Opponent	SY	FR	BL	GE	ME	AD	WB	CA	SK	KA	RI	WC	HW	CW	ES	SY	FR	BL	GE	ME	AD	WB	KA	
