Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	Tot
Bassett, Scott														-										
Bode, Matthew			-	-	-	-		1	3						-	-	1	1	1	-	-	1		8
Bond, Shane		1	1	-	2	1	-			-			-	2	-	-	-	2	2	-	1	1	1	14
Breuer, Shayne						-	1	1	1	-	1	-	1	1	-	1	-	-	1	1	1	1	1	12
Burgoyne, Peter	2	3	1	-	1	1	-	1	-	-	2	2	-	-	-	-	1	2	1				-	17
Carr, Tom							-																	
Chalmers, Brett	3	-	3	-	-			2	-	-	-			2	1	-	1	2				-	-	14
Cockatoo-Collins, Che	1	-				3	1	2			2	-	-							2	1	2	1	15
Cornes, Chad						-	-	-	-											1	-			1
Daniels, Stephen	-				-	1	-	-	-	1	-	1	-	2	-	1	-	-	-	1	-	1	-	8
Dew, Stuart	1	1	1	-	-	-	1	2	1	1	1	-	-	1	-	1	1	1	1	-	1	-	2	17
Dickie, Donald	2	1	-	1	1	1	-			-	-	-												6
Eagleton, Nathan	1	-	-	-					1	1	-	2	-	3	-				1	1	2	-	-	12
Fiegert, Nigel	1	1	2	1	-																			5
Francis, Fabian	1	-	1	1	1			-	-	3	1	2	1	1	1	2	1	-				1	2	19
Francou, Josh	4	-	1	3	1	2	1	-	1	-	1				1	4	2	1	1	1	2	2	2	30
French, Barnaby	-	1	-	-	1	2	-	-	1	3	-	2	2	-	-	1	-	2	2	-	1		1	19
Harwood, Mark								-	1	3			-	-	1	-	-	2	1	1	2	2		13
James, Roger												-		-	-	-	-	1		1	1	-	-	3
Kingsley, Adam	-	-	-	1	-	2	-	-	-	1	3	-	-	-	-	-	2	-	1	1	2	-	2	15
Lade, Brendon	-	1	1	1	-	-	2			1	-	2	1	-	4	1	4	2	2	1	1	2	-	26
Lockwood, Bowen										-	1	-	-						1			-		2
Lyle, Brayden	-	-	-	-	-			-				-	-	-	3	1	-	2	-	3	3	2	-	14
Mead, Darren	1	-	1	-	1	1	2	-	-		-	-	-	-	1	1	1	-	3	2	-	-	-	14
Murray, Derek					1	-	-																	1
Naish, Chris								-	-															
Paxman, Stephen	-	-	-	-	1	-	-	2	-	1	1	-	1	2	1	-	-	-	1	-	3	3	3	19
Poole, Darryl				-																				
Poulton, Jared	1					-	-	-	-	1														2
Primus, Matthew		1	-																					1
Schofield, Jarrad	1	2	-	-	-	-	-	3	1	-	2	-	1			-	-	-	-	-	1	2	-	13
Steinberner, Nathan									2	-	-	2	1	1	-	1			-	-	-			7
Stevens, Michael																	-	1						1
Stevens, Nick	-	1	1	-	-	2	2	2	1	-	1	3	-	-	1	-	2	-	1	2	-	-	-	19
Tredrea, Warren	-	1	-	-	-	1	1	-	1	-	3	-	5	1	-	-	1	-	-				2	16
Wanganeen, Gavin	1	-	3	2	3	-	-				-	1	1	1					3	-	-	-	1	16
Wilson, Michael	4	-	1	1	-	2	-	1	1	-	1	1	2	3	-	2	2	-	1	-	-	-	1	23
Totals	24	14	17	11	13	19	11	17	15	16	20	18	16	20	14	16	19	19	24	18	22	20	19	402
Opponent	SY	FR	BL	GE	ME	AD	WB	CA	SK	KA	RI	WC	HW	CW	ES	SY	FR	BL	GE	ME	AD	WB	KA	
