Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	Tot
Bassett, Scott														-										
Bode, Matthew			-	8	1	4		2	3						1	5	2	3	9	6	3	4		51
Bond, Shane		5	5	3	5	1	6			3			2	6	8	11	5	5	7	4	10	6	6	98
Breuer, Shayne						5	8	12	9	9	4	3	1	12	3	3	7	6	3	3	4	6	1	99
Burgoyne, Peter	9	11	3	5	6	7	7	7	5	19	6	7	7	12	10	5	4	8	6				11	155
Carr, Tom							1																	1
Chalmers, Brett	3	-	-	2	-			-	2	-	-			3	7	4	5	1				4	-	31
Cockatoo-Collins, Che	2	1				2	-	4			1	6	2							-	1	6	8	33
Cornes, Chad						1	-	-	-											-	-			1
Daniels, Stephen	1				1	2	1	3	2	-	3	2	-	-	1	2	1	-	-	4	1	5	1	30
Dew, Stuart	2	4	-	4	3	3	3	5	2	5	3	1	2	4	3	-	-	2	2	2	-	8	2	60
Dickie, Donald	8	12	8	8	2	9	2			4	3	3												59
Eagleton, Nathan	2	1	2	1					3	2	1	6	-	5	1				1	1	-	2	-	28
Fiegert, Nigel	1	1	1	2	1																			6
Francis, Fabian	4	2	1	4	10			2	4	9	3	7	3	1	10	4	3	4				6	2	79
Francou, Josh	9	6	7	2	4	11	9	13	8	-	3				11	10	7	10	10	11	16	11	10	168
French, Barnaby	5	1	-	4	11	4	6	13	10	3	1	9	11	10	4	5	-	3	7	7	2		6	122
Harwood, Mark								-	2	4			7	1	2	2	3	4	-	4	1	-		30
James, Roger												2		6	2	1	3	2		6	5	7	6	40
Kingsley, Adam	8	5	7	9	5	8	6	7	5	7	7	5	5	1	3	1	11	4	2	2	6	8	3	125
Lade, Brendon	1	1	-	2	3	5	-			5	10	5	5	5	4	5	7	3	14	4	7	6	1	93
Lockwood, Bowen										3	1	-	4						-			1		9
Lyle, Brayden	7	14	7	14	2			4				7	6	8	8	6	8	10	7	4	11	6	-	129
Mead, Darren	4	3	4	2	3	2	5	5	1		5	7	12	-	2	3	2	5	3	6	2	7	7	90
Murray, Derek					-	2	-																	2
Naish, Chris								1	5															6
Paxman, Stephen	-	1	2	-	4	4	9	1	5	4	2	4	5	1	4	-	2	1	4	3	1	3	-	60
Poole, Darryl				3																				3
Poulton, Jared	2					4	-	3	3	3														15
Primus, Matthew		5	-																					5
Schofield, Jarrad	1	3	6	4	2	4	6	4	3	9	4	-	6			2	10	6	6	1	5	9	5	96
Steinberner, Nathan									1	5	-	7	2	1	2	2			-	1	-			21
Stevens, Michael																	1	1						2
Stevens, Nick	1	1	3	2	3	7	3	5	1	11	5	9	3	7	5	3	3	3	9	7	-	8	4	103
Tredrea, Warren	7	6	7	5	5	6	7	9	5	7	4	4	7	6	6	3	3	4	-				4	105
Wanganeen, Gavin	7	2	2	9	3	6	2				7	9	8	10					7	2	7	6	5	92
Wilson, Michael	3	4	1	2	4	4	2	10	1	7	3	-	4	8	5	7	2	4	3	5	5	13	4	101
Totals	87	89	66	95	78	101	83	110	80	119	76	103	102	107	102	84	89	89	100	83	87	132	86	2148
Opponent	SY	FR	BL	GE	ME	AD	WB	CA	SK	KA	RI	WC	HW	CW	ES	SY	FR	BL	GE	ME	AD	WB	KA	
