Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Akermanis, Jason	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Ashcroft, Marcus	-	-	-	-	-	-	-	-				-	-	-	-	-	-	-	-	-	-	-	-	-	
Black, Simon	-	1	-	-	-	2	-	-	1	1	-	-			-				-	-	-	-	-	-	5
Bolton, Craig	-	-	-		-	-	-	-	-	-	-	-	-	-									-	-	
Bradshaw, Daniel	-	-	-	-	3	2	-	-					-	-	1	-	-	-	1	-	-	2	-		9
Brown, Jonathan					-	4	1	6			-						-	2	1	2	2	4	-	-	22
Carey, Stefan	4	2	-																						6
Champion, Richard				-					1	-	-		-	1	-	-									2
Clarke, Nathan																		-	-	-	-				
Cupido, Damian											-	-	-	-	-									-	
Hart, Shaun	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Headland, Des		-			-											-	-	-	-			-	-	-	
Heuskes, Adam	-	1	-	-	-	-	1	-	-	-		-	-	-							-				2
Johnson, Chris	-				-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	1
Kennedy, Matthew	3	-	-	-				1	2	-	1	1													8
Knobel, Trent														3	10	14	6		4	5	23	14	6	8	93
Lambert, Craig	1					-	-	-	-	-	-	-	-		-		-	-							1
Lappin, Nigel	-	-	-	1	-	-	-	1	-	-	-	-	-	1	1	-	-	-	1	-	-	-	-	-	5
Lawrence, Steven	-	-	-	-	-								-	-	-	-	-	-	-	-	-	-	-	-	
Leppitsch, Justin	1	-	-	-	-	-			-	1	-	-	2	-	-	-	-	1	-	-	2	-	-	-	7
Lynch, Alastair		-	-	6	-	2	2		-	-	1	-	-	-	-	-	-	-	1	-	-	-	1	-	13
Martin, Michael		-	-	-	-	-	-	-	-	-		-													
McDonald, Beau	8	18	26	13	24		25	13	42	20	16	22	35	13	25	36	28	22	20	17		24	18	23	488
McKinnon, Martin	-					-											-	-							
McRae, Craig	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-								
Molloy, Jarrod	2	1	2	-	-	2	-	-	2	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	11
Notting, Tim				1		6	1								1	-	-	1		-	-	-		-	10
Picken, Marcus							-	-	2		1	-												-	3
Power, Luke	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-		1
Robbins, Ben																-	-	-	-	-	-	-	-	-	
Rusca, Shannon			-	-																					
Scott, Chris	-	1	-	1	-	-	1	-	1	-			-	-	-	-	-	-	-	-	-	-	-		4
Shattock, Aaron					-	-	-	-	-	-	-	-				-									
Voss, Brett		-	-							-	-	-	1	-					3	-	1	-	-	-	5
Voss, Michael	-	-	1	-	-	-	-	-	-	-	-		-	-	-	1	-	-	-	-	1	-	-	-	3
White, Darryl	-	1	-	4	1	4	2	4	1	2	10	14	2	5	2	4		10	-	6	1	-	1	2	76
Totals	19	25	29	26	28	23	33	25	52	24	29	39	40	23	40	55	35	36	31	30	31	44	26	33	776
Opponent	CA	WB	HW	PA	AD	SK	FR	ES	CW	ME	SY	RI	WC	KA	GE	CA	WB	HW	PA	AD	SK	FR	WB	CA	
