Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	GF	Tot
Armitage, David	-	-	-	2	-	-		-													-	-					2
Baker, Steven	-	-	-	-	-	-	-	-	-	-	-	-	1												-	-	1
Blake, Jason	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Clarke, Raphael				-	-	-	-		-	-	-	-															
Dal Santo, Nick	-	1	-	2	1	1	-	1	-	-	-	1	-	-	-		-	-	-	1	2	1	1	-	-	-	12
Dawson, Zac	-	-	-	-	-	-	3	-	-	-				-	-	-	-	-				-	-	-	-	-	3
Dempster, Sean													-	-	-	-	-	-	1	-	1	-	-	-	-	-	2
Eddy, Robert					-					-	1	-							1	-			-	-	1	-	3
Fisher, Sam			1	-	-	-	1	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	6
Gardiner, Michael		-	1	-	-	-	-	1	-	-	-	-	1	-	1	-	-	-	1			1	-	2	-		8
Geary, Jarryn	-	-	-	-	-	-	2	-			-	-	-	-	-	1		-	-	-	-	-					3
Gilbert, Sam	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	3	6
Goddard, Brendon	-	-	-	2	-	-	1	-	1	1	-	1	1	1		-	-	-	-	-	-	-	-	1	-	-	9
Gram, Jason	-	1	1	-			-	-							-	1	-	-	-	3	-	-	-	-	-	-	6
Gwilt, James	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Hayes, Lenny	-	-	-	2	-	-	1	1	1	-	1	-	1	-	-	-	-	-	-	-		1	-	-	1	1	10
Heyne, Nick								-	1												-						1
Jones, Clinton	-	-	-	-	-	-	-	1	-	-	1	1	-	-	1	-	-		1	-		-	-	-	-	-	5
King, Steven	-		-	-	-	-	-																				
Koschitzke, Justin	1				1	1	1	2	1	1	1	1	1			1	-	-	-	1	1	-	1	1	-	-	16
Lynch, Tom																		1									1
McEvoy, Ben	-	-						-	-	-	1	1	-	-	-		-	-	-	-	-	-	2	-		-	4
McQualter, Andrew	-	-	2	-	1	-	1	-	-	-	-	-	-	-	-	1	-		-	1	-	-	1	-	-	-	7
Miles, Luke																					-	-					
Milne, Stephen	1	2	-	-	1	1	1	2	1	1	5	1	2	1	2	2	-	-	2	1	1		2	1	-	-	30
Montagna, Leigh	1	-	1	-	-	2	-	-	2	1	-	1	1	-	1	2	-	2	-	-	1	-	-	-	1	1	17
Pattison, Adam		1												-	2	-					-						3
Peake, Brett	1	-	-	-	-				1	-	1	2	-	1	-	1	-	1	1	-	2	-	1	-	1	-	13
Ray, Farren	-	-	-	-		1	-	-	-	1	-	-	-	2	-	-	-	-	-	-	1	-	-	-	-	-	5
Riewoldt, Nick	1	-	1												4	2	3	4	-	5	3	3	1	3	3	1	34
Schneider, Adam	-	-	1	2	-	-	-	1	-	2	-	2	1	-	-	4	-	1	3	-	-		-	-	-	2	19
Stanley, Rhys									-	-	-	1	-	-						-							1
Steven, Jack						-	1						1	-	-	-	-	-									2
Totals	5	5	8	10	5	6	13	13	8	8	11	12	10	5	11	15	3	9	11	12	12	6	9	8	7	9	231
Opponent	SY	NM	CW	FR	PA	WB	CA	ES	WC	AD	RI	FR	GE	ME	BL	CW	HW	ES	PA	NM	RI	AD	GE	WB	CW	CW	
