Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	PF	GF	Tot
Bailey, Max																	-		-							
Bateman, Chance	-	-																		-						
Birchall, Grant	-	-	-			-	-	-	-	-	-	-	1	1	-	-	1	-	-	-	-	-	-	1	-	4
Boumann, Jarrad	-					-																				
Breust, Luke	1	2	2		-	-	3	1	-	-	1	-	-	3	-	2	2	1	-	3	1	-	-	3	-	25
Bruce, Cameron				-																						
Burgoyne, Shaun	1	-	-	-	-	-	-	-	1	-	-	-	-		1	-	-	-	-	-	-	1	-	1	-	5
Cheney, Kyle			-	-	-									1	-	-										1
Ellis, Xavier																			-	-	-		-	-	-	
Franklin, Lance	3	4	2	6	3	6	7	2	3	4	4	1	2	1							3	1	3	5	4	64
Gibson, Josh	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	
Gilham, Stephen							-	-	-						-				-	-						
Guerra, Brent	2	-	1	-	-	-	-	1	-	-	-	1	-				-	-	-	-	-	-				5
Gunston, Jack	1	1	-	1							1	4	-	1	1	1	3	-	1	1	2	-	3	-	1	22
Hale, David	1	-	2	-	-	-	2	-	-	-	-	2	1	1	1	-		1	3	-	-	2	-	-	2	18
Hill, Bradley				-						1	1	1		1												4
Hodge, Luke					-	-											-	1	-	2	-	1	2		-	6
Lewis, Jordan	1	-	1	-	-	-	-	1	-	1			-	-	-	1	1	1	3	1	2	2		-	-	15
McCauley, Broc	-	-			-																					
Mitchell, Sam	2	-	1	1	-	-	-	-	1	-	-	-	-	-	-	1	-	-	1		-	-	-	-	-	7
Murphy, Tom												-		-	-	1							-	-		1
Osborne, Michael	1	1	1	3	-	-	-																			6
Puopolo, Paul					-	-	1	-	-	1	-	1	-	1	-	1	1	1	2	2	-	1	2	-	-	14
Rioli, Cyril	-	1	-	1	-	1	2	-	3	-	-	-	-	3	1	-	2	2	-			1	2	3	-	22
Roughead, Jarryd		1	1	-	1	-	1	2	1	-	2	3	-	3	3	1	-	-		1	2	1	-	2	3	28
Savage, Shane	1	-	1	-	-	2	2	-	1	-	-	1	-	1		1	-	-		1			-	-	-	11
Schoenmakers, Ryan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	1	-	-	-	-	-	-	2
Sewell, Brad	1	-	-	1	2	-	1	-	-	-	1	-	1		1	-	1	-	1	-	-	-	1	-	2	13
Shiels, Liam			-	1	-	-	-	-	-	1	-	2	-	-	1	-	-	-		-	-	1	1	-	-	7
Smith, Isaac	-	1				-	1	3	-	1	1	-	-	2	-	-	1	1	-	1	-	-	1	-	-	13
Stratton, Ben	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Suckling, Matt	-	-	-	1	2	-	1	2	-	1	1	-	-	1	-	-	-	1	-	-	-	-	-	-	1	11
Whitecross, Brendan	-	-	-	-	-	1	2	-	2	-	-		-	1	-	-	-	-	1	-	2	-	-			9
Young, Clinton			-	-			-	3	-	1	-	1	3	-	2	2	1	1	1	-	-	-		1	-	16
Totals	15	11	12	15	8	10	23	15	12	11	12	17	8	21	12	11	13	10	14	12	12	11	15	16	13	329
Opponent	CW	GE	AD	WC	SY	SK	ME	FR	RI	NM	PA	BL	CA	GW	WB	CW	ES	GE	PA	GC	SY	WC	CW	AD	SY	
