Player	R1	R2	R3	R4	R5	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R18	R19	R20	R21	R22	R23	R24	QF	SF	PF	Tot
Bailey, Max								-	-	-		-	-	-	-	-	-	-	-	-	-		-	-	-	
Bateman, Chance	-	1	-	3	-	-	1	-	-				1	-					-	-		-	-	-	-	6
Birchall, Grant	-	2	2	1	1	-	-	1	2	2	1	1	-	-	-	2	-	-	-	-	2		-	-	-	17
Breust, Luke							-	-	-	1	-	1	-	-	1	1	-	-	-	-	1	-	-			5
Bruce, Cameron	-	-	-	-	-														-	-	-	1				1
Burgoyne, Shaun	-	-	-	1	1	-	-	-	-	1	-	1	-	1	1	1	-	-	-	1	-		-	-	1	9
Cheney, Kyle										1			1	-	-	-	-	-				-				2
Ellis, Xavier			-	-	-	-									-	-	-					-				
Franklin, Lance	-	-	-	-	1	-	-	1	2		-	-		1	5	-	-	-	3	1	-		-	-	-	14
Gibson, Josh	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	2
Gilham, Stephen	-	-	-	-	-	-	-																			
Guerra, Brent			-	-	-	-	-	-	-	-	-		-	-	-	-	1	-	2	-	1	-	-	-	-	4
Hale, David	-	-	-	-	-		-					-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Hodge, Luke		-	-	-	-	-	-	-	-	-	-	-	-	-	-	1		-	-	1	-		-	-	-	2
Johnson, Paul																						2				2
Ladson, Rick	-	-	-	-	-	1						-					-	-				-				1
Lewis, Jordan	-	-	1	-	-	-	-	-	-	1	-	-	-			-	-	-	-	-	1		-	-	-	3
Lisle, Jordan										-		-	3	-								-				3
Milne, Riley															-											
Mitchell, Sam	-	-		-	-	-	-	-	1	-	-	1	1	4	-	1	-	1	-	1		-	1	-	-	11
Murphy, Tom						-	-	-	-	-	-	-		-	-	-	-	-	-	-	1	-	-	-	-	1
Osborne, Michael	-	1	-				-	-	-	1	-	-	3	-	1	-	-	-			-	-	-	-	1	7
Puopolo, Paul						-	-	1	-	-	-	-	-	-	-	-	-	-	-	1	4	1	-	-	-	7
Renouf, Brent	-	-	1	-	-	-					-															1
Rioli, Cyril	-	2		-	-			-	-	-	-	-	-			-	-	-	2	-	-		1	-	-	5
Roughead, Jarryd	-	-	-	-	-	-	-	-	-	1	1															2
Savage, Shane	-	-	-	-	1	1	2	-	-		-	-	1	-	-	-					-	5				10
Schoenmakers, Ryan								1	-	-	-								-	-	-	1	-	-	-	2
Sewell, Brad	-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	2	-		-	-	-	2
Shiels, Liam	-	-	-	-	-	-	1	-	2	-	-	-	1	1	-	-	-	-	-	-	1	-	-	-	3	9
Smith, Isaac						-	-					4	7	2	-	-	-	-	-	2	-	1	1	-	-	17
Stratton, Ben	-	-	-																			-		-	-	
Suckling, Matt	1	3	-	-	-		-	-	1	-	-	1	2	5	-		-	-	1	1	-	-	-	-	-	15
Whitecross, Brendan	-					-	-	-	-	3	-	-	-	-	1	-	-	-	-	-	-	-	-	1	-	5
Young, Clinton	-	-	-	1	2	-				4	-			1	2											10
Totals	1	9	5	6	6	2	4	4	8	15	2	9	20	15	11	6	1	1	8	10	11	11	4	1	5	175
Opponent	AD	ME	RI	WC	GE	PA	SK	SY	WB	FR	GE	GC	ES	CW	BL	ME	FR	NM	PA	CA	WB	GC	GE	SY	CW	
