Player	R1	R2	R3	R4	R5	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R18	R19	R20	R21	R22	R23	R24	QF	SF	PF	Tot
Bailey, Max								-	-	1		-	-	-	-	-	-	-	-	-	-		-	-	-	1
Bateman, Chance	-	-	-	-	2	2	2	2	1				1	-					-	1		-	-	-	1	12
Birchall, Grant	-	-	-	-	1	2	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-		-	-	-	4
Breust, Luke							1	-	-	1	-	-	3	1	-	1	1	2	-	-	4	-	-			14
Bruce, Cameron	-	-	-	-	-														1	1	-	4				6
Burgoyne, Shaun	-	1	1	1	-	-	1	-	-	-	2	-	-	-	1	1	-	1	1	-	-		-	1	-	11
Cheney, Kyle										-			-	-	-	-	1	-				-				1
Ellis, Xavier			-	-	-	-									-	1	-					-				1
Franklin, Lance	-	1	1	-	1	-	-	1	1		2	1		1	1	2	1	-	1	1	-		-	-	1	16
Gibson, Josh	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	1	-	-	-	-	-	-	2
Gilham, Stephen	-	-	-	-	-	-	-																			
Guerra, Brent			2	-	-	1	-	-	-	-	-		-	-	-	-	-	-	1	-	-	-	-	-	-	4
Hale, David	1	1	1	-	1		-					1	1	-	-	-	1	-	-	1	-	-	-	-	-	8
Hodge, Luke		-	-	-	-	-	-	-	-	-	1	2	1	-	1	-		-	-	-	1		-	1	1	8
Johnson, Paul																						-				
Ladson, Rick	-	3	2	-	-	-						-					-	1				1				7
Lewis, Jordan	1	2	1	2	4	2	2	2	-	1	-	2	3			-	-	-	1	-	-		-	-	-	23
Lisle, Jordan										1		-	-	-								-				1
Milne, Riley															-											
Mitchell, Sam	-	1		-	1	1	1	2	-	-	-	3	2	1	-	-	-	-	3	1		1	1	1	-	19
Murphy, Tom						-	-	-	1	-	-	-		-	-	-	-	-	1	-	-	-	-	-	-	2
Osborne, Michael	-	-	-				-	-	2	1	-	1	2	2	1	2	1	-			1	3	1	1	1	19
Puopolo, Paul						-	-	-	1	-	-	-	2	-	2	1	-	-	3	-	1	1	-	-	-	11
Renouf, Brent	-	-	1	-	-	-					-															1
Rioli, Cyril	2	2		2	1			2	1	1	2	2	1			3	2	1	1	1	1		-	3	1	29
Roughead, Jarryd	-	-	-	-	1	1	2	1	1	4	-															10
Savage, Shane	2	-	-	-	-	-	1	1	-		-	2	1	-	1	-					-	-				8
Schoenmakers, Ryan								1	-	-	-								-	1	-	-	-	-	-	2
Sewell, Brad	-	-	-	-	-	-	-	-	-	1	-	-	1			-	-	-	-	-	-		1	1	1	5
Shiels, Liam	1	-	2	-	-	1	-	-	-	1	1	-	-	-	-	5	-	1	2	-	-	1	-	1	-	16
Smith, Isaac						-	-					-	-	-	2	-	-	1	2	1	-	1	-	1	1	9
Stratton, Ben	-	-	-																			-		-	-	
Suckling, Matt	1	-	-	-	-		-	-	-	-	-	-	-	-	-		-	-	1	-	1	-	-	-	-	3
Whitecross, Brendan	-					-	-	1	3	1	-	-	3	-	-	-	1	-	3	-	-	-	2	-	-	14
Young, Clinton	1	-	-	3	-	-				-	-			1	2											7
Totals	9	11	11	8	12	10	10	13	11	14	8	15	21	6	11	16	8	7	22	8	9	12	5	10	7	274
Opponent	AD	ME	RI	WC	GE	PA	SK	SY	WB	FR	GE	GC	ES	CW	BL	ME	FR	NM	PA	CA	WB	GC	GE	SY	CW	
