Player	R1	R2	R3	R4	R5	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R18	R19	R20	R21	R22	R23	R24	QF	SF	PF	Tot
Bailey, Max								-	-	-		-	-	-	-	1	-	-	1	-	1		-	-	-	3
Bateman, Chance	1	1	-	-	1	1	-	1	-				-	-					-	-		-	-	1	-	6
Birchall, Grant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	2	-	-		-	-	-	3
Breust, Luke							3	1	1	1	1	3	1	2	2	2	2	2	1	-	5	1	-			28
Bruce, Cameron	-	-	-	1	-														-	1	-	1				3
Burgoyne, Shaun	1	3	-	1	1	1	-	1	-	1	-	-	-	-	-	-	-	-	-	-	-		-	-	-	9
Cheney, Kyle										-			-	-	-	-	-	-				-				
Ellis, Xavier			-	-	-	-									-	1	-					-				1
Franklin, Lance	4	3	2	5	2	4	6	7	7		3	7		1	2	7	1	3	7	5	5		3	5	1	90
Gibson, Josh	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Gilham, Stephen	-	-	-	-	-	-	-																			
Guerra, Brent			1	-	1	1	-	-	1	-	-		-	-	-	-	-	-	-	-	1	-	-	-	1	6
Hale, David	1	1	3	1	1		-					2	3	1	4	2	-	2	3	-	4	1	1	1	1	32
Hodge, Luke		-	2	-	-	1	2	2	2	2	-	-	-	-	-	2		-	-	1	-		3	1	3	21
Johnson, Paul																						1				1
Ladson, Rick	-	-	-	-	-	1						-					-	1				-				2
Lewis, Jordan	-	-	1	1	-	2	-	-	-	-	-	3	2			1	-	1	2	-	1		-	-	-	14
Lisle, Jordan										4		-	-	-								1				5
Milne, Riley															-											
Mitchell, Sam	-	-		-	1	-	-	-	1	-	-	-	-	3	-	-	-	-	1	-		-	-	1	2	9
Murphy, Tom						-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	
Osborne, Michael	1	3	-				1	1	-	2	1	1	3	-	1	1	-	-			1	2	-	-	-	18
Puopolo, Paul						-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	1	4
Renouf, Brent	1	-	1	-	-	2					-															4
Rioli, Cyril	1	1		-	-			1	2	5	1	1	1			1	1	2	3	-	-		1	2	2	25
Roughead, Jarryd	3	2	2	1	3	-	-	1	2	2	-															16
Savage, Shane	-	-	-	-	-	1	-	-	-		-	2	3	-	-	-					-	1				7
Schoenmakers, Ryan								-	-	-	-								-	-	-	-	-	-	-	
Sewell, Brad	-	1	-	-	-	1	2	-	-	-	-	-	-			-	-	1	-	-	-		-	-	-	5
Shiels, Liam	-	2	-	1	-	1	-	-	-	-	-	-	-	-	1	-	-	-	-	1	-	-	-	1	-	7
Smith, Isaac						-	1					1	1	-	-	-	-	1	1	1	-	3	2	1	-	12
Stratton, Ben	-	-	-																			-		-	-	
Suckling, Matt	-	-	-	-	-		-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	
Whitecross, Brendan	-					-	-	-	1	-	-	-	1	-	2	-	1	-	2	-	1	-	-	-	1	9
Young, Clinton	1	1	-	1	-	-				2	-			-	-											5
Totals	14	18	12	12	10	17	15	15	17	19	6	20	15	7	16	18	5	13	23	9	19	11	10	13	12	346
Opponent	AD	ME	RI	WC	GE	PA	SK	SY	WB	FR	GE	GC	ES	CW	BL	ME	FR	NM	PA	CA	WB	GC	GE	SY	CW	
