Player	R1	R2	R3	R4	R5	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R18	R19	R20	R21	R22	R23	R24	QF	SF	PF	Tot
Bailey, Max								3	1	3		-	1	-	1	2	1	2	2	-	2		-	1	2	21
Bateman, Chance	-	-	2	2	1	2	-	2	-				-	-					-	-		-	-	-	1	10
Birchall, Grant	-	1	1	-	1	-	1	1	-	-	-	-	1	1	1	-	-	1	-	1	-		-	-	2	12
Breust, Luke							2	1	1	-	1	1	2	-	1	-	-	1	-	1	1	2	-			14
Bruce, Cameron	-	-	1	-	-														2	-	-	2				5
Burgoyne, Shaun	1	-	1	1	-	-	-	1	-	1	-	-	-	-	-	-	-	1	-	-	-		1	-	-	7
Cheney, Kyle										-			1	-	-	-	-	-				-				1
Ellis, Xavier			1	-	-	-									-	-	1					2				4
Franklin, Lance	1	2	1	2	1	-	2	2	2		-	2		-	6	-	2	-	2	-	3		2	1	1	32
Gibson, Josh	3	1	1	1	1	1	1	2	2	-	2	-	1	1	-	1	1	1	4	2	1	1	2	1	-	31
Gilham, Stephen	-	-	-	-	-	-	-																			
Guerra, Brent			2	-	1	-	2	1	2	1	-		2	-	1	1	1	1	-	-	1	-	1	-	2	19
Hale, David	2	2	2	-	2		-					-	1	-	-	1	1	3	2	2	-	-	1	2	2	23
Hodge, Luke		1	2	1	1	1	-	3	1	3	2	1	2	5	4	-		-	1	-	1		1	1	1	32
Johnson, Paul																						2				2
Ladson, Rick	1	1	-	-	1	-						-					-	-				-				3
Lewis, Jordan	-	-	2	-	2	-	4	1	2	1	1	1	1			3	-	4	-	-	-		2	4	2	30
Lisle, Jordan										1		1	-	-								2				4
Milne, Riley															-											
Mitchell, Sam	-	3		1	2	1	2	-	2	1	2	3	-	1	2	3	1	2	3	3		2	1	4	2	41
Murphy, Tom						1	-	-	-	-	-	-		1	1	-	1	-	1	-	-	-	2	-	2	9
Osborne, Michael	1	-	2				1	-	-	-	-	-	-	-	2	2	1	2			-	2	-	-	1	14
Puopolo, Paul						-	1	1	2	-	1	2	1	2	2	-	1	2	5	1	4	2	2	6	2	37
Renouf, Brent	1	-	-	-	-	4					3															8
Rioli, Cyril	1	2		2	1			3	-	1	1	-	1			-	-	-	3	2	1		1	1	1	21
Roughead, Jarryd	-	2	-	-	1	1	1	1	1	-	2															9
Savage, Shane	1	1	2	1	2	-	2	-	-		-	2	1	-	1	1					-	-				14
Schoenmakers, Ryan								-	-	-	2								-	2	-	-	1	-	1	6
Sewell, Brad	1	1	3	-	2	-	2	-	2	1	1	-	-			2	1	3	1	-	-		-	-	1	21
Shiels, Liam	2	2	-	2	1	1	2	1	4	-	-	3	1	2	1	2	2	-	1	1	1	-	1	1	1	32
Smith, Isaac						2	-					1	-	-	-	-	1	2	1	1	1	-	-	-	1	10
Stratton, Ben	1	-	-																			-		-	-	1
Suckling, Matt	-	1	1	-	2		-	-	-	-	-	-	-	1	-		1	1	-	2	-	-	-	-	-	9
Whitecross, Brendan	-					-	-	1	1	-	-	-	-	1	-	2	1	-	1	1	-	2	2	3	1	16
Young, Clinton	1	-	-	-	1	-				-	-			-	-											2
Totals	17	20	24	13	23	14	23	24	23	13	18	17	16	15	23	20	17	26	29	19	16	19	20	25	26	500
Opponent	AD	ME	RI	WC	GE	PA	SK	SY	WB	FR	GE	GC	ES	CW	BL	ME	FR	NM	PA	CA	WB	GC	GE	SY	CW	
