Player	R1	R2	R3	R4	R5	R6	R7	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	SF	PF	Tot
Adams, Leigh	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-				
Anthony, Liam										-	-	-			-											
Atley, Shaun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Bastinac, Ryan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	1
Black, Aaron	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Brown, Ben													-	-	-	-			-	-	-	1	-	-	-	1
Cunnington, Ben	-	-	3	3	-	-	-	-	-	3	-	-	-	-	-	1	-	-	3	-	-	-	-	-	-	13
Currie, Daniel		-	-		-																	-				
Dal Santo, Nick	-	2	1	-	-	-	-	-	-	2	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	8
Daw, Majak						-	-	-	-	-	-						-	-								
Firrito, Michael				-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	
Gibson, Sam	-	-	-	-	-	1	-	2	-	-	-	-	-	1	-	-	-	-	-	2	-	-	-	-	-	6
Goldstein, Todd	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-		-	-	-	3
Greenwood, Levi		-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-		-	-		-	-	-	1
Grima, Nathan	-	-	-	-	-	-	-												-	-	-	-	-	-	-	
Hansen, Lachlan	-	-	-	-	-	-	3	-	-	-	-	-	-		-	-	-	-				-				3
Harvey, Brent	-	3	-	-	-	3	-	3	-	-	3	3	-	-	-	-	-	-	-	-				-	-	15
Jacobs, Ben			-	-	-									-	-	-	-	-	-	-	-	-	-		-	
Macmillan, Jamie	-	-	-																			-	-	-		
McDonald, Luke	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-		-	-	-	
McKenzie, Brad	-	-	-	-	-	-	-						-	-		-										
McMahon, Scott	-							-							-	-	-									
Mullett, Aaron	-	-	-	-	-	-	-			-	-	-	-	-		-		-	-		-	-				
Nahas, Robin				-		-		-	-	-	-	-	-													
Petrie, Drew	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	2
Swallow, Andrew								-	-	-	2	-	-	-	1	-	-	-	-	3	1	2	-	-	-	9
Tarrant, Robbie												-														
Thomas, Lindsay	-	-	-	-	-	-	-	1	-	-		-	-	-	-	-	-	-	-	-	-		-	-	-	1
Thompson, Scott	-	1	-	-	-		-	-	-	-	-	-	2	-	-	-	-	-	-	1	-	-	-	-	-	4
Tippett, Joel						-	-	-	-																	
Turner, Kayne																			-		-	-	-	-	-	
Warren, Max														-												
Wells, Daniel	-	-	-	2	-															-		-	-	-	-	2
Wood, Mason																						-				
Wright, Sam	-							-	-		-				-	2	-	-	-	-	-	-	-	-	-	2
Ziebell, Jack	-	-				-	-	-	-	-	-	-	-	-			-	-	-	-	3	-	-	-	-	3
Totals	0	6	4	5	0	4	3	6	0	5	5	3	3	1	4	6	0	0	6	6	4	3	0	0	0	74
Opponent	ES	WB	PA	SY	CW	FR	GC	BL	GE	WC	RI	AD	ME	BL	HW	SK	CA	GE	GW	WB	AD	ME	ES	GE	SY	
