Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Arnot, Matt													-		-	-	-							
Astbury, David											-	-						-	-	-				
Batchelor, Jake	-	-			-		-	-	-	-			-	-										
Chaplin, Troy	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Conca, Reece	-	-	-	-							-	-	-	-	-	-	-	-	-	-	-	-	-	
Cotchin, Trent	3	2	3	-	-	-		-	-	-	-	-	3	-	-	2	-	3	3	-	-	-	-	19
Dea, Matt								-		-				-										
Deledio, Brett	1	-	2	-	-	-	2	-	-	3	-	-	-	-	-	-	-	-	-	2	-	-	-	10
Edwards, Aaron										-	-	-	-	-	-						1	1	-	2
Edwards, Shane	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-		-	
Ellis, Brandon	-	-	-	-	-	-	-	3			-	-	-	-	-	-	-	-	-	-	-	2	-	5
Foley, Nathan							-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		
Griffiths, Ben	-																							
Grigg, Shaun	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	2	-	-	5
Grimes, Dylan		-	-	-	-	-														-	-	-	-	
Helbig, Brad					-																			
Houli, Bachar	-	-	-	-	-	-	-	-	-	-	1	2	-			-	-	2	-	-	-	-	-	5
Jackson, Daniel	-	-	-	-	-	-	-	-	-	-	-	-	2	-	3	-	-	-	1	-	-	3	-	9
King, Jake	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-					-	-	-	
Knights, Chris			-	-	-	-	-																	
Lonergan, Sam									-	-														
Maric, Ivan	-	-	-	-	-	-	-		-	-	-	-			-	-	-	-	-	-	-	-	-	
Martin, Dustin	-	-	1	-	-	-	3	-	-	1	2	-	1	-	2	3	-	-	-	-	3	-	-	16
McDonough, Matt																				-				
McGuane, Luke	-	-	-	-	-	-	-	-	-									-	-	-				
Morris, Steven	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Nahas, Robin	-				-		-	-	-										-					
Newman, Chris	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-				-	
Petterd, Ricky		-	-	-	-	-									-	-	-			-	-	-	-	
Rance, Alex	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	2
Riewoldt, Jack	-	3	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	4
Stephenson, Orren							-	-					-	-				-				-		
Tuck, Shane	-	-	-	-			-										-	-	-	-		-	-	
Vickery, Ty	-	-	-	-	-	-		-	-	-	-	1	-	-	-	-	-		-	-	-	-	-	1
Vlastuin, Nick					-	-	-	1	-	-	-	-		-	-	-	-	-	-	-	-	-	-	1
White, Matt					-	-		-	-	2	-	-	-	-	-	-	-	-	-		-	-		2
Totals	4	5	6	0	0	0	6	4	0	6	3	6	6	0	5	6	0	6	4	2	6	6	0	81
Opponent	CA	SK	WB	CW	FR	GE	PA	ME	ES	WC	AD	WB	SK	NM	GC	FR	SY	HW	BL	CA	GW	ES	CA	
