Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Arnot, Matt													-		-	Off	On							1/1
Astbury, David											Off	Off						-	-	-				0/2
Batchelor, Jake	-	-			-		-	-	-	-			-	-										
Chaplin, Troy	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Conca, Reece	-	-	-	-							-	-	-	-	-	-	-	-	-	-	-	-	Off	0/1
Cotchin, Trent	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	Off	-	-	0/1
Dea, Matt								-		-				-										
Deledio, Brett	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Edwards, Aaron										-	-	-	-	-	Off						-	-	-	0/1
Edwards, Shane	-	-	-	-	-	-	-	-	-	Off	-	-	-	-	-	-	-	-			-		-	0/1
Ellis, Brandon	Off	On	On	On	-	-	-	-			-	-	-	Off	-	-	-	-	-	-	-	-	-	3/2
Foley, Nathan							On	-	-	-	-	-	-	-	-	On	-	-	-	-	On	-		3/0
Griffiths, Ben	-																							
Grigg, Shaun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	On	-	-	-	-	-	-	-	-	1/0
Grimes, Dylan		-	-	-	-	-														Off	-	-	-	0/1
Helbig, Brad					Off																			0/1
Houli, Bachar	-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	
Jackson, Daniel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
King, Jake	-	-	-	-		-	-	-	-	-	-	-	Off	-	-	-					-	-	-	0/1
Knights, Chris			Off	-	-	-	Off																	0/2
Lonergan, Sam									-	On														1/0
Maric, Ivan	-	-	-	-	-	-	-		-	-	-	-			-	-	-	-	-	-	-	-	-	
Martin, Dustin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
McDonough, Matt																				-				
McGuane, Luke	-	-	-	-	-	-	-	Off	-									-	-	-				0/1
Morris, Steven	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Nahas, Robin	On				On		-	-	-										Off					2/1
Newman, Chris	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-				-	
Petterd, Ricky		-	-	-	-	-									-	-	-			-	-	-	-	
Rance, Alex	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Riewoldt, Jack	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	
Stephenson, Orren							-	-					-	-				Off				-		0/1
Tuck, Shane	-	-	-	Off			-										Off	On	On	On		On	On	5/2
Vickery, Ty	-	Off	-	-	-	Off		-	Off	-	-	-	-	-	-	-	-		-	-	-	-	-	0/3
Vlastuin, Nick					-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	
White, Matt					-	On		On	On	-	On	On	On	On	-	-	-	-	-		-	Off		7/1
Totals																								
Opponent	CA	SK	WB	CW	FR	GE	PA	ME	ES	WC	AD	WB	SK	NM	GC	FR	SY	HW	BL	CA	GW	ES	CA	
