Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Buckley, Nathan	4	1	8	2	5	3		3	6	5	2	1	4	7	6	3	3	3	4	6		4	5	85
Burns, Scott				2	2	2	1	-	4	2	3	3	2	5	4	5	1	1	4	3	6	7	5	62
Caracella, Blake		2	-				2	5	1	-														10
Clement, James	1	-	1	1	-	3	1	4	2	-	-	2	2	2	2	1	3	2	-	2	3	2	2	36
Cloke, Cameron								-	-															
Cloke, Jason	-						-								-		-	-	-	2				2
Cloke, Travis	3	6	4	-	4	1					4	3	4			-	5	3	6	4	4			51
Davies, Ben					5				4					3		3	3							18
Davis, Leon	2	3	5	4	4	3	7	4	7	3	2	2	1		2		2							51
Didak, Alan	3	5	6	7	2	3	1	4	6	9	9	2	1	3	4	8	2	6	2	4	2	2	4	95
Egan, Chris	2											4	2			3	7	3	1	3	4	2	-	31
Fanning, David															-									
Fraser, Josh	4	2	5	3	5	1	4	4	3	5	-	2	-	2	4	2	3	1	4	2	4	5	3	68
Holland, Brodie	3	2	5	5		3	4	-	3	2						6	1	1	2	2	5	5	1	50
Iacobucci, Adam											2													2
Iles, Sam																		2	1	2	1			6
Johnson, Ben	1	10	6	8	5	7	7	7	4	8	2	1	4	2	3	7	6	3	7	5	5	3	5	116
Licuria, Paul	4	4	2	3	6	6	2	1	2	2	5	2	4	1	-			2	5	2	4	7	4	68
Lockyer, Tarkyn	3	-	2	-	1	1	1	2	-	3	1	1	1	1	1	2	2	-	3	2	1	3	3	34
Lonie, Ryan	2	1	1	4	5	3	1	3	1	1	1	6	2	1	4	-	-	2	3		2	6	2	51
Lumumba, Heritier		-	1	2	1	2	-					-	1							-				7
Maxwell, Nick	-	-	-	-	-	1	-	1	-	-							1	-	-	1	2	-	1	7
Morrison, Chad										-	-	-		-	4	-								4
OBree, Shane	1	-	8	3	2	5	4	4	4	2	5	2	2	3	4	3	3	3	2	3	4	5	2	74
Pendlebury, Scott										1	2	3	-	1	-	-	3		-					10
Prestigiacomo, Simon	1	-		-	-	-	-	-		-	-	1	-	-		-	-	-	1		-	-	-	3
Richards, Guy	1	-	-	1	-					1											2	1	-	6
Rocca, Anthony	-	4	2	1	2	2	3	3	1	5	1	4	1	4	-	6	2	2	1	1	1	-	2	48
Rowe, Julian											1										-			1
Rusling, Sean														-						-	-	1	-	1
Shaw, Heath		1	1	3	-	2	-	7	1	2	1	-	-	1	2	-	1	1	1	3	-	1	1	29
Shaw, Rhyce									1			4	2	1	4					1	3	4	1	21
Swan, Dane	4	3	3	3	2	4	2	4	5	1			4	5	5	5	2	4	4	2	5	3	1	71
Tarrant, Chris	2	7	2	3	3	4	4	3	2		3	5	3	1	5	4	2	4	1			3	7	68
Thomas, Dale	4	2	2	1	1	2	-	1	-		-	1		1	-	2		2					-	19
Wakelin, Shane	-		-			-	-	-		-	-		-	-	-	-				-		1		1
Totals	45	53	64	56	55	58	44	60	57	52	44	49	40	44	54	60	52	45	52	50	58	65	49	1206
Opponent	AD	HW	KA	ES	PA	CA	WC	GE	WB	BL	ME	SY	RI	SK	FR	WC	HW	AD	ES	PA	CA	KA	WB	
