Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Buckley, Nathan	-	-	1	3	1	1		1	-	5	-	-	-	2	2	2	3	1	1	1		1	-	25
Burns, Scott				1	1	2	2	-	2	-	2	-	-	1	-	1	-	-	-	-	-	-	-	12
Caracella, Blake		-	-				-	1	1	-														2
Clement, James	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Cloke, Cameron								-	-															
Cloke, Jason	-						-								-		-	-	-	-				
Cloke, Travis	-	1	1	-	-	-					-	-	1			-	4	1	-	-	1			9
Davies, Ben					-				-					-		1	-							1
Davis, Leon	-	-	-	-	-	2	-	1	-	1	1	2	-		-		-							7
Didak, Alan	1	1	2	3	1	2	-	-	-	-	2	-	1	1	2	1	2	-	-	1	2	2	1	25
Egan, Chris	-											1	-			1	-	2	3	-	2	2	1	12
Fanning, David															-									
Fraser, Josh	-	4	-	1	1	-	3	2	-	2	2	1	-	-	2	3	-	-	-	1	2	2	2	28
Holland, Brodie	-	-	1	-		1	-	1	1	1						-	-	-	-	-	1	1	-	7
Iacobucci, Adam											-													
Iles, Sam																		-	-	-	-			
Johnson, Ben	-	-	-	-	-	1	-	1	-	-	-	-	-	1	-	-	1	-	-	1	-	-	-	5
Licuria, Paul	-	-	1	2	-	2	-	-	-	2	-	-	-	-	-			-	1	-	1	1	-	10
Lockyer, Tarkyn	-	-	-	-	1	2	-	-	-	1	-	-	-	-	-	-	-	2	-	1	-	2	1	10
Lonie, Ryan	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-		-	-	-	2
Lumumba, Heritier		-	-	-	-	-	-					-	-							-				
Maxwell, Nick	-	-	-	-	-	-	-	-	-	-							-	-	-	-	-	-	-	
Morrison, Chad										-	-	-		-	-	-								
OBree, Shane	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	1	-	-	-	3
Pendlebury, Scott										1	1	-	-	-	2	-	1		1					6
Prestigiacomo, Simon	-	-		-	-	-	-	-		-	-	-	-	-		-	-	-	-		-	-	-	
Richards, Guy	1	-	-	-	-					-											-	-	-	1
Rocca, Anthony	1	6	6	4	4	3	1	5	4	2	-	3	4	1	2	1	4	1	3	3	5	3	4	70
Rowe, Julian											-										-			
Rusling, Sean														-						6	3	2	1	12
Shaw, Heath		-	1	-	-	-	-	-	-	-	-	-	-	1	1	-	1	1	-	-	1	-	-	6
Shaw, Rhyce									-			1	-	-	-					-	-	2	-	3
Swan, Dane	1	-	-	-	2	-	4	2	1	-			-	1	1	2	-	-	1	-	-	3	-	18
Tarrant, Chris	1	7	6	4	5	1	1	4	4		2	-	2	1	2	4	4	-	2			5	6	61
Thomas, Dale	3	-	1	2	-	3	1	1	-		1	-		1	1	1		-					-	15
Wakelin, Shane	-		-			-	-	-		-	-		-	-	-	-				-		-		
Totals	8	19	20	21	16	20	12	20	13	16	11	8	8	11	15	18	20	8	12	15	18	26	16	351
Opponent	AD	HW	KA	ES	PA	CA	WC	GE	WB	BL	ME	SY	RI	SK	FR	WC	HW	AD	ES	PA	CA	KA	WB	
