Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Buckley, Nathan	12	8	11	9	6	5		4	5	11	4	9	12	10	9	10	6	3	6	6		7	4	157
Burns, Scott				8	5	6	9	8	6	14	7	10	8	8	6	9	8	5	6	9	11	8	7	158
Caracella, Blake		5	1				4	7	15	3														35
Clement, James	4	3	5	6	4	3	2	4	4	1	9	5	6	3	3	5	7	7	10	4	7	2	4	108
Cloke, Cameron								2	3															5
Cloke, Jason	3						3								8		11	7	4	3				39
Cloke, Travis	3	4	3	2	4	3					3	4	3			3	12	6	4	2	1			57
Davies, Ben					1				5					2		3	4							15
Davis, Leon	6	3	5	1	10	5	3	4	3	4	9	4	1		4		6							68
Didak, Alan	3	2	9	7	3	7	5	8	9	4	9	5	5	8	10	8	7	9	9	2	6	5	5	145
Egan, Chris	2											3	3			9	3	2	3	1	3	3	3	35
Fanning, David															-									
Fraser, Josh	8	7	4	6	9	6	10	7	5	3	7	5	7	7	5	6	9	7	13	4	8	7	5	155
Holland, Brodie	4	8	4	9		7	7	8	6	7						7	2	4	2	11	8	8	4	106
Iacobucci, Adam											3													3
Iles, Sam																		5	3	1	3			12
Johnson, Ben	4	4	6	5	5	6	4	4	4	4	6	4	6	6	6	4	3	5	3	4	9	6	3	111
Licuria, Paul	5	5	8	6	4	8	2	4	7	2	6	5	8	1	4			8	4	7	4	7	7	112
Lockyer, Tarkyn	8	4	5	3	5	4	7	8	5	7	7	3	9	7	6	9	5	7	4	6	3	3	9	134
Lonie, Ryan	5	11	6	2	3	1	4	2	5	1	6	5	4	3	4	3	3	4	-		4	3	4	83
Lumumba, Heritier		5	3	5	5	5	1					3	5							2				34
Maxwell, Nick	6	8	13	4	3	1	2	2	6	-							1	1	3	2	2	8	3	65
Morrison, Chad										5	6	4		7	5	3								30
OBree, Shane	11	11	9	11	7	12	9	10	12	9	6	6	3	4	11	9	12	7	8	2	10	7	6	192
Pendlebury, Scott										8	4	4	1	3	9	1	3		4					37
Prestigiacomo, Simon	5	1		4	2	4	2	5		2	2	6	4	3		5	4	4	2		4	-	2	61
Richards, Guy	1	3	4	3	3					4											1	3	1	23
Rocca, Anthony	-	10	3	10	4	8	2	3	3	6	4	7	2	7	5	4	5	3	2	4	6	3	4	105
Rowe, Julian											3										1			4
Rusling, Sean														2						1	1	1	1	6
Shaw, Heath		5	3	1	5	7	10	6	13	8	4	6	5	5	7	8	9	11	7	8	6	3	7	144
Shaw, Rhyce									1			4	11	3	1					5	5	4	5	39
Swan, Dane	9	8	8	9	9	7	2	6	13	2			8	4	9	7	5	12	11	5	6	5	4	149
Tarrant, Chris	4	4	9	9	4	6	3	4	4		3	5	5	3	6	5	5	5	4			3	5	96
Thomas, Dale	3	6	3	2	9	7	5	3	4		6	5		3	6	5		5					7	79
Wakelin, Shane	3		3			6	8	4		7	1		4	4	5	1				2		1		49
Totals	109	125	125	122	110	124	104	113	138	112	115	112	120	103	129	124	130	127	112	91	109	97	100	2651
Opponent	AD	HW	KA	ES	PA	CA	WC	GE	WB	BL	ME	SY	RI	SK	FR	WC	HW	AD	ES	PA	CA	KA	WB	
