Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Buckley, Nathan	7	1	2	1	1	2		2	2	5	-	4	3	3	3	1	1	-	-	2		3	1	44
Burns, Scott				3	-	1	3	2	2	7	2	2	3	5	3	4	5	1	2	4	4	5	5	63
Caracella, Blake		1	-				-	3	5	1														10
Clement, James	-	-	-	-	-	-	-	1	-	-	-	1	-	1	-	-	-	-	-	-	-	-	1	4
Cloke, Cameron								-	4															4
Cloke, Jason	1						-								-		-	1	-	1				3
Cloke, Travis	-	-	-	-	-	1					-	1	1			-	1	1	1	-	-			6
Davies, Ben					-				2					1		2	2							7
Davis, Leon	1	-	1	-	4	3	-	1	-	-	1	2	-		-		2							15
Didak, Alan	-	-	2	-	1	-	2	1	-	1	1	-	2	2	3	-	1	2	-	-	1	-	1	20
Egan, Chris	-											-	-			4	2	-	-	1	2	-	-	9
Fanning, David															-									
Fraser, Josh	3	-	1	3	4	2	5	2	3	-	4	2	4	4	3	1	3	3	7	3	2	-	1	60
Holland, Brodie	5	4	3	3		3	1	2	1	4						3	-	1	1	4	3	4	-	42
Iacobucci, Adam											2													2
Iles, Sam																		-	-	-	-			
Johnson, Ben	2	-	2	1	-	1	-	-	-	1	2	2	3	2	3	2	2	3	-	1	3	3	-	33
Licuria, Paul	-	3	5	2	2	2	1	3	2	-	2	1	4	-	1			2	1	-	2	3	3	39
Lockyer, Tarkyn	1	2	-	-	3	1	-	-	1	3	-	1	1	1	-	2	2	-	-	-	-	-	1	19
Lonie, Ryan	1	6	3	1	-	-	-	1	1	-	1	3	1	1	2	-	-	3	1		-	-	1	26
Lumumba, Heritier		-	1	-	-	1	-					-	1							-				3
Maxwell, Nick	1	-	3	2	-	-	1	1	-	-							-	-	-	1	-	-	1	10
Morrison, Chad										2	-	1		1	1	1								6
OBree, Shane	4	5	4	7	2	5	7	5	7	4	7	2	2	3	4	6	9	2	4	-	6	6	6	107
Pendlebury, Scott										2	3	1	1	-	3	1	3		2					16
Prestigiacomo, Simon	-	-		2	-	-	-	2		1	-	-	-	-		-	1	1	-		-	-	-	7
Richards, Guy	1	1	2	1	2					4											1	-	-	12
Rocca, Anthony	-	-	1	-	-	-	-	-	-	1	-	-	-	4	2	1	-	2	-	1	-	-	-	12
Rowe, Julian											-										1			1
Rusling, Sean														-						-	-	-	-	
Shaw, Heath		1	-	-	1	1	1	2	-	-	1	2	1	2	2	-	-	2	-	2	2	-	2	22
Shaw, Rhyce									-			-	2	1	-					3	1	-	3	10
Swan, Dane	1	6	4	4	3	3	-	3	5	-			2	1	3	3	1	2	2	-	2	1	-	46
Tarrant, Chris	-	-	-	1	-	1	-	-	-		-	-	-	-	1	-	-	-	-			-	-	3
Thomas, Dale	1	-	-	-	2	1	-	-	1		1	1		1	2	1		1					1	13
Wakelin, Shane	-		1			1	-	1		-	-		-	-	-	-				-		-		3
Totals	29	30	35	31	25	29	21	32	36	36	27	26	31	33	36	32	35	27	21	23	30	25	27	677
Opponent	AD	HW	KA	ES	PA	CA	WC	GE	WB	BL	ME	SY	RI	SK	FR	WC	HW	AD	ES	PA	CA	KA	WB	
