Player	R1	R2	R3	R4	R5	R6	R8	R9	R10	R11	R12	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	R24	QF	PF	GF	Tot
Ball, Luke	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-		-	-	-	-	1
Beams, Dayne	-	-	1	-	1			-	-	-							-	-	-	-	-	-	-	-		2
Blair, Jarryd	1	-	-	-	1	-	-	-	1		-	-	-	-	-	1	-	1	-	-	2	1	-	-	1	9
Brown, Leigh	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Buckley, Simon	2	-				-	-	-	-		-		-	-		-	-	-		1						3
Cloke, Travis	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	1	-	-	-	-	-	-	-	2
Davis, Leon			-	1	2	-	-	2	6	4	1	1	1	2	1	1	2	-	5		1		6	7	4	47
Dawes, Chris	-	-	-	-	-	-	-	-	-	-	-	-	-								-	-	-	-	-	
Dick, Brad					-	-	-																			
Didak, Alan	-	-	1	-	-	-	-	-	1	-	-	-						-	-	-	-	-	-	-	-	2
Fasolo, Alex											-		-	1	-	-	1	1	-	-	2	1	-		-	6
Goldsack, Tyson							-	-		-	-	-				-	-	-	-	-	2	-	-			2
Johnson, Ben	1	2	4	-	4	-									2	1	2	-	-		-	1	2	-	-	19
Jolly, Darren	-	-	-		-								-	-	-		-	-	-	-	-	-	-	-	-	
Keeffe, Lachlan														-	-	-	-			-						
Krakouer, Andrew	-	-	4	-		-	-	-	-	-	1	-	2	-	-	-	3	-	1		-	-	-	-	-	11
Lumumba, Heritier	2	5	3	2	3	-	2	4	1	-	3	1	2	1	1	3	1		-	-	1	5	2	3	3	48
Macaffer, Brent	-	-														-	-									
Maxwell, Nick			-	1	1	-		-	-	-	-	-	2	-	-	1	-	-	-				-	-	2	7
McCarthy, John								-	-	-	4	-			-	-				-						4
Pendlebury, Scott	-	5	1	-	-	-	-	1	2	-	1	-	4	-	-	-	-	-	1	-	1	2	2	1	1	22
Reid, Ben	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-		1	-	3
Rounds, Luke													-	-	-			-	-							
Shaw, Heath	7	3	4	3	7	2	-	7	3	5	-	3	10	1									4	-	5	64
Sidebottom, Steele	1	-	-	-	-	-	-	-	1	2	1	1	-	-	1	-	1	1	2	1	1	-	-	1	-	14
Sinclair, Ben																	-			-	1	2				3
Swan, Dane	1	1	-	-	-	-	-	-	1	-		3	-	4	-	2	5	-	2	1	4	2	1	4	2	33
Tarrant, Chris	1	-	-	-	-		-	2	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	3
Thomas, Dale	5	2	-	5	1	-	2	3	3	3		1	2	-	-	2		1	3	3	2			-	-	38
Toovey, Alan	1	-	-	-	2	-	-		1	-	1	1	2	-	3					-	-	1	1	-	-	13
Wellingham, Sharrod	-	1	-	-	-	-	-	-	-	-	-	-	-	1	-				-			-	2	-	-	4
Wood, Cameron				-		-	-	-	-	-	1	-				-		-			-	-				1
Young, Tom																				-	-					
Totals	22	19	18	12	22	2	5	19	20	14	13	11	26	10	9	11	15	5	14	6	18	15	20	17	18	361
Opponent	PA	NM	CA	RI	ES	WB	GE	AD	WC	SK	ME	SY	HW	NM	CA	GC	ES	PA	SK	BL	FR	GE	WC	HW	GE	
