Player	R1	R2	R3	R4	R5	R6	R8	R9	R10	R11	R12	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	R24	QF	PF	GF	Tot
Ball, Luke	-	2	2	3	4	2	4	1	8	3	2	3	2	4	-	4	4	2	1	1		7	4	3	4	70
Beams, Dayne	2	5	3	-	-			1	2	1							4	1	3	2	2	1	4	-		31
Blair, Jarryd	-	1	-	1	3	2	4	-	-		1	1	1	3	1	5	1	2	1	-	2	1	1	4	2	37
Brown, Leigh	3	5	3	3	1	1	3			3	3	1	3	5	2	3	4	2	2	3	-	2	1	1	6	60
Buckley, Simon	1	1				2	1	-	1		1		4	3		-	4	1		2						21
Cloke, Travis	6	6	-	3	-	2	5	2	2	4	4	-	4	1	4	3	5	4	2	5	2	3	2	1	-	70
Davis, Leon			1	-	5	2	3	-	3	5	4	4	1	1	2	1	2	4	9		-		3	7	3	60
Dawes, Chris	3	1	2	4	3	2	2	-	3	2	3	-	1								2	1	1	2	1	33
Dick, Brad					-	3	1																			4
Didak, Alan	3	1	2	3	4	1	5	1	2	5	4	1						-	2	4	3	5	1	-	2	49
Fasolo, Alex											2		1	1	-	-	1	-	4	3	2	2	-		-	16
Goldsack, Tyson							1	1		1	-	-				-	-	3	3	2	5	1	-			17
Johnson, Ben	4	2	3	-	1	-									-	6	1	-	3		2	2	3	2	2	31
Jolly, Darren	5	5	6		1								1	4	6		1	-	3	1	3	7	3	4	2	52
Keeffe, Lachlan														3	1	-	2			1						7
Krakouer, Andrew	1	-	2	3		2	2	4	2	-	3	2	1	5	4	1	2	3	4		2	1	3	3	1	51
Lumumba, Heritier	4	2	-	-	3	-	5	4	-	1	4	1	1	2	2	-	2		2	3	1	1	3	1	2	44
Macaffer, Brent	1	2														1	-									4
Maxwell, Nick			1	1	1	1		2	-	1	-	2	1	1	2	1	-	3	1				-	3	2	23
McCarthy, John								3	1	1	3	1			-	1				-						10
Pendlebury, Scott	4	3	3	1	3	1	1	2	2	-	-	3	3	-	1	4	2	1	6	1	-	-	2	1	1	45
Reid, Ben	-	1	2	2	1	2	3	2	2	4	1	1	1	4	1	2	1	1	1	3	1	1		2	2	41
Rounds, Luke													-	1	3			2	3							9
Shaw, Heath	3	1	3	2	4	5	2	3	2	5	2	1	3	2									2	5	-	45
Sidebottom, Steele	4	4	1	-	2	3	3	1	1	1	2	2	5	2	2	-	3	3	3	-	3	2	2	1	1	51
Sinclair, Ben																	2			2	-	-				4
Swan, Dane	5	3	6	1	2	3	4	3	3	-		3	6	5	2	3	1	4	1	4	2	4	5	7	1	78
Tarrant, Chris	1	1	-	1	2		1	1	2	1	-	1	-	1	-	2	2	2	6	-		-	2	-	-	26
Thomas, Dale	5	4	6	1	3	5	4	-	2	5		3	2	3	3	1		1	3	5	4			8	3	71
Toovey, Alan	-	3	-	-	1	1	1		3	-	2	1	2	-	4					-	4	3	-	1	4	30
Wellingham, Sharrod	2	2	2	2	1	2	2	3	4	4	6	2	-	2	4				-			3	3	3	3	50
Wood, Cameron				3		-	2	-	3	1	1	2				2		3			2	2				21
Young, Tom																				3	-					3
Totals	57	55	48	34	45	42	59	34	48	48	48	35	43	53	44	40	44	42	63	45	42	49	45	59	42	1164
Opponent	PA	NM	CA	RI	ES	WB	GE	AD	WC	SK	ME	SY	HW	NM	CA	GC	ES	PA	SK	BL	FR	GE	WC	HW	GE	
