Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Armstrong, Steven	-	-	-	-	-	2	-		-				-		-				1	-					3
Braun, Michael	-	-	2	-	-	2	2	2	-	1	-	-	-	-	-	-	1	-	-	-	-	2	1	-	13
Brown, Mitch	1	-					-			-	-														1
Chick, Daniel	-	1	-	-	-	-	2	-		1	-	-		-	2	1	1	1				-	-	-	9
Cousins, Ben																-	5	-	2		8	2	-		17
Cox, Dean			-	2	1	1		2	-	2	2	2	-	2	-	-	-	-	-	1	-	1	-	-	16
Embley, Andrew		1	3	-	9								-	-	-	3	1	-	-				-	5	22
Fletcher, Chad								4	-	-	-		1	1						2	2	6		2	18
Glass, Darren	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	1	1	-	-	-	1	-	-	4
Graham, Jaymie	-	2										1	1	-											4
Hansen, Ashley			-	-	-	-	-	1	-							2	-	-	2	-	-			-	5
Hunter, Adam	-	-	-	1	-	1	-	-	-	-	-	-	-	1	2	-	-	3	-	-	1	-	-	-	9
Hurn, Shannon	-	-	-	2	1	1	2	1	-	1	-	-	2	1	3	-	1	-	2	-	-	5	-	-	22
Jones, Brett	-	2	-	-	1	-	2	1	-	1	5	1	4	1	1	-	1	1	4	3	3	3	-	1	35
Jones, Chad													-	-	-							-			
Jones, Rowan	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	5		-	-	-	-	-	7
Judd, Chris	-	-	2	-	-	1	1	1	-	-	1			1	-	-	-	-	-		-		-		7
Kerr, Daniel	4	1	-	3	4	3	1	5			-	2	7	2		3	6	4	6	3					54
LeCras, Mark	-					-	-		-	-	-	-	-	-	-	-	1	-	-	-	1	-	-	-	2
Lynch, Quinten	-	-	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	4
Mackenzie, Eric															-										
McKinley, Ben															-										
McNamara, Jamie																					-			-	
Morton, Mitch								1	-	1	-	-			1					-		3			6
Nicoski, Mark												-	-									-	-	-	
Priddis, Matt	-	-	-	-	1	1	3	1	4	4	2	1	1	1	-	-	-	-	-	3	2	-	1	-	25
Rosa, Matt	-	-	-	-	-	-	2	1	2	3	3	2	-	2	-	-			1	-	3	6	1	1	27
Schofield, Will																	-		-	1					1
Seaby, Mark	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	2	-	-	-	-	-	-	3
Selwood, Adam	2	3	-	2	3	-	-	3	1	1	2	-	-	2	1	-	-	-	1	2	2		-	3	28
Staker, Brent	-	-	1	-	-	-	1	1	-	-	-	-				-	-	-	-	-	-	-	-	-	3
Stenglein, Tyson	-	-	-	-	-	-	-	-	-	2	-	2				-	-	-	-	-	3	2	3	-	12
Waters, Beau	-	-	-	-	-	-	-	1	-	-		-	2	1	1	1	1	-			4	3	-		14
Wirrpanda, David	3	-	2	-	-	-	1	-	-	-	-	-	-	-				4	-	2	-	1	1	1	15
Totals	10	10	11	10	20	12	17	25	8	17	17	11	19	15	12	10	19	21	19	17	29	37	7	13	386
Opponent	SY	CW	FR	CA	RI	WB	GE	ME	HW	KA	ES	SK	AD	BL	PA	SY	WB	FR	KA	RI	SK	ES	PA	CW	
