Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Ablett, Gary	1	1	1	3	2	1			-	2	2	-	2	2		2	1	2	-	1	-	1	-	2	1	27
Bartel, Jimmy	-	-	-	-	1	-	1	3	1	-	-	-	2	-	-		-	1	-	-	-	-	3	-	-	12
Blake, Mark	1	-	-	1	-	-	-	-	-	-	-	-	-	-	1					-	-	-	-	-	-	3
Byrnes, Shannon			1	1	2	-	1	3		2	2	5	4	-	1	1	-	-	-	3	2	1	-	2	1	32
Chapman, Paul	1	2	4	1	-	1	-		3		3	1	2	1	-	1	1	6			-		2	5	3	37
Corey, Joel	-	1	-	-	-	-	-	-	-			-	1	1	-	-	1	-	-	1	-	1	-	1	-	7
Djerrkura, Nathan										-	-				-											
Enright, Corey	1	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	1	-	-	4
Gamble, Ryan	2	1							1		1	1			1						1	2				10
Gillies, Tom															-	-		-	-	-	-					
Harley, Tom							-	-	-	-			-	-	-			-	1	-		-	-	-	-	1
Hawkins, Tom		2	2	-	3	1	3	1	-	-	3	2	1	-	1	1	2	-	-	2	3	3	-	2	2	34
Hogan, Simon		-												-	1	2	1	-	1	-		2	-			7
Johnson, David					-	-			-	-		-	-							-	-					
Johnson, Steve	2	4	3	3	1	4	4	-	5	6	1	3	1					1	-	1				1	-	40
Kelly, James	-	-	-	-	-	-	1	-	-	-	-	-	1	-								-	-	-	-	2
Laidler, Jeremy															-											
Ling, Cameron	-	-	-	-			-	1	-	2	-	-	1	-		-	1	-	1	-	-	-	1	-	-	7
Lonergan, Tom	1			-				-			-				-	-	-		-	1						2
Mackie, Andrew	1	-	-	1	-	-	-	2	-	-	-	-	-	1		2	-	-	-	-	-	-	1	-	-	8
Milburn, Darren	-	-	-		-	-	-	-		-	-	-	1	2		-	-	-	-		-	-	-	-	-	3
Mooney, Cameron	2	1	1	2	3	3	3	2		4	1	-	1	2	1	-	2	2	2	3	4	2	2	1	2	46
Mumford, Shane				1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	1					3
Ottens, Brad	-	-																				-	1	1	-	2
Rooke, Max	2	1	1	2	2	2	1	1	1	1		-	-	1	2	-	3	-	1		-	1		-	2	24
Scarlett, Matthew	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-			-	-	-	-	-	-	
Selwood, Joel	-	-	-	1	-	-	-	-	1	2	-	-	-	1	-	1	1	1	-	1	1	-	-	-	1	11
Stokes, Mathew	-		2	2	3	1	3	2	4		1			1	-	3	1	1	2	-	1	-	2			29
Taylor, Harry	-	-	-	-	-	-	-	-	-	-		-	-	-	-	1	-			-	1	-	1	-	-	3
Tenace, Kane															-	1	-	-	-							1
Varcoe, Travis	1	1	2	3	1	2	-	2	1	1	1	-	1	1		2	1	-	-	-			-	2	-	22
West, Trent			-																							
Wojcinski, David	-	-	1	-	-	-	-	1	-	-	-				-	-	-	-	-		-	1	-	-	-	3
Totals	15	15	18	21	18	15	17	18	17	20	15	13	18	13	9	17	15	14	8	13	14	14	14	17	12	380
Opponent	HW	RI	CW	AD	BL	ME	SY	NM	WB	ES	WC	FR	PA	SK	BL	ME	HW	AD	CA	SY	WB	FR	WB	CW	SK	
