Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Ablett, Gary	2	2	3	3	-	2			3	-	1	1	3	1		3	-	1	1	1	-	1	4	4	-	36
Bartel, Jimmy	-	-	-	-	-	-	-	-	2	-	-	1	-	1	-		-	-	-	-	-	-	-	-	-	4
Blake, Mark	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-					-	-	-	-	-	-	1
Byrnes, Shannon			1	-	-	2	1	-		3	3	-	-	-	1	-	4	1	2	-	-	-	4	-	2	24
Chapman, Paul	1	1	-	1	-	2	-		1		4	-	-	-	2	-	-	1			-		-	-	-	13
Corey, Joel	1	-	-	1	-	-	-	-	1			1	-	1	-	1	-	-	-	5	-	-	1	1	-	13
Djerrkura, Nathan										1	-				-											1
Enright, Corey	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	1	-	1	-	-	-	-	4
Gamble, Ryan	-	-							-		-	-			-						-	-				
Gillies, Tom															-	-		-	5	1	1					7
Harley, Tom							-	1	-	-			-	-	-			-	-	-		-	-	-	-	1
Hawkins, Tom		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Hogan, Simon		-												1	1	-	-	-	-	-		-	1			3
Johnson, David					-	1			-	-		1	-							-	-					2
Johnson, Steve	1	-	-	-	-	-	-	-	-	-	-	-	-					-	-	-				1	-	2
Kelly, James	-	-	1	-	-	-	1	3	-	-	-	1	-	-								1	1	-	-	8
Laidler, Jeremy															-											
Ling, Cameron	-	-	-	-			-	-	-	-	-	1	-	-		-	-	-	-	-	-	-	-	-	-	1
Lonergan, Tom	-			-				1			-				-	-	-		-	1						2
Mackie, Andrew	-	1	2	-	-	-	-	1	-	2	1	-	-	-		-	1	-	-	1	1	-	-	-	-	10
Milburn, Darren	-	4	1		1	1	1	-		6	-	3	1	-		-	1	1	1		1	-	3	-	-	25
Mooney, Cameron	-	-	-	-	-	2	-	-		-	-	-	-	-	1	-	-	-	-	-	-	-	1	1	-	5
Mumford, Shane				-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-					1
Ottens, Brad	-	-																				-	-	-	-	
Rooke, Max	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	1		-	-		-	-	1
Scarlett, Matthew	1	1	-	-	-	1	1	1	2	1	-	-	1	-		1	-			2	2	-	-	2	-	16
Selwood, Joel	-	-	1	1	-	-	3	2	-	1	1	-	-	-	-	1	-	-	1	1	1	-	1	-	-	14
Stokes, Mathew	-		1	-	-	-	-	-	-		-			-	-	1	-	-	-	-	-	-	-			2
Taylor, Harry	1	-	-	-	-	1	-	6	2	2		-	-	-	-	-	-			-	-	1	2	-	-	15
Tenace, Kane															-	-	-	-	-							
Varcoe, Travis	-	-	-	-	-	-	-	4	-	1	2	4	2	1		1	-	2	1	1			-	2	1	22
West, Trent			-																							
Wojcinski, David	1	3	-	1	1	5	2	6	3	1	3				5	2	2	3	2		4	1	3	-	-	48
Totals	8	12	10	7	2	17	10	26	14	18	17	13	7	5	10	10	8	9	15	13	11	4	21	11	3	281
Opponent	HW	RI	CW	AD	BL	ME	SY	NM	WB	ES	WC	FR	PA	SK	BL	ME	HW	AD	CA	SY	WB	FR	WB	CW	SK	
