Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Ablett, Gary	-	-	2	-	2	-		-	-	-	1	1	1	1	2				1	1	-	-	-	-	-	12
Bartel, Jimmy	-	1	1	-	-	-	1	-	-	1	-	-	-	-	3	1	-	2	-	1	-	1	2	1	-	15
Blake, Mark	-	2	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	1	1	1	1	-	1	-	9
Byrnes, Shannon	1	1	-							4	2								1	1	1	-				11
Chapman, Paul	-	1	-	1	4	2	-	3			-	1	1	4	1	1	2				3	-	-		1	25
Corey, Joel	-	2	-	-	-	-	-	-	-	-	-	-	1	2	-	-	-	-	-	-	-	1	-	2	-	8
Enright, Corey	-	-	-	-	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	1	-	-	-	3
Gamble, Ryan	1	4		3		1	4	5	2							3	3	4	3	1		-				34
Harley, Tom	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Hawkins, Tom	5	2	3	3	3	3	1	1	2	1																24
Hunt, Josh	-	-	-	2	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
Johnson, David																	-									
Johnson, Steve	3	3	2	3	4	3	3	-	-	4	2	4	4	2	1	4	2	2	1	1	2	5	1	1	-	57
Kelly, James	-	2	-	1	1	-	1	2	-	1	-	-	1	1		1	3	-	-	-				1	-	15
Ling, Cameron	1	1	1	-	-	-	-	1	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	4
Lonergan, Tom										2	2	1	3	4	4	3	-	4	5	1	3	3	4	1	5	45
Mackie, Andrew	-				-	-	-	-	-	2	-	1	1	2	1	-	2	2	2	1	-		-	-	-	14
Milburn, Darren	-	-	1	-	-	1	2	-	-	3	-	-	-	-	-	-		1			-	-	-	-	1	9
Mooney, Cameron	4	6	6	6	6	3	5	5	1		5	7	5	2	1	5	3	3	4	5	6	3	5	3	4	103
Mumford, Shane						-	-	-																		
Ottens, Brad										1	-	1	1	1	2	2	1	-	-	3	2	2	2	1	-	19
Prismall, Brent					-						-	1	-			-	-	-	-	-	-	-	-			1
Rooke, Max			-	-	-		1	-		1	1	1	2	-	-	-	1	1	-	-	1		2	1	1	13
Scarlett, Matthew	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-		-	-	-	-	-	
Selwood, Joel	-	-	-	1	1	-	1	1	-	-		-	-	1	1	1	-	1	-	-	-	-	-	1	1	10
Stokes, Mathew	3	3	1	1	4	-	-		1	3	1	2		3	1	3	2	4	-	1		2	1	2	-	38
Taylor, Harry		-	-	-		-	-	-	-	-		-	-		-	-	-	-	-	-	-	-	-	-	-	
Tenace, Kane	-																									
Varcoe, Travis									-	-	1	2	-	1	-	-	-	1		-	1	1	-	1	-	8
West, Trent	-	1	-	-	-				-																	1
Wojcinski, David		-	-	-	1	-	-	-	1	-	-		-	-	-									-		2
Totals	18	29	17	21	27	13	19	18	7	23	15	22	21	25	18	24	19	25	18	17	20	20	17	16	13	482
Opponent	PA	ES	ME	SK	SY	FR	BL	RI	CW	CA	NM	PA	WC	AD	FR	WB	HW	RI	ME	SY	NM	WC	SK	WB	HW	
