Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	Tot
Alvey, Mark										-					-										
Brown, Nathan						-	-	-	-	-	-	-	-	1	-								-	1	2
Cameron, Leon	-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	2	-	-	-	-	2
Contessa, Adam							-																		
Cook, James		-	-	-	-									-	-	-	-			-	-	-			
Cox, Simon					1	-		-	1	-		-						2	1						5
Croft, Matthew	-	-	-	-	-	-	-	-	-	-	1	-	-	1	-	1	-	1	-	-	-	-	-	2	6
Curley, Todd	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	2
Darcy, Luke	14	11	14	3	4	15	18	3	2	8	4	2	1	5	12	14	5	3	19	1	1	6	1	6	172
Dent, Matthew	-	-	-	-	-	-	-	-	-				-	-	-	-	-	-	-	-	-	-	-	-	
Dimattina, Paul	-	-	-	-	-						-	-	-	-	-	-	-	-	-		-	-			
Dooley, Paul	2																								2
Ellis, Craig		-	-	-	-	-	-				-					-	-		-	1					1
Garlick, Simon	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Grant, Chris	-	1	1	2			-	-	1	-	-	-	-	1	-	-	-	3	-	4	-	2	-	1	16
Hudson, Paul	-	-	-	-	-	-	2	-	-	-	-	-	1	-	-	-	-		-	-	-	-	-	-	3
Johnson, Brad	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	1
Kolyniuk, Steven	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Kretiuk, Steven	-	-	-	1		-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Lane, Tyson																-	-	-	-	-					
Liberatore, Tony	-	-	-	-	-																-	-	-	-	
Martin, Michael	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Minton-Connell, Simon	-					-		-	-					-	-								-	-	
Montgomery, Brett	-				1	1	-	1	1	-	1	-	1	-	-	1	-	-	-	-	1	-	-	-	8
Powell, Stephen										-	-	-	-					-	-						
Romero, Jose	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	
Sir, Sedat										-															
Smith, Rohan	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	1
Southern, Daniel	-	-	-	-	1	2	-	1	-	-	-	-	-	2	1										7
Watts, Jason																		-							
West, Mark																				-	-	-	-	-	
West, Scott	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Wira, Brad	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Wynd, Scott		4	6	23	6	16	8	21	31	30	23	28	26	17	23	13	21	25		17	11	21	21	19	410
Totals	16	16	21	29	13	35	28	26	36	38	29	30	30	27	36	29	27	34	20	26	13	29	22	29	639
Opponent	BL	CA	CW	GE	SY	ES	NM	HW	RI	WC	AD	FR	PA	SK	ME	BL	CA	CW	GE	SY	ES	NM	WC	AD	
