Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Anthony, John			-											-	-	-	-	-	-	-	-	-	-	-	
Brown, Nathan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	
Bryan, Chris								-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	1
Burns, Scott		-	-				-	-	-	-	2	-	-	-	-	-	-	-	-	-	-				2
Clarke, Martin	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Cloke, Travis	-	-	-	-	-	1	-	-	2	-	-	-		-	-	-	-	-	-	1	1	-	-	-	5
Cook, Ryan						-	-				-								-	-	-	-	-	-	
Cox, Shannon										-	-										-	-	-	-	
Davis, Leon	-	-	-	-	-	-	-	-	-	2	-	-		-	-		-	-	2	2	-	-	-	-	6
Dawes, Chris																			-	-	-	-	-	-	
Didak, Alan	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-							3
Egan, Chris	-	-																							
Fraser, Josh	-	-	-	-	2	-	-		-	-	-	-						-	-	-	-	-	-	-	2
Goldsack, Tyson	-	-			-	-	-						-	-	-	-		-	-	-	-	-	-	-	
Holland, Brodie					-																				
Johnson, Ben		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-								
Lockyer, Tarkyn	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	3
Lonie, Ryan																		-							
Lumumba, Heritier	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	1
Maxwell, Nick	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
McCarthy, John																			-	-	-	-	-	-	
Medhurst, Paul	-	-	2	-	3	3	-	-	-	-	-	1	-	-	3	-	-	-	-	-	-	-	-	-	12
OBree, Shane	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-		-	-	-	-	-	1
Pendlebury, Scott	-	-	-	-	-	2	-	-	-	-		-	-	-	-	2	-	-	-	-	3	-	-	-	7
Prestigiacomo, Simon																						-	-		
Reid, Ben					-							-	-												
Rocca, Anthony	3	-	-	-	-			-	-				-												3
Rusling, Sean	-																								
Shaw, Heath	-	-	3	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-							5
Shaw, Rhyce	-	-	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-					-	-	-	2
Stanley, Danny				-																		-			
Swan, Dane	1	1	-	-	-	-	-	2	-	3	-	-	-	3	-	-	-	-	-	-	2	-	-	-	12
Thomas, Dale	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	
Toovey, Alan			-	-									-					-	-	-	-				
Wakelin, Shane	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-		-	-	-			-	
Wellingham, Sharrod						-		-	-	-	-	-	-			-	-	-	-		-				
Wood, Cameron	-	-	-	-	-	-	-	-					-	-	-	-	-								
Totals	4	1	6	0	5	6	0	2	6	5	5	1	2	4	4	2	0	0	3	3	6	0	0	0	65
Opponent	FR	BL	RI	CA	NM	ES	HW	SK	GE	WC	ME	CA	WB	SY	AD	NM	ES	HW	SK	PA	SY	FR	AD	SK	
