Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Allison, Brett	-	-	1	1	-	-	2	1	-	-		2	-	1	2	-	1	2	-	-	-	-	-	-	-	13
Anderson, Stuart	1	-	1			-	-	-	-	1	3	-	1	-		-	-	-	-	-	1			1	-	9
Archer, Glenn	2	3	-	2	-	4	-	1	3	1	3	1	-	1		1	2	1	1		1	2	1			30
Bell, Peter	1	1	1	-	-	1	-	-	-	-	-	3	-	1	1	-	-	-	-	-	2	-	-	1	2	14
Blakey, John	-	-	-	-	-	-	1	1	-	-	-	-	2	2	2		2	-	-	-	1	-	1	-	-	12
Carey, Wayne	-												5	1	1	-	2	-	-	1	-	2	2	3	1	18
Chandler, Brett	-	2	1	1	2	1	1	-	-	-	1	-	1	1		2	2	-	2	2	-	2	2	1	-	24
Crocker, Darren	1	2													1	-	-	-					1	-	2	7
Daniltchenko, Jason	2	1																							1	4
Freeborn, Glenn	1	-	-	1	2	-	1	-	1	2	-			-	-	1	-						-	-	1	10
Groom, Chris																				-	1					1
Harvey, Brent					-	-		1	1	3	-	-	-	-	-			-	-	-	1	-		-	-	6
Hewitt, Evan													-													
King, David	1	-	-	1	1	-	3	-	1	-	2	-	-	-	-	-	1			1	1	-	-	1	4	17
Kirzner, Julian								1	-	1																2
Laidley, Dean	-	1	-	1	-					1	-	-	-								1	-				4
Longmire, John	2	1	3	2	-	1	1	2	1	-	-	2	1	2	1	2	2	-	1	1	3	3	3	2	1	37
Martyn, Mick	-	3	-	1	-	-	-	-	-	-	-	2	-	1	3	-	3	1	1	-	2	-	-	-	4	21
McKernan, Corey	-	1	2	3	2	1	1	2	1	-	2	1		1	9	3	6	4	3			-	4	2	-	48
Mellington, Anthony				-	1	-	-	1	-				2	1	-	1			-	1	-	-				7
Pickett, Byron															-											
Pike, Martin	1	3	-	-	-	-	1	2	1	-	-	-		-	-	-	1	1	-	1	-	-	1	3	-	15
Roberts, Mark	-	1	-	1			2	-	1	-	-	1	1	1	1	1	2	-	-	1		-	-	-	-	13
Rock, Anthony	-	-	-	2	1	1	-	1	1	1	-	1	-	-	2	1		-	-	-			-	-	1	12
Schwass, Wayne			1	1	-	2	-	2	2		-	1	1	-	3	-	2	2	1	-	2	-	3			23
Scott, Robert	2	2	1	1	2	1	1	1	-	2	1	-	1	-	2	-	-	-	1	4	-	-	-	-	-	22
Sholl, Craig	-	1	-	2	-	1	1	1	1	2	-	-	-	-	1	-	2	1	-	-	-	-	1	2	1	17
Simpson, Adam			-	2	1	-	-			-	-	2			1	2	-	1	1	-	-	2	2	-	-	14
Stevens, Anthony	1	1	-	-	-	1	1	1	-	-	2	3	2	-	2	2	1	1	1	3	-	-	1	1	1	25
Stevens, Danny																	2	1	-	-	1	2	1	1		8
Stevens, Mark		-	-	1	-	-																				1
Welsh, Scott							1																			1
Wynd, Paul											-	2	-													2
Totals	15	23	11	23	12	14	17	18	14	14	14	21	17	13	32	16	31	15	12	15	17	13	23	18	19	437
Opponent	ME	CA	ES	BL	RI	HW	CW	PA	WB	WC	FR	AD	SY	SK	GE	ME	CA	ES	BL	RI	HW	CW	GE	WC	SK	
