Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Bishop, Matthew	2	2	2	1	-	2	1	-	-				-	3	1	2	-	1	-	-	2	2	1	-	-	22
Brogan, Dean		-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-		1	-	-	-	2
Burgoyne, Peter	1			5	-	1	3	1	1	-	5	3	2	1	4	6				7	4	4	-	-	-	48
Burgoyne, Shaun	2	1	-	-	-	-	-	-	-	-	-	2	-	-	1	-	-	-	-	-	1	-	-	-	-	7
Carr, Josh			2	1	3	1	1	-	-	2	2	1	-	1	2	2	-	-	3	-	1	1	1	-	-	24
Cassisi, Domenic	-	-	-								-	-	-	-	-	-	-	-	-							
Cochrane, Stuart	-	-	-	-	-	-	-	-	-	-	1	1	-	-			-		-	-	-	-	-	-	-	2
Cockatoo-Collins, Che		2				-	-	2	2	-		-				-	-	-	-	-	-	-		1	-	7
Cornes, Chad	1	-	-	-	-	1	-	-			-	-	2	-	1	1	1	-	-	-	-		-	-	2	9
Cornes, Kane	-	-	-	-	-	-	-	1	-	1	3	5	-				1	-	-	-	1	-	-	-	-	12
Dew, Stuart	-	1											-	-	4	-	-	-	-	-	-	1	-	-	3	9
Francou, Josh	-	-																								
Guerra, Brent	-	-	-	-	-			-	-	-						-	-	-	-		-		-			
Hall, Christopher			-															-								
Hardwick, Damien	-		-	-	-	-	-	1	1			1	-	-	1			-	-	-	2	-	-	-	-	6
James, Roger		-	-	-	6	4	2	3	-	-	-			-	5	1	-	1	3	3						28
Kingsley, Adam						-	3	3	2	3	-	2	-									3	1	-	-	17
Lade, Brendon	-			-	-	-		-	-	-	3	-	-		-			-	2	-	-	-	2	-	-	7
Montgomery, Brett	3	1	2	2					-	-	1	1	-	1	4	-	-			-	-	1	-	-	-	16
Morgan, Adam																			-							
Paxman, Stephen	-	-	-	2	-	-	-	-	-	-	-	-	-	-	1	-	-	-	3	-	1	-	-	-	1	8
Pickett, Byron	4	-	1	-	-	-	2	-	-	-	1	-	-	-	6	1	5	2	5	-	1	2	1	-	-	31
Poulton, Jared		-	-	-	-					-	-	-	-	1	-	-	-	1	6		-					8
Primus, Matthew	-	-	-				-							-	-	-	-	-								
Salopek, Steven	-	-	-	-							-	-			-	-		-								
Schofield, Jarrad			-	1	4	-	1	1	1	1	1	-	-	1	1	3	3	3	2	1	-	1	1	-	-	26
Stevens, Nick	-	6	3	2	2	1	2	-	-	7	1	2	-	-	2	-	1			1	3	2	3	-	2	40
Thurstans, Toby	-	-	-	-	-	-	-			-											1	1				2
Tredrea, Warren	1	-			-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	3
Wakelin, Darryl	-			3	-	-	-	-	-	1	1	-	-	-	-	-	-			-		1	-	-	-	6
Wanganeen, Gavin	2	4	1	7	1	6	1	1	6	1	3	3	-	3	3	3	4	1	6	3	3	1	-	1	1	65
Wilson, Michael					-	-	-	-	-	-	-			1					-	-	2	-	-	-	3	6
Totals	16	17	11	24	16	16	17	13	14	16	22	21	4	12	36	19	15	9	30	15	22	21	10	3	12	411
Opponent	WC	BL	HW	CA	AD	RI	ME	KA	ES	CW	FR	SK	SY	GE	WB	WC	BL	HW	CA	ME	RI	AD	SY	ES	CW	
