Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Bishop, Matthew	-	-	-	-	1	-	-	1	-				-	1	-	1	1	-	-	-	-	-	2	-	-	7
Brogan, Dean		-	1	3	1	1	1	-	1	-	-	3	-	1	1	3	1	2	4	2		1	2	2	-	30
Burgoyne, Peter	-			-	1	-	-	-	1	-	-	-	-	-	1	1				-	-	-	1	-	1	6
Burgoyne, Shaun	-	1	2	2	2	-	-	-	1	-	-	-	-	2	-	-	-	-	-	1	-	-	-	-	-	11
Carr, Josh			1	2	2	1	1	-	-	1	1	-	1	2	2	1	-	-	1	-	-	2	1	5	-	24
Cassisi, Domenic	1	-	1								-	-	1	-	1	1	-	1	-							6
Cochrane, Stuart	-	1	1	2	-	-	-	1	1	-	-	-	-	-			-		1	-	1	-	-	1	2	11
Cockatoo-Collins, Che		-				-	2	1	3	1		-				-	-	-	-	-	-	2		2	1	12
Cornes, Chad	1	1	-	1	-	1	-	-			-	-	1	-	1	2	1	1	1	-	2		-	-	1	14
Cornes, Kane	-	-	1	-	-	-	1	-	-	-	-	-	-				-	-	1	1	1	-	2	-	1	8
Dew, Stuart	-	1											1	2	-	-	-	-	-	1	-	1	-	1	-	7
Francou, Josh	-	-																								
Guerra, Brent	2	-	1	1	-			1	-	-						3	1	1	-		3		-			13
Hall, Christopher			-															-								
Hardwick, Damien	2		1	1	2	1	1	1	-			-	2	-	1			-	1	-	-	2	2	1	2	20
James, Roger		1	1	1	1	-	-	-	1	-	-			-	1	1	1	-	5	-						13
Kingsley, Adam						-	-	1	-	3	1	-	1									1	-	-	1	8
Lade, Brendon	-			1	-	-		3	2	1	1	-	2		3			-	2	-	5	3	3	1	1	28
Montgomery, Brett	1	2	-	1					-	-	2	-	-	2	-	-	1			2	2	-	-	1	-	14
Morgan, Adam																			-							
Paxman, Stephen	-	1	1	2	-	2	-	-	-	1	1	-	-	-	-	-	-	-	2	-	-	-	1	1	1	13
Pickett, Byron	2	2	1	-	-	-	1	1	1	-	-	-	2	-	1	3	1	2	3	-	-	-	-	2	-	22
Poulton, Jared		1	1	-	-					-	-	1	1	-	-	-	-	-	2		-					6
Primus, Matthew	-	5	-				-							-	-	2	1	-								8
Salopek, Steven	-	1	1	1							-	-			-	-		-								3
Schofield, Jarrad			-	1	1	2	-	-	-	3	-	1	1	3	-	-	-	-	-	2	1	-	1	1	1	18
Stevens, Nick	1	1	1	3	-	-	2	2	1	-	1	-	-	-	-	1	-			-	-	1	1	1	1	17
Thurstans, Toby	1	1	3	1	-	-	1			-											2	-				9
Tredrea, Warren	3	-			-	2	1	1	-	1	1	-	2	1	2	3	1	1	-	-	1	-	1	2	-	23
Wakelin, Darryl	-			-	-	-	1	1	1	2	1	-	1	1	1	-	2			1		2	1	2	1	18
Wanganeen, Gavin	2	1	1	-	1	2	3	2	-	1	2	-	4	1	-	-	-	1	2	1	1	3	1	2	-	31
Wilson, Michael					-	-	-	-	-	1	-			1					-	1	-	1	-	1	2	7
Totals	16	20	19	23	12	12	15	16	13	15	11	5	20	17	15	22	11	9	25	12	19	19	19	26	16	407
Opponent	WC	BL	HW	CA	AD	RI	ME	KA	ES	CW	FR	SK	SY	GE	WB	WC	BL	HW	CA	ME	RI	AD	SY	ES	CW	
