Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Bishop, Matthew	3	3	3	4	4	6	5	3	3				2	6	5	3	1	3	5	1	1	1	3	4	3	72
Brogan, Dean		-	1	-	6	-	1	-	-	1	-	1	-	-	-	1	1	1	-	-		1	-	1	-	15
Burgoyne, Peter	3			1	1	1	1	2	1	-	4	1	2	2	3	2				8	4	3	1	2	2	44
Burgoyne, Shaun	1	-	-	-	1	-	-	-	1	1	-	5	-	-	-	-	1	-	3	2	-	-	-	-	2	17
Carr, Josh			1	1	2	1	2	-	-	1	-	1	1	2	-	5	1	1	1	1	-	1	2	1	2	27
Cassisi, Domenic	2	-	1								1	-	-	-	-	1	-	-	-							5
Cochrane, Stuart	1	1	-	-	1	-	-	1	1	-	-	2	-	-			-		-	-	-	-	2	1	-	10
Cockatoo-Collins, Che		1				1	-	1	1	-		-				-	-	-	-	-	-	1		-	2	7
Cornes, Chad	1	-	-	-	-	-	2	-			-	-	-	-	-	1	2	-	-	-	5		-	-	4	15
Cornes, Kane	2	2	2	-	1	-	4	-	2	1	-	2	1				1	-	-	-	-	-	-	2	-	20
Dew, Stuart	1	3											-	-	-	1	-	-	-	-	-	1	1	1	3	11
Francou, Josh	1	-																								1
Guerra, Brent	-	-	-	-	-			-	-	-						1	1	1	2		1		-			6
Hall, Christopher			-															-								
Hardwick, Damien	3		3	7	2	3	2	3	-			3	3	-	6			1	2	1	-	4	1	2	2	48
James, Roger		1	-	1	1	2	2	3	-	3	1			1	1	1	3	-	2	4						26
Kingsley, Adam						1	4	4	-	5	5	3	4									1	2	-	1	30
Lade, Brendon	-			1	-	-		3	-	-	1	1	-		-			-	-	-	1	2	-	2	1	12
Montgomery, Brett	3	1	-	4					5	1	1	1	4	1	4	1	3			4	1	1	-	2	1	38
Morgan, Adam																			2							2
Paxman, Stephen	1	6	2	6	-	5	4	1	1	5	3	1	-	-	4	3	3	1	4	-	-	5	2	7	2	66
Pickett, Byron	1	-	-	-	-	-	1	-	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	1	1	6
Poulton, Jared		6	4	2	3					4	-	2	1	1	-	1	1	5	2		-					32
Primus, Matthew	3	1	1				-							-	-	-	-	-								5
Salopek, Steven	1	1	-	-							-	-			-	2		-								4
Schofield, Jarrad			-	2	3	1	1	2	-	2	-	2	4	1	4	2	3	4	-	3	2	2	-	3	1	42
Stevens, Nick	-	3	1	3	3	2	2	3	4	2	1	5	1	3	1	4	1			1	-	-	2	1	5	48
Thurstans, Toby	4	-	-	-	-	-	-			4											-	-				8
Tredrea, Warren	-	-			-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Wakelin, Darryl	1			4	2	-	1	2	-	2	1	2	4	2	3	1	1			1		3	2	4	1	37
Wanganeen, Gavin	6	3	4	1	3	4	3	4	3	1	6	-	1	1	6	3	7	5	7	4	2	3	1	5	3	86
Wilson, Michael					3	-	4	3	1	3	-			-					1	4	5	4	2	2	3	35
Totals	38	32	23	37	36	28	39	35	24	36	24	32	28	20	38	33	30	22	31	34	22	33	21	41	39	776
Opponent	WC	BL	HW	CA	AD	RI	ME	KA	ES	CW	FR	SK	SY	GE	WB	WC	BL	HW	CA	ME	RI	AD	SY	ES	CW	
