Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Bishop, Matthew	-	-	-	-	-	-	-	-	-				-	-	-	-	-	-	-	-	-	-	-	-	-	
Brogan, Dean		1	-	-	-	-	-	-	2	1	-	-	-	-	-	1	-	-	-	-		-	-	-	-	5
Burgoyne, Peter	2			3	3	-	3	-	1	2	2	2	1	-	-	-				-	-	-	1	1	1	22
Burgoyne, Shaun	1	3	5	3	3	4	2	4	2	-	1	-	1	1	-	2	1	-	1	1	-	2	-	2	-	39
Carr, Josh			-	-	-	1	1	-	1	-	-	2	1	-	-	2	4	1	-	1	-	-	1	1	-	16
Cassisi, Domenic	-	-	-								-	-	-	-	-	-	-	-	1							1
Cochrane, Stuart	-	-	1	-	-	-	1	-	-	-	-	-	-	-			-		-	-	1	-	-	-	-	3
Cockatoo-Collins, Che		1				-	2	1	3	3		1				2	2	-	2	1	1	-		-	1	20
Cornes, Chad	-	2	3	1	3	1	2	2			-	2	1	-	1	-	2	2	2	2	1		1	1	-	29
Cornes, Kane	2	-	1	2	1	-	-	-	-	1	1	-	1				-	-	2	-	-	-	1	-	-	12
Dew, Stuart	1	1											1	1	-	2	2	2	2	2	3	2	-	2	2	23
Francou, Josh	-	-																								
Guerra, Brent	1	-	1	1	-			1	-	-						-	-	-	-		1		1			6
Hall, Christopher			-															-								
Hardwick, Damien	-		-	-	-	-	-	-	-			-	-	-	-			-	-	-	-	-	-	-	-	
James, Roger		1	1	1	1	-	-	-	1	-	1			-	1	-	2	-	1	2						12
Kingsley, Adam						-	-	-	-	-	-	-	-									1	-	-	-	1
Lade, Brendon	-			1	-	1		-	1	-	-	-	2		1			-	-	1	-	-	5	-	-	12
Montgomery, Brett	-	-	-	1					-	-	-	-	-	-	-	-	-			-	1	3	-	-	-	5
Morgan, Adam																			-							
Paxman, Stephen	-	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-	-	1	-	-	-	-	-	3
Pickett, Byron	-	-	1	1	-	-	-	3	4	3	1	3	1	2	4	1	2	4	4	2	1	3	-	1	2	43
Poulton, Jared		-	-	-	-					-	-	-	-	-	-	-	-	-	-		-					
Primus, Matthew	-	-	-				-							2	2	1	-	-								5
Salopek, Steven	2	-	1	-							-	1			-	-		-								4
Schofield, Jarrad			3	1	-	1	-	1	-	-	-	1	-	-	-	-	-	2	-	-	-	1	-	-	-	10
Stevens, Nick	-	-	-	1	-	1	-	-	-	-	2	-	-	1	-	-	-			-	2	1	2	-	-	10
Thurstans, Toby	-	-	1	-	-	2	-			-											1	-				4
Tredrea, Warren	2	1			1	1	1	2	7	1	7	2	2	2	6	5	-	1	3	3	5	-	1	3	2	58
Wakelin, Darryl	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-			-		-	-	-	-	
Wanganeen, Gavin	-	-	1	1	-	-	-	1	-	3	1	-	3	1	-	1	-	-	-	1	1	1	-	-	-	15
Wilson, Michael					-	-	-	-	-	-	-			-					-	-	-	-	-	1	1	2
Totals	11	10	19	17	12	12	12	15	23	14	16	15	14	10	15	17	15	12	18	17	18	14	13	12	9	360
Opponent	WC	BL	HW	CA	AD	RI	ME	KA	ES	CW	FR	SK	SY	GE	WB	WC	BL	HW	CA	ME	RI	AD	SY	ES	CW	
