Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Bishop, Matthew	3	-	2	-	-	1	-	2	1				-	-	-	-	1	2	1	3	-	-	-	-	1	17
Brogan, Dean		2	2	2	-	1	1	-	4	-	2	1	-	-	2	1	3	1	3	-		2	1	-	-	28
Burgoyne, Peter	2			6	5	5	3	11	2	1	2	2	2	6	3	3				3	1	6	5	5	3	76
Burgoyne, Shaun	3	3	1	2	4	1	4	1	4	2	4	1	6	3	1	5	4	2	7	1	1	2	2	1	1	66
Carr, Josh			3	3	5	3	2	-	5	1	3	1	1	4	2	5	2	3	1	2	4	4	4	6	5	69
Cassisi, Domenic	1	2	2								-	1	-	1	2	4	2	2	1							18
Cochrane, Stuart	8	3	2	4	2	4	-	4	-	2	-	5	3	2			-		3	1	1	1	2	8	4	59
Cockatoo-Collins, Che		-				1	3	1	2	1		-				-	2	1	1	1	1	1		2	-	17
Cornes, Chad	1	3	2	2	2	4	2	1			4	2	3	2	3	5	4	2	1	-	-		1	1	1	46
Cornes, Kane	6	7	2	-	5	3	1	1	4	6	2	-	-				-	2	2	3	-	2	1	2	2	51
Dew, Stuart	-	3											-	4	1	2	1	4	1	4	1	2	2	3	2	30
Francou, Josh	5	-																								5
Guerra, Brent	2	2	5	1	-			1	1	-						4	2	-	1		1		1			21
Hall, Christopher			-															-								
Hardwick, Damien	2		1	3	3	3	1	1	1			-	4	2	1			2	-	4	7	2	3	2	-	42
James, Roger		-	6	2	1	1	3	4	3	3	-			3	-	1	-	4	6	1						38
Kingsley, Adam						1	1	3	2	-	1	3	-									3	2	1	1	18
Lade, Brendon	1			2	-	2		-	-	1	2	4	-		3			-	2	-	2	3	2	-	1	25
Montgomery, Brett	3	2	-	-					1	4	3	2	-	-	-	1	1			2	1	-	-	3	3	26
Morgan, Adam																			-							
Paxman, Stephen	-	1	-	1	4	2	1	-	2	1	-	-	-	-	-	-	-	-	1	-	-	3	2	2	1	21
Pickett, Byron	1	4	4	2	1	-	2	3	2	-	4	2	5	6	2	2	3	5	7	4	1	1	6	3	5	75
Poulton, Jared		3	1	1	1					1	-	3	-	1	2	-	2	-	4		-					19
Primus, Matthew	3	1	2				-							2	-	3	1	3								15
Salopek, Steven	-	-	1	1							3	1			-	-		-								6
Schofield, Jarrad			-	1	2	1	1	1	3	3	3	1	5	5	-	-	3	1	-	2	3	1	5	1	2	44
Stevens, Nick	5	-	3	3	6	3	3	-	3	1	3	3	2	4	2	3	1			3	3	3	2	5	3	64
Thurstans, Toby	2	2	2	1	-	-	2			1											2	1				13
Tredrea, Warren	-	-			4	-	-	4	-	-	1	1	3	1	-	3	2	1	3	-	1	3	2	-	1	30
Wakelin, Darryl	1			-	-	2	1	1	1	3	1	-	-	4	-	-	-			1		1	4	3	2	25
Wanganeen, Gavin	1	2	1	1	1	-	2	1	1	-	4	2	4	3	-	-	-	1	-	-	2	1	3	2	1	33
Wilson, Michael					1	3	1	3	1	3	1			3					5	4	2	2	-	1	1	31
Totals	50	40	42	38	47	41	34	43	43	34	43	35	38	56	24	42	34	36	50	39	34	44	50	51	40	1028
Opponent	WC	BL	HW	CA	AD	RI	ME	KA	ES	CW	FR	SK	SY	GE	WB	WC	BL	HW	CA	ME	RI	AD	SY	ES	CW	
