Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	Tot
Alessio, Steven	-	-	-	-	-	2	-	-	1	-	1	-	-	-	-	-	-	-	1			-	-	-	5
Barnard, Paul			-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	3
Berbakov, Peter	-	-	2	-	-	-	-	-																	2
Bewick, Darren	2	1	3	-	-	2	-	-	2	-	-	4	-	3	-	-	2	-	2	2	-	2	-	-	25
Blumfield, Justin	-	-	-	-	1	-	-	-	-	-	-	4	-	-	-	1	-	-	-	-	-	-	-	-	6
Bolton, Mark				-																		-			
Caracella, Blake	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	1	1	-	6
Denham, Sean					-	-												-	2	-	-	-			2
Doolan, Ben			-		-			-	-	-	-	-													
Eastaugh, Simon					-	-	-	-		-															
Fletcher, Dustin	-	-	-	-	-	1			-	-	1	-	-				-	2	-	1	-	4	-	-	9
Fraser, Mark	-	1	-	-	-	-	-		1				-	-	-	-	-		-	-	-	-	-	-	2
Grgic, Ilija		-	-																						
Hardwick, Damien	2	-	-	1			-	-	2	1	-	-	-	-	-			-	-	-	-	-	1	-	7
Heffernan, Chris	-	1	-	-	-	-	1			-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	5
Hird, James	-	-																							
Jacobs, Danny														-											
Johnson, Jason					-											-				-	1				1
Johnson, Mark	4	-										-	2	-	-	-	1	-	1	-	-	-	2	-	10
Lalich, Judd	1	-												-	-	1	-	-		-	-				2
Lloyd, Matthew	-	-	-	1	1	-	-	-	-	-	-	2	-			-	1	-	-	-	-	-	-	-	5
Long, Michael	4	5	4	-				1	-	-	2	1	-	2	3	1	4	-		-	-	-	-	-	27
Lucas, Scott	-	-	-	1	-	-	-	2	-	-															3
McVeigh, Mark	-		-	-					-	-	-		-	-	-										
Mercuri, Mark	2	-	1	2	6		-	-		1	2	-	-	1	1	-	1	1	-	-	1		-	-	19
Misiti, Joe	-	-				-	-	1	-	-	-	-	1	-	-	1	-	-	-				-	-	3
Moorcroft, Gary					-	-	1	-	-	-	-	1				-	-	-	-	-	2	-	-	-	4
Prior, Michael						-	3	-	4	-	-	1	-	-	-	1	-	1					1	-	11
Ramanauskas, Adam								-	-																
Rioli, Dean			-		-	-	-	-	-	-	-	-	-	-					-	-	-	-	-	-	
Solomon, Dean				-	-	2	1	-	1	-	-	-	-	-	-	2	-		-		3	-	-	2	11
Somerville, Peter											-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Symons, Michael	1	-	-	-	-	-	2	1							-			-	-	-	-	-			4
Ukovic, Andrew	-			2										-	-	2	-	1							5
Wallis, Dean	-	-	1	-	-	-	1	-	-		-	1	-	2	-	-	-	-	-	-	-	-	-	-	5
Wellman, Sean		1	-	-	-	-	-	1	-	-	2	-	1		-	-	4	-	1	-	1	-	-	-	11
Young, Barry	5	2	3	3		5	-		1	1	-	-	-	-	-	-	-		-	-		-	-	-	20
Totals	21	11	14	12	10	12	9	6	12	3	8	17	4	8	4	9	13	5	7	3	11	7	5	2	213
Opponent	CA	KA	SY	WC	CW	RI	ME	SK	HW	AD	GE	BL	WB	FR	PA	CA	KA	SY	WC	CW	RI	ME	SY	CA	
