Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	Tot
Alessio, Steven	-	4	1	1	-	-	-	1	-	1	3	-	2	3	2	2	2	2	4			4	1	1	34
Barnard, Paul			-	-	-	2	-	-	-	-	1	-	1	-	-	-	1	-	1	-	-	-	-	-	6
Berbakov, Peter	1	-	-	1	-	1	-	-																	3
Bewick, Darren	1	3	2	-	1	-	-	1	2	1	-	1	-	-	-	1	-	4	1	-	1	1	-	-	20
Blumfield, Justin	1	2	1	-	-	-	1	-	1	-	-	-	1	1	-	2	1	1	-	2	3	1	2	-	20
Bolton, Mark				-																		1			1
Caracella, Blake	1	-	-	-	-	-	-	-	2	6	3	-	3	1	-	1	3	2	3	1	2	1	2	-	31
Denham, Sean					-	-												-	-	-	-	-			
Doolan, Ben			-		-			-	-	-	-	-													
Eastaugh, Simon					-	1	-	-		-															1
Fletcher, Dustin	-	-	-	-	-	-			-	-	-	-	-				-	-	-	1	1	1	-	-	3
Fraser, Mark	2	2	-	-	-	-	-		-				-	-	1	-	-		1	-	2	-	-	-	8
Grgic, Ilija		-	-																						
Hardwick, Damien	-	-	-	-			-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	
Heffernan, Chris	1	-	1	-	-	1	1			2	-	1	-	-	2	-	1	-	-	-	1	-	1	1	13
Hird, James	1	-																							1
Jacobs, Danny														-											
Johnson, Jason					-											-				-	-				
Johnson, Mark	-	-										-	-	-	-	-	-	1	-	-	-	-	-	1	2
Lalich, Judd	-	-												1	-	1	-	-		-	-				2
Lloyd, Matthew	3	3	13	1	6	3	7	1	5	1	5	3	-			4	7	1	2	3	6	3	5	5	87
Long, Michael	-	3	1	-				-	-	1	1	2	-	1	-	-	-	-		1	-	1	-	1	12
Lucas, Scott	3	2	-	-	3	-	-	-	-	-															8
McVeigh, Mark	-		-	-					-	2	-		-	-	-										2
Mercuri, Mark	2	2	2	-	2		3	-		-	-	-	2	3	1	2	2	2	2	1	3		3	-	32
Misiti, Joe	-	-				1	-	-	-	-	-	-	1	-	2	-	1	1	1				1	-	8
Moorcroft, Gary					2	3	3	1	4	-	1	3				3	1	1	2	1	1	1	1	2	30
Prior, Michael						-	-	-	-	-	-	-	-	-	-	1	1	-					-	-	2
Ramanauskas, Adam								-	-																
Rioli, Dean			1		1	1	2	1	-	2	5	3	-	1					3	2	2	1	2	2	29
Solomon, Dean				-	-	-	-	-	-	-	1	-	-	1	-	1	1		-		-	-	-	-	4
Somerville, Peter											1	-	-	-	-	-	1	-	-	-	-	-	-	-	2
Symons, Michael	-	1	-	-	-	1	-	1							-			-	-	-	-	-			3
Ukovic, Andrew	-			-										1	1	1	-	-							3
Wallis, Dean	-	-	-	-	-	-	-	-	-		-	-	-	2	-	4	-	-	2	-	-	2	-	-	10
Wellman, Sean		-	-	-	-	-	-	1	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	1
Young, Barry	-	-	-	-		3	-		1	-	-	-	-	1	-	-	2		1	-		-	-	1	9
Totals	16	22	22	3	15	17	17	7	15	16	21	13	10	16	9	23	24	15	23	12	22	17	18	14	387
Opponent	CA	KA	SY	WC	CW	RI	ME	SK	HW	AD	GE	BL	WB	FR	PA	CA	KA	SY	WC	CW	RI	ME	SY	CA	
