Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	Tot
Alessio, Steven	-	1	1	-	2	2	1	1	-	-	2	-	-	3	2	3	2	1	3			1	1	-	26
Barnard, Paul			-	-	-	1	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	3
Berbakov, Peter	-	1	-	-	-	-	-	-																	1
Bewick, Darren	2	1	2	1	-	1	-	-	1	-	-	-	-	-	-	-	1	-	1	-	-	1	1	-	12
Blumfield, Justin	-	1	3	-	1	-	-	2	2	-	-	1	-	1	1	1	-	1	-	1	4	-	2	-	21
Bolton, Mark				-																		1			1
Caracella, Blake	-	-	-	1	-	-	-	-	1	2	2	-	1	-	-	2	1	3	3	-	1	-	-	-	17
Denham, Sean					1	-												-	-	-	-	-			1
Doolan, Ben			-		-			-	-	-	-	-													
Eastaugh, Simon					-	1	-	-		1															2
Fletcher, Dustin	-	-	-	-	-	-			-	-	-	-	-				-	-	-	2	2	-	-	1	5
Fraser, Mark	3	1	-	-	-	-	-		-				-	-	-	-	-		-	-	-	-	-	-	4
Grgic, Ilija		-	-																						
Hardwick, Damien	-	-	-	-			-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	
Heffernan, Chris	-	-	-	-	1	2	-			2	1	1	1	-	1	1	1	-	-	-	-	-	-	1	12
Hird, James	2	-																							2
Jacobs, Danny														-											
Johnson, Jason					-											-				-	-				
Johnson, Mark	-	-										-	-	-	-	-	-	-	-	-	-	-	-	1	1
Lalich, Judd	-	-												1	-	-	-	-		-	-				1
Lloyd, Matthew	2	3	12	-	7	5	3	2	7	2	7	3	1			4	5	-	3	3	7	3	7	2	88
Long, Michael	-	3	-	-				-	-	-	-	1	-	-	-	-	-	-		-	1	1	1	2	9
Lucas, Scott	1	1	1	-	5	-	2	-	1	1															12
McVeigh, Mark	-		1	-					-	-	-		1	-	-										2
Mercuri, Mark	-	-	4	-	2		1	1		2	-	1	3	1	1	2	1	2	2	1	1		1	1	27
Misiti, Joe	-	-				-	-	1	-	-	-	1	-	-	1	-	1	2	-				1	-	7
Moorcroft, Gary					1	3	1	-	4	-	1	1				2	-	1	2	1	-	2	3	2	24
Prior, Michael						-	-	-	1	-	1	-	-	1	-	-	-	-					-	-	3
Ramanauskas, Adam								-	-																
Rioli, Dean			1		3	-	2	1	-	1	1	2	-	-					-	3	-	2	1	3	20
Solomon, Dean				1	-	-	-	-	-	-	2	-	1	-	-	-	1		-		-	-	1	-	6
Somerville, Peter											-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Symons, Michael	-	1	-	-	-	1	-	-							-			-	-	-	-	-			2
Ukovic, Andrew	-			-										-	-	-	1	-							1
Wallis, Dean	-	-	-	-	1	-	-	1	-		-	1	-	1	-	2	-	-	2	-	-	-	-	-	8
Wellman, Sean		-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	
Young, Barry	-	-	-	-		2	-		-	-	-	-	1	3	-	-	3		2	-		-	-	-	11
Totals	10	13	25	3	24	18	10	9	17	11	17	12	9	11	6	17	18	10	19	11	16	11	19	13	329
Opponent	CA	KA	SY	WC	CW	RI	ME	SK	HW	AD	GE	BL	WB	FR	PA	CA	KA	SY	WC	CW	RI	ME	SY	CA	
