Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	Tot
Alessio, Steven	2	1	-	1	3	-	2	2	1	1	2	2	-	1	1	2	1	1	3			2	-	1	29
Barnard, Paul			-	-	-	-	1	1	1	-	-	2	1	-	-	-	1	-	3	-	-	-	-	1	11
Berbakov, Peter	1	-	1	-	-	1	-	2																	5
Bewick, Darren	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	3
Blumfield, Justin	2	2	3	-	1	-	-	2	3	1	-	2	-	-	1	2	-	-	-	1	1	-	1	1	23
Bolton, Mark				-																		1			1
Caracella, Blake	-	-	1	1	-	1	-	-	1	2	-	1	-	-	1	-	1	1	2	1	1	-	1	-	15
Denham, Sean					-	-												-	-	-	-	-			
Doolan, Ben			-		-			-	-	-	-	-													
Eastaugh, Simon					2	2	-	1		-															5
Fletcher, Dustin	2	1	1	1	1	1			1	1	2	1	-				1	1	1	2	1	-	-	2	20
Fraser, Mark	-	-	-	1	-	1	-		-				-	-	-	-	-		-	-	-	-	-	-	2
Grgic, Ilija		-	-																						
Hardwick, Damien	-	2	-	-			-	-	-	-	-	-	1	2	-			2	1	1	1	1	-	-	11
Heffernan, Chris	-	-	-	-	-	2	-			-	-	1	-	-	-	1	-	1	-	-	-	-	-	-	5
Hird, James	1	-																							1
Jacobs, Danny														-											
Johnson, Jason					-											-				-	-				
Johnson, Mark	-	1										-	1	1	1	-	1	1	1	-	-	-	-	2	9
Lalich, Judd	1	-												1	1	1	-	-		-	-				4
Lloyd, Matthew	3	5	9	2	6	4	-	2	4	4	7	-	1			2	1	1	3	5	5	2	4	2	72
Long, Michael	-	-	-	-				-	-	-	-	-	1	1	-	-	-	1		-	-	-	1	-	4
Lucas, Scott	-	1	-	-	2	3	2	-	5	1															14
McVeigh, Mark	-		-	-					-	1	-		1	-	-										2
Mercuri, Mark	1	-	2	1	3		1	-		-	-	2	2	4	-	2	2	2	2	1	3		2	1	31
Misiti, Joe	-	-				-	-	-	-	-	-	-	-	-	-	-	-	-	-				-	-	
Moorcroft, Gary					1	-	-	1	4	-	1	1				3	-	-	1	-	1	-	2	1	16
Prior, Michael						-	1	1	2	-	-	1	-	-	-	-	-	-					-	1	6
Ramanauskas, Adam								-	-																
Rioli, Dean			-		-	-	-	-	1	1	1	2	-	-					2	-	-	2	-	3	12
Solomon, Dean				1	-	-	-	-	-	1	2	-	-	5	-	2	-		1		1	1	1	1	16
Somerville, Peter											2	1	-	1	1	-	-	1	1	-	-	-	-	-	7
Symons, Michael	-	1	-	-	-	-	-	-							-			1	-	-	1	1			4
Ukovic, Andrew	-			1										-	1	1	-	-							3
Wallis, Dean	2	1	-	-	-	-	-	1	-		1	-	-	3	1	2	-	-	2	-	-	1	-	-	14
Wellman, Sean		1	1	-	2	1	-	-	1	1	-	1	1		-	2	-	2	1	-	2	-	1	-	17
Young, Barry	1	-	-	-		1	1		-	-	1	-	-	2	-	1	1		1	-		-	1	1	11
Totals	16	16	18	9	22	17	8	13	24	14	19	17	9	21	8	21	9	15	25	11	17	11	14	19	373
Opponent	CA	KA	SY	WC	CW	RI	ME	SK	HW	AD	GE	BL	WB	FR	PA	CA	KA	SY	WC	CW	RI	ME	SY	CA	
