Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	Tot
Alessio, Steven	1	3	1	3	1	-	1	3	-	4	1	-	-	2	-	2	-	1	1			2	-	2	28
Barnard, Paul			3	1	5	1	1	1	1	-	-	1	1	2	3	-	2	1	1	4	1	5	4	2	40
Berbakov, Peter	-	-	-	-	-	1	-	1																	2
Bewick, Darren	1	1	-	-	2	1	-	-	2	2	2	2	1	5	5	4	1	1	3	4	1	1	1	1	41
Blumfield, Justin	1	2	1	1	2	1	1	1	3	-	-	-	1	1	-	-	1	-	-	3	-	3	1	1	24
Bolton, Mark				2																		1			3
Caracella, Blake	-	1	1	-	2	2	-	-	-	-	-	-	1	1	2	1	-	1	2	-	-	-	1	2	17
Denham, Sean					-	1												2	-	4	3	-			10
Doolan, Ben			-		-			-	2	-	1	-													3
Eastaugh, Simon					1	-	-	-		-															1
Fletcher, Dustin	3	1	1	1	3	2			4	-	1	-	1				3	3	1	3	2	-	1	1	31
Fraser, Mark	-	2	1	-	-	-	-		-				-	-	1	2	-		4	2	1	1	2	1	17
Grgic, Ilija		-	-																						
Hardwick, Damien	-	1	-	-			-	1	-	1	1	-	2	-	-			1	1	2	-	1	2	2	15
Heffernan, Chris	-	3	4	1	-	1	-			-	2	-	1	-	-	3	3	-	3	1	1	-	2	1	26
Hird, James	-	-																							
Jacobs, Danny														-											
Johnson, Jason					-											1				1	1				3
Johnson, Mark	1	-										1	-	1	2	2	3	1	-	1	1	2	2	1	18
Lalich, Judd	2	1												7	3	-	3	-		1	1				18
Lloyd, Matthew	-	-	-	-	1	-	-	-	1	1	1	4	-			-	1	1	-	-	-	-	1	-	11
Long, Michael	1	4	5	-				-	4	3	5	5	3	3	2	2	4	2		2	3	6	4	4	62
Lucas, Scott	-	1	-	-	1	-	-	3	-	-															5
McVeigh, Mark	-		-	-					-	-	-		1	2	-										3
Mercuri, Mark	2	1	2	-	2		-	1		1	-	1	1	-	2	1	3	-	2	2	1		-	4	26
Misiti, Joe	1	-				4	1	-	1	2	1	-	1	-	1	-	-	1	1				2	1	17
Moorcroft, Gary					2	2	2	1	1	3	-	-				2	1	-	2	3	1	2	3	1	26
Prior, Michael						-	-	-	2	2	-	-	2	3	-	1	-	-					-	1	11
Ramanauskas, Adam								2	-																2
Rioli, Dean			4		2	1	1	1	1	-	4	3	-	1					1	3	3	4	3	1	33
Solomon, Dean				-	1	2	2	1	-	1	1	-	1	1	1	2	1		1		3	2	3	1	24
Somerville, Peter											-	-	1	5	1	3	1	1	1	3	3	1	2	1	23
Symons, Michael	-	5	1	-	2	1	2	3							-			-	1	-	3	1			19
Ukovic, Andrew	-			1										1	-	-	-	1							3
Wallis, Dean	-	2	2	-	-	1	-	3	1		-	2	2	2	1	1	1	1	1	1	2	3	1	2	29
Wellman, Sean		-	1	1	-	1	1	1	-	3	1	2	2		-	1	1	-	-	-	2	1	2	2	22
Young, Barry	-	1	5	-		-	-		1	2	3	1	-	5	1	2	-		-	1		1	2	5	30
Totals	13	29	32	11	27	22	12	23	24	25	24	22	22	42	25	30	29	18	26	41	33	37	39	37	643
Opponent	CA	KA	SY	WC	CW	RI	ME	SK	HW	AD	GE	BL	WB	FR	PA	CA	KA	SY	WC	CW	RI	ME	SY	CA	
