Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	Tot
Alessio, Steven	10	17	12	17	11	12	4	8	23	16	10	10	12	8	5	8	5	13	20			14	6	8	249
Barnard, Paul			-	3	-	-	-	-	-	-	-	-	2	-	-	-	1	7	1	1	-	2	2	1	20
Berbakov, Peter	-	-	-	-	-	-	-	-																	
Bewick, Darren	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Blumfield, Justin	-	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	1	2	-	-	1	1	-	1	8
Bolton, Mark				1																		-			1
Caracella, Blake	-	1	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	3
Denham, Sean					-	-												-	-	-	-	-			
Doolan, Ben			-		-			-	-	-	-	-													
Eastaugh, Simon					30	10	8	4		5															57
Fletcher, Dustin	2	-	-	-	-	1			-	-	2	-	-				-	-	-	-	-	1	1	2	9
Fraser, Mark	-	-	-	-	-	-	-		-				-	-	-	-	-		-	-	-	-	-	-	
Grgic, Ilija		7	2																						9
Hardwick, Damien	-	-	-	-			-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	
Heffernan, Chris	-	-	-	1	-	-	1			-	1	-	-	-	-	-	-	2	-	1	-	-	-	-	6
Hird, James	1	-																							1
Jacobs, Danny														-											
Johnson, Jason					-											-				-	-				
Johnson, Mark	-	-										-	-	-	-	-	1	-	-	-	-	-	-	-	1
Lalich, Judd	1	-												-	-	2	-	2		3	3				11
Lloyd, Matthew	-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	
Long, Michael	-	1	-	-				-	-	1	-	1	-	-	-	-	-	-		-	-	-	-	-	3
Lucas, Scott	1	-	-	-	-	-	-	1	-	-															2
McVeigh, Mark	-		-	-					-	-	-		-	-	-										
Mercuri, Mark	-	1	-	-	-		1	-		-	-	-	1	-	1	-	-	-	-	-	-		-	-	4
Misiti, Joe	-	-				-	-	-	-	-	-	-	-	-	-	-	-	-	-				-	-	
Moorcroft, Gary					-	-	-	-	-	-	-	-				-	-	-	-	-	-	-	-	-	
Prior, Michael						-	-	-	1	-	-	-	-	-	-	-	-	-					-	-	1
Ramanauskas, Adam								-	-																
Rioli, Dean			-		-	-	-	-	-	-	-	-	-	-					-	-	-	-	-	-	
Solomon, Dean				1	-	-	-	-	-	-	-	-	-	-	-	-	-		1		-	-	-	-	2
Somerville, Peter											10	12	16	15	15	19	15	10	9	38	23	17	17	23	239
Symons, Michael	-	-	-	-	-	-	-	-							-			-	-	-	-	1			1
Ukovic, Andrew	-			1										-	-	-	-	-							1
Wallis, Dean	1	1	1	-	-	-	-	-	2		-	-	3	-	-	-	1	-	-	1	1	-	1	1	13
Wellman, Sean		-	-	-	-	-	-	2	-	-	2	1	1		-	-	-	-	1	-	1	-	1	-	9
Young, Barry	-	-	-	-		-	-		-	-	-	-	-	1	1	-	-		2	-		-	-	-	4
Totals	16	29	15	24	41	23	14	15	27	22	27	24	35	24	22	29	24	36	34	44	29	36	28	36	654
Opponent	CA	KA	SY	WC	CW	RI	ME	SK	HW	AD	GE	BL	WB	FR	PA	CA	KA	SY	WC	CW	RI	ME	SY	CA	
