Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	Tot
Alessio, Steven	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2			-	-	-	5
Barnard, Paul			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Berbakov, Peter	-	-	-	-	-	-	-	-																	
Bewick, Darren	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Blumfield, Justin	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	2
Bolton, Mark				-																		-			
Caracella, Blake	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	1	-	-	-	-	-	4
Denham, Sean					-	-												-	-	-	-	-			
Doolan, Ben			-		-			-	-	-	-	-													
Eastaugh, Simon					-	-	-	-		-															
Fletcher, Dustin	-	-	-	-	-	-			-	-	3	-	-				-	-	-	3	-	-	-	-	6
Fraser, Mark	1	1	-	-	-	-	-		-				-	-	-	-	-		-	-	-	-	-	-	2
Grgic, Ilija		-	-																						
Hardwick, Damien	-	-	-	-			-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	
Heffernan, Chris	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Hird, James	-	-																							
Jacobs, Danny														-											
Johnson, Jason					-											-				-	-				
Johnson, Mark	-	-										-	-	-	-	-	-	-	-	-	-	-	-	-	
Lalich, Judd	-	-												-	-	-	-	-		-	-				
Lloyd, Matthew	-	-	3	-	1	-	1	-	-	-	1	-	-			-	1	-	-	-	2	-	-	-	9
Long, Michael	-	2	-	-				-	-	2	-	2	-	-	-	-	-	-		-	-	3	-	-	9
Lucas, Scott	-	-	-	-	-	-	-	-	-	-															
McVeigh, Mark	-		-	-					-	-	-		-	-	-										
Mercuri, Mark	2	-	1	-	3		-	-		-	-	3	2	3	3	-	2	-	-	-	3		-	-	22
Misiti, Joe	-	-				2	-	-	-	-	-	-	-	-	-	-	-	-	3				-	-	5
Moorcroft, Gary					-	-	-	-	2	-	-	-				-	-	-	-	-	-	-	-	-	2
Prior, Michael						-	-	-	-	-	-	-	-	-	-	2	-	-					-	-	2
Ramanauskas, Adam								-	-																
Rioli, Dean			-		-	-	-	-	-	-	2	-	-	-					-	1	-	2	-	-	5
Solomon, Dean				-	-	-	-	-	-	-	-	-	-	2	-	-	-		-		-	-	-	-	2
Somerville, Peter											-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Symons, Michael	-	-	-	-	-	-	-	-							-			-	-	-	-	-			
Ukovic, Andrew	-			-										-	-	3	-	-							3
Wallis, Dean	-	-	-	-	-	1	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Wellman, Sean		-	2	-	-	-	-	-	-	-	-	-	-		-	1	-	2	-	-	-	-	-	-	5
Young, Barry	-	-	-	-		3	-		3	-	-	-	-	1	-	-	-		-	-		-	-	-	7
Totals	3	6	6	0	4	6	1	0	6	5	6	5	2	6	3	6	3	2	6	4	6	5	0	0	91
Opponent	CA	KA	SY	WC	CW	RI	ME	SK	HW	AD	GE	BL	WB	FR	PA	CA	KA	SY	WC	CW	RI	ME	SY	CA	
