Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Ackland, Cain	-	-	-	-			-	-	-	-	-	-	6	-	-	-	-	-	-		-	-		6
Baker, Steven	-	1	1	1	1	-	-	-	3	1	-	-	-	-		1	-			-	2	-	-	11
Ball, Luke	4			1	2	-	5	1	-	-	1	1	-	5	-	2	3	-	-	-	3	1	-	29
Blake, Jason	3	-	-	-	-	-	3	-	-	2	2					1	-	-	1	-		-		12
Brooks, Barry																						-		
Clarke, Raphael																			-	-	1	-	-	1
Clarke, Xavier		-	-	6	1							-	-	-	-				2	5	2	2	-	18
Dal Santo, Nick	1	-	1	4	3	6	5	4	4	6	-	-	2	1	-	6	-	5	-	-	3	5	3	59
Fiora, Aaron		12	4	-	4	-	3			2	-	1	5	-	-	-	1	6	-	2				40
Fisher, Leigh								3	1	3	-	-	1	-	-	6	-	-		-	1	-	-	15
Fisher, Sam	2	7	1	4	3	2	10	5	6	2	-	2	1	-	-	3	3	2	4	-	3	-	2	62
Gehrig, Fraser	-	-	-		-	-	-	-	-	-	-	-	1	-	-	1	2	-	-	-	-	-	-	4
Gilbert, Sam								-										-						
Goddard, Brendon	1	-	-		1	2	3	2	2	1	-	1	3	5	-	3	-	4	2	-	3	-	3	36
Gram, Jason	2	6	4	7	19	6	9	3	3	6	-	6	3	5	2	3	7	6	6	4	6	3	1	117
Gwilt, James																		-	-					
Hamill, Aaron	-	-	-	-		-	-														-	-	-	
Harvey, Robert	-	-	-	-	-	1	-	1	-	-	-	-	-	-	1	1	-	-	1	-	-	-	-	5
Hayes, Lenny	6	4	-	-	2	1	1	-	-															14
Hudghton, Max	-	-	-	-	-	-	-		-	-	-	-	3	-	-	1	1	-	1	-	-		-	6
Koschitzke, Justin				-		-													-	-	-	-	-	
Maguire, Matt	-	3	1	-	1	-	-	-	-	-	-	2	3	-	-	-	2	-						12
McGough, Mark									1	-	-													1
McQualter, Andrew			-	-	1		-					-	2	3	1	-	-							7
Milne, Stephen	-	3	-	-	-	-		5	3	2	-	-	5	2	-	-	1	-	7	-	2	2	1	33
Montagna, Leigh		8	4	1	5	1	6	-	2	2	-	6	9	15	-	3	17	1	6	11	10	4	-	111
Murray, Allan	2				-	-	-																	2
Peckett, Justin	-	-						-	-	-	-	-	1	3	5	5	2	2	1	-	-		-	19
Powell, Stephen	-	1						-						-	-	-	-	-			-		-	1
Riewoldt, Nick	-	-	-	-	1	2	1	-	1	2	-	-	-	1	-	-	-	-	-	1	-	-	-	9
Rix, Michael											-	-	-	-	-	-			-	-	-	-	-	
Schwarze, Troy			2	1	-	3	1	1	3	-	2	-	4											17
Thompson, Andrew	-	-	-	-	-	-	-	-	1	-					-		-	-	-	-		-	-	1
Voss, Brett	-	-	-	-	-	1	-	-	-	2	-	-	-	-	-	-	-	-	-	1	-	1	1	6
Watts, Fergus	-																							
Totals	21	45	18	25	44	25	47	25	30	31	5	19	49	40	9	36	39	26	31	24	36	18	11	654
Opponent	WC	RI	BL	PA	FR	WB	GE	CA	KA	ME	SY	AD	HW	CW	ES	PA	RI	WC	GE	FR	WB	BL	ME	
