Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Ackland, Cain	2	-	-	-			1	-	1	1	1	2	1	2	1	1	1	3	-		1	4		22
Baker, Steven	-	1	-	2	3	1	2	3	1	1	2	-	1	-		-	-			2	-	1	3	23
Ball, Luke	2			1	1	1	-	-	1	2	-	3	1	4	1	4	-	2	4	1	4	-	3	35
Blake, Jason	1	-	3	2	2	1	-	-	1	1	1					1	-	1	2	1		1		18
Brooks, Barry																						-		
Clarke, Raphael																			-	-	1	1	-	2
Clarke, Xavier		-	2	-	-							-	1	-	-				-	1	1	-	-	5
Dal Santo, Nick	1	2	2	1	4	1	-	-	2	2	4	-	2	-	-	-	1	-	1	1	1	-	3	28
Fiora, Aaron		-	-	-	-	4	1			-	-	-	-	1	-	1	1	-	1	2				11
Fisher, Leigh								-	-	1	-	-	1	-	-	1	1	-		1	-	-	1	6
Fisher, Sam	2	-	2	1	-	1	-	1	-	-	-	1	-	-	1	2	-	-	-	-	-	-	-	11
Gehrig, Fraser	1	1	-		-	2	-	1	1	-	1	-	-	1	-	1	2	2	1	2	2	-	-	18
Gilbert, Sam								-										1						1
Goddard, Brendon	-	-	1		-	-	-	1	1	-	1	-	-	1	-	-	-	-	-	1	3	-	-	9
Gram, Jason	-	-	-	-	1	-	-	1	1	1	1	-	1	2	1	1	1	1	2	-	1	-	1	16
Gwilt, James																		1	-					1
Hamill, Aaron	1	3	2	2		2	-														1	2	-	13
Harvey, Robert	1	1	-	2	1	-	1	1	3	-	2	1	1	1	1	-	-	-	1	4	1	-	1	23
Hayes, Lenny	-	2	1	-	2	3	1	-	-															9
Hudghton, Max	1	-	-	-	-	1	-		-	-	2	-	1	-	-	2	-	-	2	-	-		-	9
Koschitzke, Justin				1		1													-	1	-	-	1	4
Maguire, Matt	2	1	-	-	3	-	-	-	1	-	3	1	2	1	-	-	1	-						15
McGough, Mark									-	1	1													2
McQualter, Andrew			-	-	1		-					1	-	-	-	1	-							3
Milne, Stephen	-	2	-	1	1	2		3	-	-	-	-	-	3	1	3	-	-	-	1	2	-	-	19
Montagna, Leigh		-	-	-	1	-	-	-	-	-	-	2	-	-	-	-	-	1	-	2	1	-	1	8
Murray, Allan	-				1	1	-																	2
Peckett, Justin	-	-						-	-	-	-	-	-	-	-	-	-	-	-	-	1		2	3
Powell, Stephen	1	-						-						-	-	-	3	1			-		3	8
Riewoldt, Nick	2	1	-	-	-	1	2	-	-	-	1	1	1	1	1	1	-	1	1	-	-	3	2	19
Rix, Michael											-	1	-	1	-	-			-	-	1	1	1	5
Schwarze, Troy			1	-	1	-	-	-	-	-	-	1	-											3
Thompson, Andrew	1	2	2	1	1	2	-	-	-	-					1		-	-	-	-		1	-	11
Voss, Brett	-	-	-	1	4	-	-	2	1	1	2	-	-	-	1	-	1	2	-	1	1	1	1	19
Watts, Fergus	1																							1
Totals	19	16	16	15	27	24	8	13	14	11	22	14	13	18	9	19	12	16	15	21	22	15	23	382
Opponent	WC	RI	BL	PA	FR	WB	GE	CA	KA	ME	SY	AD	HW	CW	ES	PA	RI	WC	GE	FR	WB	BL	ME	
