Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Ackland, Cain	-	-	1	-			-	-	-	-	-	-	-	1	-	-	-	-	-		-	-		2
Baker, Steven	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-			1	-	-	-	1
Ball, Luke	-			2	-	-	-	1	-	1	-	-	-	-	1	-	-	-	-	-	-	-	-	5
Blake, Jason	-	-	1	1	-	-	1	-	-	1	-					-	-	-	-	-		1		5
Brooks, Barry																						-		
Clarke, Raphael																			-	-	-	-	-	
Clarke, Xavier		-	-	2	-							-	1	1	1				-	-	-	2	-	7
Dal Santo, Nick	-	1	1	1	1	-	-	-	-	-	-	-	-	-	-	1	-	-	1	-	2	1	-	9
Fiora, Aaron		1	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-				1
Fisher, Leigh								-	-	1	-	-	-	-	-	-	-	-		-	-	-	1	2
Fisher, Sam	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	1	-	-	-	2
Gehrig, Fraser	-	-	1		-	1	-	1	-	-	1	1	1	-	-	1	2	-	-	1	2	-	1	13
Gilbert, Sam								-										-						
Goddard, Brendon	-	-	-		1	-	-	-	2	2	-	-	-	-	-	2	-	3	-	-	1	1	-	12
Gram, Jason	-	-	-	1	-	-	1	-	-	-	-	-	1	-	-	1	2	1	-	-	-	-	-	7
Gwilt, James																		-	-					
Hamill, Aaron	1	1	1	-		1	-														1	-	-	5
Harvey, Robert	-	-	-	1	-	1	1	2	-	2	-	1	-	1	-	-	1	-	2	-	1	-	2	15
Hayes, Lenny	-	-	1	-	2	-	-	2	-															5
Hudghton, Max	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-		-	
Koschitzke, Justin				-		-													-	-	-	-	-	
Maguire, Matt	-	-	-	-	-	-	-	1	-	-	-	1	1	-	-	-	-	-						3
McGough, Mark									-	-	1													1
McQualter, Andrew			1	1	-		-					2	-	-	1	-	-							5
Milne, Stephen	1	-	-	1	-	1		-	1	-	-	-	1	1	-	-	2	-	-	-	1	1	1	11
Montagna, Leigh		1	1	1	-	-	-	2	-	1	-	-	-	2	-	-	2	-	1	-	-	4	1	16
Murray, Allan	-				-	-	-																	
Peckett, Justin	-	-						-	-	-	1	-	1	-	-	-	-	-	-	-	2		-	4
Powell, Stephen	-	-						1						2	-	-	-	-			2		-	5
Riewoldt, Nick	-	1	2	-	-	-	-	1	1	-	-	-	2	2	-	-	6	-	2	-	-	1	-	18
Rix, Michael											-	1	-	1	-	-			-	-	-	-	-	2
Schwarze, Troy			-	1	-	-	-	-	1	-	1	-	-											3
Thompson, Andrew	-	1	-	-	-	1	1	-	1	-					1		-	-	2	-		-	-	7
Voss, Brett	1	-	-	-	1	-	-	-	-	-	-	-	2	1	-	-	2	-	-	-	1	-	-	8
Watts, Fergus	-																							
Totals	3	6	10	12	5	5	4	11	6	8	4	6	11	12	4	5	17	4	8	3	13	11	6	174
Opponent	WC	RI	BL	PA	FR	WB	GE	CA	KA	ME	SY	AD	HW	CW	ES	PA	RI	WC	GE	FR	WB	BL	ME	
