Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Ackland, Cain	2	2	1	-			2	1	1	-	1	2	5	1	1	2	1	1	-		1	2		26
Baker, Steven	-	2	1	6	-	-	1	2	2	2	1	6	2	-		2	-			-	1	5	2	35
Ball, Luke	1			6	4	2	2	3	5	4	4	1	2	3	-	4	3	2	1	1	4	8	5	65
Blake, Jason	4	3	3	2	2	1	3	1	1	2	5					2	2	2	3	2		-		38
Brooks, Barry																						2		2
Clarke, Raphael																			2	1	3	-	-	6
Clarke, Xavier		1	2	3	1							4	2	2	1				1	4	2	6	-	29
Dal Santo, Nick	4	3	6	7	2	2	4	4	3	8	-	1	3	3	1	6	-	5	2	1	4	4	1	74
Fiora, Aaron		6	3	1	2	3	2			4	2	1	2	1	3	3	2	5	3	2				45
Fisher, Leigh								1	-	4	2	-	1	1	-	-	-	2		2	-	3	2	18
Fisher, Sam	-	1	2	1	1	-	3	-	3	1	4	-	2	3	3	1	4	-	3	3	3	1	1	40
Gehrig, Fraser	1	-	-		-	1	-	3	1	-	2	2	2	2	2	4	4	1	2	4	4	2	2	39
Gilbert, Sam								-										1						1
Goddard, Brendon	4	3	2		2	3	3	1	4	3	2	4	6	7	5	3	4	2	3	3	5	6	5	80
Gram, Jason	-	2	2	3	2	7	6	7	3	4	2	2	4	4	2	6	9	6	5	1	3	5	2	87
Gwilt, James																		-	1					1
Hamill, Aaron	3	6	2	2		1	1														3	2	-	20
Harvey, Robert	4	2	-	3	2	6	1	3	4	3	5	3	4	5	4	2	1	3	7	3	6	2	4	77
Hayes, Lenny	6	6	5	3	8	4	3	11	2															48
Hudghton, Max	1	1	1	-	-	-	2		-	-	1	-	-	1	-	-	1	-	-	-	-		-	8
Koschitzke, Justin				1		1													1	2	1	1	1	8
Maguire, Matt	3	5	2	2	4	-	2	3	1	1	3	1	3	5	-	-	4	2						41
McGough, Mark									-	1	4													5
McQualter, Andrew			1	6	1		1					1	2	1	1	1	-							15
Milne, Stephen	4	5	3	1	1	1		4	4	3	-	1	6	2	3	2	3	2	1	2	4	3	3	58
Montagna, Leigh		5	4	2	6	6	7	7	3	4	4	3	4	4	3	4	9	3	9	8	6	5	4	110
Murray, Allan	1				2	4	-																	7
Peckett, Justin	1	1						3	4	3	3	3	1	2	4	3	2	1	5	3	3		4	46
Powell, Stephen	2	3						1						1	4	-	7	5			4		5	32
Riewoldt, Nick	2	3	-	-	2	5	1	-	2	3	5	2	2	2	5	3	4	2	3	2	-	1	5	54
Rix, Michael											1	-	-	3	3	-			-	1	-	-	-	8
Schwarze, Troy			2	3	2	2	2	2	3	3	2	-	1											22
Thompson, Andrew	1	2	3	1	1	1	-	1	6	-					5		1	2	3	1		4	-	32
Voss, Brett	1	1	-	-	4	3	1	-	-	2	2	1	7	3	3	2	4	3	-	-	2	1	-	40
Watts, Fergus	3																							3
Totals	48	63	45	53	49	53	47	58	52	55	55	38	61	56	53	50	65	50	55	46	59	63	46	1220
Opponent	WC	RI	BL	PA	FR	WB	GE	CA	KA	ME	SY	AD	HW	CW	ES	PA	RI	WC	GE	FR	WB	BL	ME	
