Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Archer, Glenn	-	1	5	3	2	5	2	5	4		2	2	3	6	3	1	2	4	3	3	3	1	1	61
Baird, John						-												-		-	5			5
Brown, Leigh	-	-	1	3	1	2	-	1	1	-	-	-	2	-	1	4	1	2	2	1	2	2	3	29
Colbert, Leigh	-	2	1	-	-		3	-	2	1	2	1	-	-	2	2	1	4	-		1	-	2	24
Firrito, Michael	6	3	5	1	4	4	5	6	3	3	1	1	1	1	6	-	-	4	2	3	3	11	1	74
Grant, Shannon	3	-	1	4	1	1	1	-	-	2	-	2	1	1	-	1	4	-	3	-	2	1	1	29
Grima, Blake			2	1	1																			4
Hale, David	1	4	3	3	3	3	1	4	-	-	2	1	1	3	4	-	2	2	1	1	-	4	3	46
Harding, Leigh	1							-		3	3	2	1	4	1	3	1	2	3	1	2	6	3	36
Harris, Daniel	1	3	-	1	5	4	2	3	5	1		3	8	4	4	4	4	4	3	5	2	5	5	76
Harvey, Brent	-	5	2	3	4	3	1	-	2	-	2	1	2	5	2	2	4	1	1	-	3	4	2	49
Jones, Corey	4	1	4	5	1	3	1	3	4	-	2	2	1	2	2	1	5	1	3	5	-	3	4	57
LeCras, Brent									2	1		-	1											4
Makepeace, Troy	-	-	3	1	-	1	-	1	1	-	5	2	2	5	-	3	3	2	1	2	2	3	2	39
McIntosh, Hamish						1																		1
Motlop, Daniel												-	3	1										4
Perkins, Justin									-	2	1									2				5
Petrie, Drew	5	-	3	3	1		3	-	1	1	4	7	3	4	1	3	10	5	2	2	2	3	3	66
Picioane, Lance	1	3	3	2	2	4	-			1	1	1	1	2	1							3	1	26
Pratt, Daniel	-	1	5	5	1	3	1	1						2	1	1	-	1	1	2	1	1		27
Rawlings, Brady	1	1				1	2	2	5	2	5	3	1	2	3	2	3	5	-	1	3	1	1	44
Rocca, Saverio	1	1	1	-	-	-	-	-	-		-			1	-	-	-	-	-	-	-	-	1	5
Sansbury, Eddie		6	2	-	1	-	3	2							1	3	2							20
Simpson, Adam	1	4	3	2	1	4	6	1	4	2	1	2	2	7	5	7	1			-	3	2	5	63
Sinclair, Jess	3	4	4	1	2	3	2	1	2	2	3	6	2			-	1	-	1	5	1		4	47
Smith, Jesse								4	1	1	-	2							-					8
Stevens, Michael	-	-	2	-	-	3	2	-	1	-	2		2	-	1	-	3	1	3			2	1	23
Thompson, Nathan	1	1	1	1	-	1	-	1	1	-	1	1	-	1	-	1	1	-	2	-	-	-	-	14
Trotter, David																		-	1	-				1
Urch, Callum																					8	7	1	16
Watson, Ashley															-									
Watt, Shannon	1	1	1	-	1	-	1		-	-	2	-	1	-	-	1	-	-	3	1	-	-	-	13
Wells, Daniel	-	2	2	2	1	1	3	1	-	1	-	-	3	2		2	3	3	1	6	7	1	2	43
Totals	30	43	54	41	32	47	39	36	39	23	39	39	41	53	38	41	51	41	36	40	50	60	46	959
Opponent	CA	SY	SK	CW	HW	AD	PA	WB	GE	BL	ME	RI	FR	ES	WC	HW	AD	PA	CW	SK	SY	CA	PA	
