Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Archer, Glenn	-	1	3	1	2	-	1	-	-		-	1	1	1	1	-	1	2	2	1	-	-	-	18
Baird, John						-												-		-	-			
Brown, Leigh	-	1	-	-	1	-	-	-	-	-	1	1	2	1	2	1	-	-	-	-	1	1	1	13
Colbert, Leigh	3	2	-	-	-		-	-	2	-	-	2	1	1	2	-	1	2	-		3	2	-	21
Firrito, Michael	-	1	1	-	1	-	3	1	-	-	-	-	-	-	1	-	-	-	-	2	1	-	-	11
Grant, Shannon	4	-	1	2	2	-	1	1	3	2	2	1	1	1	1	4	1	-	-	1	3	3	1	35
Grima, Blake			1	-	1																			2
Hale, David	1	2	-	1	1	2	1	3	-	1	1	1	1	2	3	-	2	-	-	4	2	-	4	32
Harding, Leigh	1							-		1	1	2	2	1	-	-	-	1	-	1	-	1	3	14
Harris, Daniel	2	1	1	-	-	-	-	2	2	-		1	1	-	2	3	1	-	1	-	-	1	-	18
Harvey, Brent	1	2	-	1	1	1	-	-	-	-	1	-	-	2	1	2	1	3	3	1	-	2	2	24
Jones, Corey	4	2	5	1	-	-	1	-	1	2	2	-	1	-	1	4	3	3	1	3	3	-	1	38
LeCras, Brent									1	1		-	1											3
Makepeace, Troy	1	-	-	-	-	-	1	1	-	1	-	-	1	2	1	-	1	1	1	1	-	-	1	13
McIntosh, Hamish						-																		
Motlop, Daniel												-	1	-										1
Perkins, Justin									-	-	-									2				2
Petrie, Drew	-	-	2	-	-		1	-	-	-	1	-	1	-	3	-	3	2	1	1	1	2	1	19
Picioane, Lance	1	4	-	-	-	1	-			-	-	-	-	1	1							-	-	8
Pratt, Daniel	-	-	2	-	1	1	1	-						-	-	1	-	1	1	-	1	-		9
Rawlings, Brady	1	1				-	-	-	2	-	-	-	3	2	4	-	1	2	1	1	-	-	-	18
Rocca, Saverio	-	1	1	-	1	-	-	-	-		-			1	-	1	-	-	-	-	1	-	-	6
Sansbury, Eddie		1	-	-	1	-	-	-							-	-	1							3
Simpson, Adam	-	1	1	-	-	2	2	1	3	1	-	-	3	-	2	2	-			2	-	1	-	21
Sinclair, Jess	-	1	-	2	4	-	2	1	-	2	3	1	2			2	1	1	1	-	-		1	24
Smith, Jesse								1	1	-	-	-							-					2
Stevens, Michael	-	2	-	-	1	-	-	-	-	1	1		-	-	-	-	-	1	-			-	-	6
Thompson, Nathan	-	-	1	1	1	2	1	1	3	-	2	1	1	1	3	1	-	1	-	-	1	-	-	21
Trotter, David																		-	-	1				1
Urch, Callum																					2	-	1	3
Watson, Ashley															-									
Watt, Shannon	-	-	-	-	1	-	-		1	-	-	-	-	-	-	-	-	-	1	1	-	-	-	4
Wells, Daniel	-	-	-	-	-	-	2	-	1	2	-	1	1	-		-	-	1	1	2	1	1	-	13
Totals	19	23	19	9	19	9	17	12	20	14	15	12	24	16	28	21	17	21	14	24	20	14	16	403
Opponent	CA	SY	SK	CW	HW	AD	PA	WB	GE	BL	ME	RI	FR	ES	WC	HW	AD	PA	CW	SK	SY	CA	PA	
