Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Alessio, Steven	4	1	1	4	1	4	2	1	-	-		3	3	-	2	3	2	-	-	2	-	2	-	-	2	37
Barnard, Paul	1	1	3	1	2		1	1	1	2	1	1	1	1	-		-	1	1	1		-	-	3	1	24
Barnes, John	1	1	-	-	-	-	2	1	-	4	3	1	1	-	1	2	1	1	-	3	1		1	1	1	26
Bewick, Darren	3	4	-	3	-	3	1	1	-	1	-							2	4	1	1	-	1	1	-	26
Blumfield, Justin	2	1	2	2	-	4	-	1		5	5	3	1	3	2	-	2	2	3	4	1	1	3	-	2	49
Bolton, Mark																						1				1
Caracella, Blake	-	1	-		1	2	2	1	-	2	1	1	-	1	2	2	5	2	-	4	-	1	6	5	4	43
Denham, Sean	4	1	1		-	3								-	2		4					-				15
Fletcher, Dustin	-	1	-	1	2	1	-	-		1	1	3	1	-	2	1	2	1	1		-	1	2	3	2	26
Fraser, Mark			2	-												1	2									5
Hardwick, Damien	3	1	4	-	2	2	1	3	4	7	3	2	4	-	3	2	2	1	1	2	-		1	5	2	55
Heffernan, Chris	1	2	-	2	3	3	6	3	7	4	5	2	4	1	2	-					-	3	1	10	8	67
Henneman, Aaron											1	3			2	4	-	2	2	-						14
Hird, James	2	4	2	3	2	2	2	1	1	2	2	4	3	1	-				3	3			-	1	3	41
Jacobs, Danny						2			2	3	1	4	1	-			2	2								17
Johnson, Jason	-	-	1	-	1	4	1	-	3	1	3	2	1	1	4	2	2	2	2	3	5	4	1	4	6	53
Johnson, Mark	2	1	2	-	3	1	2	3	-	3	-	3	2	1	-	1		4	4	1	2	1	1	-	2	39
Lloyd, Matthew	2	1	1	-	2	3	1	-	1	-	2	-	1	1	-	-	-	1	1	-	2	-	1	-	1	21
Long, Michael	2	2	3	4			1	2	6	4	1	2	-	3	1	4	1	7	1	-	2	2	1	8	2	59
Lucas, Scott			-	-	2	1	-	-	-	1	4	4	-	1	1	1	4	3	3	1	2	1	2	6	1	38
McVeigh, Mark																						1				1
Mercuri, Mark	5			1	-		3	-	2	-	1	4	-		2	2	2	-	2	1	1		-	4	3	33
Misiti, Joe	2	4	4	1	1	3	3	2	4	3	1	3	1	-	-	-	3	4	1	3	5	-	5	5	3	61
Moorcroft, Gary				1	2	1	1	2	3			3	1			-	3	-	-	-	1	-	-	1	1	20
Prior, Michael				-		1		-	1					1	-	-	-	-			2	-				5
Ramanauskas, Adam	1	1	1		3	3	-	1	2	1	1	-	1	1	1	2	2	-	1	2	3	2	2	5	2	38
Rioli, Dean	-	-																	2	3	1					6
Robran, Jonathon		1																		1	3	-				5
Solomon, Dean	1	1	-	2	-	3	3	1	-	-	-	2	2	2	3	3	2	4	-	3	1	2	4	2	2	43
Wallis, Dean	2	2	1	-	-	1	-		-	4	2		1	1		2							-	1	1	18
Wellman, Sean	-	1	-	-	2	2	4	2	1	-	-	1	2	-	2	-	1	2	2	-	-	1	-	1	1	25
Totals	38	32	28	25	29	49	36	26	38	48	38	51	31	19	32	32	42	41	34	38	33	23	32	66	50	911
Opponent	PA	RI	FR	HW	CA	WB	CW	BL	ME	AD	GE	SK	KA	SY	WC	PA	RI	FR	HW	CA	WB	CW	KA	CA	ME	
