Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Arnot, Matt				-																				
Astbury, David			-	-	-	-																		
Batchelor, Jake	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Chaplin, Troy	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Conca, Reece																	1	-					-	1
Cotchin, Trent	1	-	-	1	2	-	1	-	-	1	-	2	1	1	-	1	-	-	-	1		1	-	13
Deledio, Brett	2					-	2	-	1	-	1	-	2	3	-	-	-		1	-	2	1	-	15
Drummond, Nathan				-																				
Edwards, Shane	-		1	1	-	-		1	2	-	-	1	1	-						-	2	-	-	9
Ellis, Brandon	1	-	1	-	-	2	2	-	-	-	1	-	2	-	-	-	-	-	1	1	-	-	-	11
Ellis, Corey					1		-	-	-	-	-													1
Elton, Todd							-																	
Gordon, Nathan	-	1	-	1		1						1	1	1	-									6
Griffiths, Ben	1	1	2	2		-		-	-	2	-	-	2			2							2	14
Grigg, Shaun	2	-	1	-	-	-	-	-	-	-	-	1	-	-	1	-	-	1	1	1	1	1	-	10
Grimes, Dylan	-	-				-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	
Hampson, Shaun														1	2	-		-						3
Houli, Bachar	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
Hunt, Taylor	-	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	2
Knights, Chris			-																					
Lambert, Kane		1										1	1	-	-	1	1	1	-	1	-	-	-	7
Lennon, Ben					-										-	-	-	-	1	-	1	1		3
Lloyd, Sam	2	-	-	-	-											2	1	-	1	1	1	-		8
Maric, Ivan	-	-	-	1	-	1	-	1	-	-	1	-	-		-	-	-	-	-	-	-	-	-	4
Martin, Dustin	-	-	1	-	-	-	-	1	-	1	1	-	1	1	-	4	-	-	1	-	2	-	-	13
McBean, Liam							-		1															1
McDonough, Matt				-											1									1
McIntosh, Kamdyn	2	-	1	1	-	1	-	-	-	-	-	-	-	-	-	2	-	1	-	-	-	-	-	8
Menadue, Connor							1	-	1	-	-													2
Miles, Anthony	-	-	-	2	1	-	-	-	-	-	-	-	1	-	2	-	-	-	-	-	-	-	-	6
Morris, Steven	-	-	-	-	1	-	-	2	-	-	-			-					-	-				3
Newman, Chris	-	1	1		1	1						-	-	-	-	1	-	-	-	2	1	-	1	9
Petterd, Ricky		1																						1
Rance, Alex	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Riewoldt, Jack	-	4	-	4	-	2	-	-	2	1	3	1	-	1	4	2	2	-	-	-	2	2	-	30
Thomas, Matt																			-		-			
Vickery, Ty					1		-	1		-	-	1	2	1			1	-	-	-	-	1	1	9
Vlastuin, Nick	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Totals	13	10	8	13	7	9	6	6	7	5	8	8	14	9	10	15	6	3	6	7	12	7	4	193
Opponent	CA	WB	BL	ME	GE	NM	CW	PA	ES	FR	WC	SY	GW	CA	SK	FR	HW	AD	GC	CW	ES	NM	NM	
