Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Arnot, Matt				-																				
Astbury, David			-	-	1	-																		1
Batchelor, Jake	-	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	4
Chaplin, Troy	-	-	1		-	-	-	-	-	1	-	-	-	-	-	1	-	-	-	-	-	-	-	3
Conca, Reece																	-	-					-	
Cotchin, Trent	1	1	2	-	1	1	1	1	-	-	-	1	2	-	1	-	-	-	-	-		-	-	12
Deledio, Brett	-					-	2	-	1	1	-	2	-	2	1	-	-		1	1	-	2	1	14
Drummond, Nathan				-																				
Edwards, Shane	3		-	-	1	-		1	1	1	2	1	-	-						-	1	-	-	11
Ellis, Brandon	-	2	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	2	-	6
Ellis, Corey					-		1	-	-	2	-													3
Elton, Todd							-																	
Gordon, Nathan	-	-	1	-		-						-	-	-	-									1
Griffiths, Ben	-	1	1	-		-		-	1	1	1	1	-			-							-	6
Grigg, Shaun	-	-	1	-	-	-	3	1	-	-	-	-	1	-	-	1	-	-	1	-	-	-	-	8
Grimes, Dylan	-	-				-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	
Hampson, Shaun														-	-	-		-						
Houli, Bachar	1	-	1	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	2	-	-	1	-	6
Hunt, Taylor	-	-	1	-	1	2	1	-	-	1	1	-	-	-	-	1	1	-	-	1	-	-	-	10
Knights, Chris			-																					
Lambert, Kane		1										-	1	1	1	-	-	-	2	-	-	1	-	7
Lennon, Ben					-										-	1	2	1	2	-	-	-		6
Lloyd, Sam	-	-	1	-	-											-	-	-	-	2	-	-		3
Maric, Ivan	-	-	-	1	-	-	1	-	-	-	1	-	2		-	-	1	-	-	-	-	1	-	7
Martin, Dustin	-	-	2	-	-	-	-	-	-	-	-	2	1	-	-	1	1	2	1	-	-	1	-	11
McBean, Liam							-		-															
McDonough, Matt				-											-									
McIntosh, Kamdyn	1	1	-	-	-	-	-	-	-	-	-	-	-	1	1	-	1	1	-	1	2	-	3	12
Menadue, Connor							-	-	-	-	-													
Miles, Anthony	3	-	1	-	-	-	-	1	2	1	-	1	-	-	1	-	-	-	-	1	-	-	-	11
Morris, Steven	-	1	-	-	2	1	1	-	-	2	-			-					-	-				7
Newman, Chris	-	-	-		1	-						-	-	-	1	-	-	1	3	1	-	1	-	8
Petterd, Ricky		-																						
Rance, Alex	-	-	-	-	-	-	1	-	-	-	-	-	-	1	-	-	-	-	-	1	-	-	-	3
Riewoldt, Jack	1	-	2	1	-	-	2	1	1	-	1	-	1	1	1	-	-	-	2	3	1	3	1	22
Thomas, Matt																			-		1			1
Vickery, Ty					-		2	-		1	1	1	-	-			-	-	-	2	1	-	1	9
Vlastuin, Nick	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-	-	-	-	2
Totals	10	7	15	3	8	4	15	5	7	11	7	10	8	6	9	5	6	5	15	14	6	12	6	194
Opponent	CA	WB	BL	ME	GE	NM	CW	PA	ES	FR	WC	SY	GW	CA	SK	FR	HW	AD	GC	CW	ES	NM	NM	
