Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	Tot
Ablett, Gary	3	-						-	2	-	-	-	-	-	-	-		-	-	-	-	-	-	5
Barnes, John	-	-	-	-	-	-	-	-	-	-				-	-	-	-	-	-	-		-	-	
Biddiscombe, Craig									-	-	-	-	-	-	-	-	-				-			
Bizzell, Clint						-									-					-	-			
Breuer, Shayne	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	
Brown, Paul			-																					
Brownless, Bill				-	-	-	-	-	-	-	-	-	-	-										
Burns, Ronnie	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-			-	-	-	-	-	1
Colbert, Leigh	-	-	-	3	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4
Couch, Paul	2	-	-	-		-	-	-	-	-	-	-	-	-	-	1		-	3	-	-	-	-	6
Graham, Ben	-	-	-	-	-						-	-	-	-	-	-	-	-	-	-	-	-		
Hall, Derek	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		1	-	2	-	-	3
Handley, Steven													-			-	-	-	-	-	-	-	-	
Hocking, Garry	1	-	-	-	3	3	-	-	3	-	3	2	1	-	-	-	-	-	-	-	3	-	-	19
Kilpatrick, Glenn					-	-	-	-	-						1	3	-	-	-	-				4
King, Steven					-	-	-				-	-	-	-	-	-	-				-	-	-	
Lord, Aaron				-	-				-	-	-	-							-	-	-	-		
Lynch, Paul	-		-	-															-					
Mansfield, Michael	-	-	-	-	-	-	-	2	-	-			-	-	-	-	-	-	-	-	-	-	-	2
McGrath, Tim	-	-	-	-	-	-	-	-	-	-		-	-			-	-	2	-	-	-	-	-	2
McKinnon, Martin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-					-	
Mensch, David	-	-	-	-	-	-	-				2	1									-		-	3
Pickering, Liam	-	1	-	2	-	2	-	-	-	-	-							-						5
Riccardi, Peter	-	3	-	1	-	-	-	-	-	-	-	3	3	-	-	-	-	-	-	-		-	-	10
Robbins, Matthew																	-							
Sanderson, Brenton	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Sholl, Brad		-	-	-	1	-	-	-	-	-	-	-	2	-	-	-	-	3	-	-	-	-	-	6
Simpson, Sean			-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Snell, Jason	-	-																-						
Steinfort, Carl																						-	-	
Stoneham, Barry	-	-	-	-	-			-	-	-	-			-	-	-	-	-	-	-	-	-	-	
Tanner, Grant	-	-	-	-	-	-	-	-		-	-	-	-	-	-		-	-	-	-	-	-	-	
Tudor, Leigh	-	-				-	-	-				-	-	-	-	-	-	-						
Totals	6	4	0	6	4	5	0	2	6	1	5	6	6	0	1	4	0	5	4	0	5	0	0	70
Opponent	ME	SK	AD	WC	RI	NM	ES	CA	CW	BB	FO	FR	FI	SY	HW	ME	SK	AD	WC	RI	NM	CA	NM	
