Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	Tot
Ablett, Gary	2	-						3	3	1	-	-	1	2	-	-		1	-	1	1	-	2	17
Barnes, John	1	1	1	2	1	2	1	2	3	3				2	1	4	-	1	2	1		1	2	31
Biddiscombe, Craig									1	-	1	2	-	3	-	-	1				-			8
Bizzell, Clint						1									-					2	-			3
Breuer, Shayne	1	-	2	1	1	1	-	-	-	1	-	1	-	-			-	3	-	-	1	-	1	13
Brown, Paul			-																					
Brownless, Bill				1	1	-	1	3	3	2	-	-	3	1										15
Burns, Ronnie	-	-	2	-	2	3	2	-	-	2	-	1	-	2	2	1			-	2	-	2	1	22
Colbert, Leigh	5	6	2	1	4	1	4	1	-	2	2	2	-	2	1	2	1	3	1	-	3	3	-	46
Couch, Paul	3	1	-	-		-	1	-	2	-	-	-	-	-	-	1		-	2	1	2	-	-	13
Graham, Ben	1	1	-	1	1						1	-	-	1	-	-	2	1	-	-	-	-		9
Hall, Derek	-	-	2	1	1	1	1	-	2	-	1	-	1	-	1	-	-		1	-	1	-	-	13
Handley, Steven													-			2	1	2	1	1	-	-	-	7
Hocking, Garry	2	2	1	1	1	1	2	2	-	-	2	1	1	1	1	1	-	3	3	-	2	2	3	32
Kilpatrick, Glenn					1	-	-	-	-						1	1	-	-	-	-				3
King, Steven					1	-	1				-	1	3	-	3	1	-				3	-	-	13
Lord, Aaron				1	1				-	1	1	1							-	1	-	1		7
Lynch, Paul	-		-	-															-					
Mansfield, Michael	2	3	1	-	2	-	-	1	-	2			3	-	1	2	1	1	1	3	-	2	2	27
McGrath, Tim	2	1	1	2	-	1	1	-	2	-		1	-			2	1	1	-	-	1	-	3	19
McKinnon, Martin	1	1	2	-	-	-	1	-	-	1	1	-	-	1	1	-	1	-					1	11
Mensch, David	-	2	7	-	1	-	2				-	2									1		-	15
Pickering, Liam	1	1	1	-	1	1	-	2	-	1	1							2						11
Riccardi, Peter	3	4	1	2	4	3	-	3	-	2	1	2	-	2	-	2	-	4	2	-		-	-	35
Robbins, Matthew																	-							
Sanderson, Brenton	-	2	4	2			2	-	-	-	3	1	1	2	-	3	1	1	-	2	-	3	1	28
Sholl, Brad		2	1	1	1	-	2	-	-	-	1	1	1	-	1	1	3	2	1	1	1	2	1	23
Simpson, Sean			1		1	2	-	1	-	1	1	3	-	2	1	-	1	2	-	2	1	-	2	21
Snell, Jason	-	-																-						
Steinfort, Carl																						-	-	
Stoneham, Barry	1	1	3	1	3			1	-	1	1			1	4	1	1	3	1	2	-	1	2	28
Tanner, Grant	1	-	-	-	1	3	2	2		1	-	1	3	1	-		3	1	1	2	3	6	-	31
Tudor, Leigh	1	-				-	1	-				1	1	1	1	-	-	1						7
Totals	27	28	32	17	29	20	24	21	16	21	17	21	18	24	19	24	17	32	16	21	20	23	21	508
Opponent	ME	SK	AD	WC	RI	NM	ES	CA	CW	BB	FO	FR	FI	SY	HW	ME	SK	AD	WC	RI	NM	CA	NM	
