Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	Tot
Ablett, Gary	9	6						3	9	4	5	3	6	2	6	-		2	7	2	3	1	1	69
Barnes, John	-	-	2	1	2	2	2	1	-	-				1	-	-	2	-	-	-		1	2	16
Biddiscombe, Craig									1	-	-	-	-	-	-	-	-				-			1
Bizzell, Clint						-									-					-	-			
Breuer, Shayne	1	2	2	2	1	2	-	1	-	-	2	1	-	-			-	1	1	-	-	-	-	16
Brown, Paul			1																					1
Brownless, Bill				2	4	1	5	1	1	2	1	-	-	3										20
Burns, Ronnie	1	2	2	1	2	1	2	1	2	3	1	2	2	-	1	1			2	1	1	2	1	31
Colbert, Leigh	-	2	-	1	-	1	2	1	-	-	1	-	2	-	-	1	-	2	1	1	2	1	1	19
Couch, Paul	1	-	-	-		-	-	-	-	-	1	1	-	-	-	-		-	-	2	-	-	-	5
Graham, Ben	-	-	-	-	-						-	-	-	-	-	-	-	-	-	1	1	-		2
Hall, Derek	1	2	-	-	-	3	-	2	1	-	1	3	4	-	-	2	1		-	1	2	-	1	24
Handley, Steven													-			-	-	2	-	-	-	-	-	2
Hocking, Garry	2	1	-	-	-	-	1	-	1	-	2	2	4	-	-	1	1	1	2	-	1	-	2	21
Kilpatrick, Glenn					-	-	-	-	-						-	-	-	-	-	-				
King, Steven					-	-	-				-	1	1	1	-	-	-				-	-	-	3
Lord, Aaron				-	1				-	1	-	1							-	-	1	-		4
Lynch, Paul	-		-	-															-					
Mansfield, Michael	-	-	-	1	-	-	-	4	5	-			-	-	1	-	3	3	2	-	-	1	-	20
McGrath, Tim	-	1	-	-	-	-	-	-	-	-		-	-			-	-	-	-	-	-	1	-	2
McKinnon, Martin	3	1	1	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-					-	8
Mensch, David	1	2	-	-	-	-	-				4	1									-		-	8
Pickering, Liam	1	1	1	2	-	-	1	-	-	1	-							-						7
Riccardi, Peter	3	3	-	4	3	2	2	1	1	2	-	1	1	1	-	2	1	1	1	-		-	-	29
Robbins, Matthew																	-							
Sanderson, Brenton	1	1	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
Sholl, Brad		-	-	-	-	-	-	-	-	1	-	-	1	1	-	1	-	1	-	-	1	2	-	8
Simpson, Sean			-		-	-	-	-	-	-	-	-	-	-	1	-	-	1	-	1	-	-	-	3
Snell, Jason	3	-																-						3
Steinfort, Carl																						-	-	
Stoneham, Barry	-	1	3	1	-			-	-	-	-			-	-	-	1	-	2	-	2	-	-	10
Tanner, Grant	-	1	-	1	-	1	1	-		-	2	-	2	-	-		1	-	-	-	2	-	1	12
Tudor, Leigh	-	-				-	1	-				1	2	2	1	2	1	1						11
Totals	27	26	12	16	13	13	17	15	21	14	20	17	25	11	10	13	11	15	18	9	16	9	9	357
Opponent	ME	SK	AD	WC	RI	NM	ES	CA	CW	BB	FO	FR	FI	SY	HW	ME	SK	AD	WC	RI	NM	CA	NM	
