Player	R1	R2	R3	R5	R6	R7	R8	R9	R10	R11	R12	R13	R15	R16	R17	R18	R19	R20	R21	R22	R23	R24	EF	Tot
Archer, Daniel		1																						1
Armitage, David	-	-	1	-	-	1	-	-	-	-	1	1	-	-	-	1	-	1	-	-	-		-	6
Baker, Steven	-	-		-	1	-	-			1	-	-								-				2
Blake, Jason	-	-			1	1		1	1									1	-	-	-	1	-	6
Clarke, Raphael	-	-	-			-					1	-	-	-	-	-	-	1	-	-	-	1	-	3
Cripps, Jamie					1	-	-	-																1
Dal Santo, Nick	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	1	-	2
Dawson, Zac	2	-	-	-	-		1	1	1	-	-	2	1	1	2	-	-		1		1	-	1	14
Dempster, Sean	1	-	-	1	-	-	2	1	-	-	-	-	-	-	-	-	-	-	-	2	-	-	2	9
Fisher, Sam	1	2	2	-	-	6	3	1	-	-	5	2	1	-	2	1	-	-	1	1	-	-	1	29
Gamble, Ryan	-	2	1								-	1	-	1	-	1	-	-						6
Gardiner, Michael																						1		1
Geary, Jarryn																-	-	-	-	1	-	-	-	1
Gilbert, Sam	1	1	3	1	-	1	1	1	1	3	-	4	1	-	-	-	-	1	2	1	-	1	1	24
Goddard, Brendon	-	1	-	-	-	-	-	1	-	2	-	-	1	3	1	-	-	1	-	1	-	1	1	13
Gram, Jason	-	-	-	-	-	-	-				-	-	-	1	-	-	-	-	1	-	-	-	-	2
Gwilt, James	-	1	-	-	-	1	3	2	-	-	-	-	-	-	-									7
Hayes, Lenny	-	-																						
Johnson, Will					-																			
Jones, Clinton	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Koschitzke, Justin				-		4	1	-				2			2	3	1	1	-		1	2	3	20
Ledger, Tom										-	-													
Lynch, Tom									-				-	2			-			1				3
McEvoy, Ben	2	1	2	1	1	5	1		2	2	4	3	5	1	2	4	5	-	3	-	2	-	5	51
McQualter, Andrew	-			-	-	-	-																	
Milne, Stephen	-	1	-	-	-	1	-	-	2	-	-	-	1	1	-	-	2	-	1	2	-	1	1	13
Montagna, Leigh	-	-	-	-	1	-		1	1	-		-	-	1	-	-	-	-	-	-	1	-	-	5
Peake, Brett	-	-	-					1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	2
Polo, Dean							1	-	1	-			-	-	-	-	-	-	1	-	3	-	-	6
Ray, Farren	-	-	1	4			-	-	-	1	1	-	-	-	-	-	-	-	1	-	2	-	-	10
Riewoldt, Nick	4	-	2	1	-	2	1	1	-	2	2	1	2	-	1	1		1	-	2	4	1	-	28
Schneider, Adam			-	-	1	-	-	1	1	1	-	-	1	1	2	-	-	-	1	-	-	-	-	9
Simpkin, Tom										-	1													1
Siposs, Arryn						-	-	-	-	-														
Smith, Alistair			-	-	-																			
Stanley, Rhys			1	-																				1
Steven, Jack			-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	1
Winmar, Nick								-	-															
Totals	11	10	13	8	6	23	14	12	10	12	15	17	14	12	12	11	8	7	13	11	14	10	15	278
Opponent	GE	RI	ES	BL	AD	CA	HW	ME	FR	CW	WB	GE	NM	PA	WC	AD	GC	FR	CW	SY	NM	CA	SY	
