Player	R1	R2	R3	R5	R6	R7	R8	R9	R10	R11	R12	R13	R15	R16	R17	R18	R19	R20	R21	R22	R23	R24	EF	Tot
Archer, Daniel		1																						1
Armitage, David	3	4	5	2	3	4	1	2	3	5	5	8	1	2	1	1	5	3	1	1	2		2	64
Baker, Steven	1	1		3	2	3	2			1	3	1								1				18
Blake, Jason	4	4			3	3		1	1									3	1	2	-	1	1	24
Clarke, Raphael	-	-	2			3					2	-	-	2	2	3	4	1	1	2	1	2	3	28
Cripps, Jamie					1	-	3	1																5
Dal Santo, Nick	2	1	4	1	1	2	1	1	1	3	-	1	3	3	1	2	2	3	5	4	3	1	5	50
Dawson, Zac	1	-	-	3	4		1	1	4	5	2	1	6	1	-	3	-		1		2	1	-	36
Dempster, Sean	2	3	1	-	4	1	4	-	2	4	-	1	-	1	-	-	3	1	3	3	1	5	3	42
Fisher, Sam	1	2	1	3	1	2	3	3	1	-	-	3	3	5	1	2	1	1	4	7	3	1	1	49
Gamble, Ryan	5	1	-								1	1	2	3	2	3	2	-						20
Gardiner, Michael																						2		2
Geary, Jarryn																1	-	1	3	2	1	1	2	11
Gilbert, Sam	3	7	4	7	2	1	2	6	2	1	3	4	3	-	1	2	2	3	5	4	1	5	3	71
Goddard, Brendon	4	1	2	3	4	1	3	1	1	4	3	5	-	3	1	1	3	1	5	3	1	2	3	55
Gram, Jason	2	4	7	4	2	1	1				5	3	2	2	-	2	-	2	2	3	1	-	3	46
Gwilt, James	2	3	4	1	-	2	-	1	2	2	2	1	4	4	1									29
Hayes, Lenny	3	3																						6
Johnson, Will					1																			1
Jones, Clinton	2	1	2	2	8	2	3	2	1	3	2	4	3	3	1	3	3	3	2	3	-	3	4	60
Koschitzke, Justin				2		2	2	1				1			3	2	1	1	4		2	3	2	26
Ledger, Tom										2	2													4
Lynch, Tom									2				2	2			2			2				10
McEvoy, Ben	1	1	3	-	3	2	-		-	1	1	-	2	1	1	1	1	-	-	1	-	2	-	21
McQualter, Andrew	2			-	1	3	1																	7
Milne, Stephen	2	2	4	1	3	1	4	6	3	2	2	2	1	5	4	3	-	2	1	5	2	5	4	64
Montagna, Leigh	5	6	3	4	2	1		2	5	-		1	7	4	2	2	6	4	-	2	1	3	5	65
Peake, Brett	2	1	-					1	1	6	2	3	3	3	3	1	1	3	4	1	1	2	1	39
Polo, Dean							4	1	1	5			4	3	2	2	2	4	1	5	2	5	5	46
Ray, Farren	5	4	2	3			-	3	6	3	5	2	1	-	1	1	7	1	-	-	2	-	2	48
Riewoldt, Nick	2	-	2	2	2	3	2	1	2	-	4	-	5	2	6	3		2	-	4	3	-	3	48
Schneider, Adam			3	4	3	1	3	1	2	1	1	-	4	6	3	2	2	3	2	3	1	5	2	52
Simpkin, Tom										3	1													4
Siposs, Arryn						1	1	2	-	1														5
Smith, Alistair			4	4	2																			10
Stanley, Rhys			2	-																				2
Steven, Jack			1	2	7	-	2	4	3	4	4	1	5	2	2	4	3	1	2	4	-	2	3	56
Winmar, Nick								1	2															3
Totals	54	50	56	51	59	39	43	42	45	56	50	43	61	57	38	44	50	43	47	62	30	51	57	1128
Opponent	GE	RI	ES	BL	AD	CA	HW	ME	FR	CW	WB	GE	NM	PA	WC	AD	GC	FR	CW	SY	NM	CA	SY	
