Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	Tot
Baker, Steven	-	-	-	-	-	-	-	-	-	-	-	-	-	-		1	-	-	-	-	1	-	2
Ball, Luke	-	-	-	-	3	-	-	1	-							1	-	-	-	1	-	-	6
Black, Heath	-	-	-		-	-	-	1	-	-	-	-	-	-	-	-	-						1
Blake, Jason	-											-			1	-	1	-	1	-	-	1	4
Brooks, Barry	-	-		-	-	-																	
Burke, Nathan	1	1	-	1	-	1	2	1	-	-	-	-	-	-	-	-	-		3				10
Capuano, Matthew	1	-	-				-	-	-														1
Clarke, Xavier	-	1	-	1	-	-	-	1	-	-	-	-	-	1	1	-	-	4	2	3	2	-	16
Dal Santo, Nick															-	-	1	1	-	1	-	-	3
Ferguson, Matthew												1											1
Fisher, Leigh																		-	-	-	-	-	
Gehrig, Fraser	1	-	5	4	5	-	4	6	3	2	1	2	1	2	-	10		4	5	9	4	2	70
Goddard, Brendon				1	-	-	-	1	-	-	1	-	-	-	-		1	-	2	1	1	-	8
Hamill, Aaron		2		3	3	3	3	2	-	3	2			4	-	2	1	-	-	-	1	2	31
Harvey, Robert	1	-	1	-	1	-	2	-	-	-	-	1	-	-	-	-	-	-	-	2	1	-	9
Hayes, Lenny	1	-	-	-	-	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	3
Hudghton, Max	-	1	-	1	-	-	-	-					-	-	-	-	-	-	2	-	-	-	4
Jones, Austinn	1	-	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	1	4
Knobel, Trent										-	1		-	-									1
Koschitzke, Justin		3	-	1	1	3	1	-					3	1	-	-	-	-	-	-	1	1	15
Lawrence, Steven				1	1	5	-	-	2	-	-	2	1	-	1	-							13
Maguire, Matt	-						-	-	-	1	1	-	-	-	-	-	1	-	1	-	1	-	5
Milne, Stephen	1	1	-	3	6			2	1	-	1	4	1	-	-		-						20
Montagna, Leigh			-	-	-	-									-	-	-	-	1	1	-	-	2
Moyle, Brett	-	1	-	-	-	-					-	-											1
Murray, Allan										4	-	1	1					-		2	-		8
Oliver, Chris												-											
Peckett, Justin			1	-		1	-	1	1	-	-	-	-	-	-	-	-					-	4
Penny, Luke	-	-	-	-	-	-	-	-	-	-	-							-	-	-	-	-	
Powell, Stephen	-	-	1	-	1	1	-	-	-	1	1	-	1	-	-	1	-	-	1	1	2	-	11
Riewoldt, Nick	1	1	2	1	3	3	4	-	1	1	5	3	5	-	1	1	-	1	4	1	-	1	39
Schwarze, Troy	-	-	-						-	-	-	-	-	-									
Thompson, Andrew	1	-	-	-	1	1	-	1	-	1			-	-	-				-	-	-	1	6
Voss, Brett							-		1	-	-	1	-	-	-	-	-	-	1	-	-	1	4
Wulf, Daniel	3	1	-													1	1	1					7
Totals	12	12	10	17	25	20	16	17	9	14	13	15	13	8	4	18	6	11	23	22	14	10	309
Opponent	KA	AD	WC	RI	GE	WB	CA	FR	CW	HW	BL	PA	ME	ES	SY	KA	AD	WC	RI	CA	WB	GE	
