Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Banfield, Drew	-	-	-	-	-	-		-	-	-	-	-	-	1	1	-	-	-	-	-	-	1	-	3
Braun, Michael	1	1	-	-	-	-	-	-	-	-	-			-	-	-	-	1		2	-	-	-	5
Carroll, Trent							-										2			3	1			6
Chambers, Callum	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	1	-	-	-		1
Collica, Michael	-	2	1	1	1	-	-	-	-	3	-	1	1	1	-	-	2	-	-	1	-	-	-	14
Cousins, Ben	-	-	-	-	2	-	1	-	1	-	-	1	1	-	-	-	-	-	-	-	-	-	-	6
Cox, Dean	-	-			-	1	-	-	-	-	3	1	-	1	1	2	2	2	-	1		-		14
Embley, Andrew	1	1	-	-	-	-	-	2	-	2	1	1	-	-	-				-	1	-			9
Fletcher, Chad	-	-	-	-			-	-	1	-	-	-	-	-	-	-	-	-	-	-				1
Gardiner, Michael	1	1	2	-	3	1							2		1	1	2	-	1	2	2	1	-	20
Gaspar, Travis			1	-	3	-	1	-	-	1	-	-												6
Glass, Darren	1	2	1	-	-	-				1		-	1	-						2	1			9
Green, Kasey					-	1	-							4	4	2	-	1	-	1	-	-	1	14
Haynes, David			-			1	1	-			-	-				1	-	-				-	-	3
Humm, Jeremy								-	-	-												-	1	1
Hunter, Adam			1	1					-	1	1	3	-	-	1	1	1	2	2	1	1	1	-	17
Jakovich, Glen	-	1	2	-	2	-	-	2	-		1	1	4	1	2	1	1	1	1	1	-	1	2	24
Jones, Rowan	-	-	-	1	-	-	-	-	-	2	1	2	1											7
Judd, Chris		-	-	-	1	-	-	-	-	-	-	-	1	-	1	1	-	-	-	-	1	-	-	5
Kerr, Daniel	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	1	1	-	-	-	-	-	3
Lynch, Quinten												-	2	-	1	-	-	-	1	-	-		-	4
Matera, Peter	1	-	-	1	-	-	1				-	-	1	-	-				-	-	-	-	-	4
Matera, Phillip	1	-	-	-			-	-	1	-	-	1	1	-	-	1	1	-	-	-	-	3	-	9
McDougall, Andrew																						1	-	1
McIntosh, Ashley	-	-		-			2	-	-	1	2	-	1	-	1	-	-	1	1		-	1	-	10
Merenda, Mark	-				-	-					-	-	-	1										1
Munro, Kane						-																-	1	1
Prior, Michael																-			-					
Sampi, Ashley														-						-	-		1	1
Sierakowski, David									1	1	1						2	1	-					6
Taylor, Richard	-	-	-	-	-													1				1		2
Tuckey, Brent	1	-						-																1
Williams, Andrew	-	1	-	-	-	-	-	-	-	-		-	1		-	-	3	-	-		-			5
Wilson, Troy	3	1	-	-	4	-	-	1	3	1					-	-						4	-	17
Wirrpanda, David	1	-	-	-	-		1	-	1	-	1	-	-	1	2	-	1	1	1	2	-		-	12
Wooden, Josh					-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Totals	11	10	8	4	16	4	7	5	8	13	11	11	18	10	15	10	18	12	8	17	6	14	6	242
Opponent	FR	CW	WB	ME	BL	PA	KA	RI	HW	SK	SY	CA	AD	GE	ES	FR	CW	WB	ME	BL	PA	KA	ES	
