Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	GF	Tot
Akermanis, Jason	6	-	-	1	4	-	-	-	1	1	-	2	3	-	-		-	5	1	2	-	1	-	2	1	2	32
Ashcroft, Marcus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-		-	1
Black, Simon	-	-	-	1	1	-	1	-	1	2	1	1	1	-	-	1	1	-	-	-	-	-	-	3	-	-	14
Bradshaw, Daniel	2	2	2		1	1	-	-	-	-	-		-	-	3	1	-	-	-	-	1	-	-	-	1	-	14
Brennan, Jared				1	-	3	-	-			-	1															5
Brown, Jonathan	-	-		1	-	2			-					3	-	-	1	-	-	4	-	1	1	1	1	-	15
Caracella, Blake	-		1					2	3	-	1	1				-	2	1	2	-	1	1	-	1	-	-	16
Charman, Jamie	1	-	1	-	-	1	-	2	-	-	-	1	-	-	-	-	-	1	-	-	1	-	-	-	2	-	10
Copeland, Robert									-	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	2
Gram, Jason													-	-													
Hadley, Richard																								-	-	1	1
Hart, Shaun	-	-	-	3	-	-	2	-	2	-		-	1	-	-	-	1	-	1	1	-	1	1	-	-	-	13
Johnson, Chris	1	-	-	-	-	-	-	-	-	-	-	-	-						-	-	-	-	-	-	1	-	2
Keating, Clark															-	-	-	1	1	1	1	-	-	-	1	1	6
Lappin, Nigel	1	2	-	-	1	1	-	-	-	2	1	-	1	1	-					2	1	-	-	1	1	-	15
Leppitsch, Justin	-	-	1	-	-	-	1	-	-	-	-	-	-	-	-	-					-	-	1	-	-	-	3
Lynch, Alastair	3	1		-			2	1	1	5	2	2	4		1	3	4	-	1	-	-	2	-	1	1	2	36
McDonald, Beau			-	-	-		-		1	-	-		-	-													1
McGrath, Ashley		-	-	-	-	-	-			-	-	-	-	-	-	1	-	-	-	-		3	1	1	2	1	9
McLaren, Dylan	-	-				-		-				-															
McRae, Craig				-	2	1	-	2	-	-	1	-	-	1	1	1	1	3	-		1			1	1	1	17
Michael, Mal	-	-	-	1	-	-	-	-	-			-	-	-	-	-	-	1	-	-	-		-	-	-	-	2
Morrison, Shane			-					-																			
Notting, Tim	-	-	-	1	1	1	-									1	-	1	-			1	1		-		7
Pike, Martin	-	1	-	-	2	1	-	-	1	-	1	1	-	-	-	-	1	-	-	1	-		-	1	-	1	11
Power, Luke	1	-	-	-	-	-	-	-	1	-	-	1	-	-	-	-	-	2	2	2	-	-	1	1	-	1	12
Scott, Brad	1	-	-	-	1	1	-	1	-	-	-	1	-	1	-	-	1	-	-	1	-	-					8
Scott, Chris	-	-	-	-	-	-	1	-	-	-	-			-	-	-		-		-	-	1	-				2
Shattock, Aaron	1	-	-					-	-	-	-	-	-	-	-	-	-	-	-	-	-	-					1
Voss, Michael	1	-	2	1	-	1	-	1	1	1	-		2	2	1	2	-	-	-	-	-	-	-	-	-	2	17
Weller, Luke												-	-	-			-										
White, Darryl	-	-	-	-	-	-	1			1	-	-			-	-	-	-	-	-		-	-	-	-	-	2
Totals	18	6	7	10	13	13	8	9	12	12	7	12	13	8	7	10	12	15	8	14	6	11	6	13	12	12	274
Opponent	ES	PA	KA	CW	WB	GE	SY	AD	CA	ME	SK	WC	RI	FR	HW	ES	PA	KA	CW	SY	GE	WB	CW	AD	SY	CW	
