Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	GF	Tot
Akermanis, Jason	-	-	1	1	-	-	1	1	1	1	1	1	-	-	1		3	-	-	-	1	3	1	1	-	1	19
Ashcroft, Marcus	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	-	1	-	-		-	3
Black, Simon	1	-	1	-	-	2	1	1	-	-	-	2	-	-	-	-	2	2	-	-	1	1	-	-	-	1	15
Bradshaw, Daniel	-	-	2		-	-	-	1	1	-	-		2	-	-	2	-	-	-	-	1	-	-	1	1	-	11
Brennan, Jared				-	-	-	-	-			-	1															1
Brown, Jonathan	1	2		1	-	-			1					-	-	2	2	-	-	1	1	4	1	1	-	2	19
Caracella, Blake	-		1					1	2	1	1	1				1	-	2	-	-	-	1	-	-	1	-	12
Charman, Jamie	-	-	1	-	-	1	-	1	-	-	-	-	-	1	-	1	-	-	1	-	-	-	-	-	-	-	6
Copeland, Robert									-	1	2	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	4
Gram, Jason													1	-													1
Hadley, Richard																								-	-	-	
Hart, Shaun	-	-	1	-	-	-	-	-	1	-		-	1	2	-	-	-	1	-	-	-	1	1	-	-	-	8
Johnson, Chris	-	-	-	-	-	-	-	-	3	-	-	1	-						-	-	-	1	-	-	-	-	5
Keating, Clark															1	-	-	-	-	-	1	-	-	1	-	1	4
Lappin, Nigel	-	-	-	1	-	1	-	-	-	1	-	1	-	-	-					1	-	1	-	-	-	-	6
Leppitsch, Justin	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-					-	-	-	-	-	-	1
Lynch, Alastair	1	-		-			1	-	1	1	-	-	2		1	-	1	1	2	-	-	1	-	-	-	-	12
McDonald, Beau			-	-	-		-		-	1	-		1	-													2
McGrath, Ashley		-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-		-	-	1	-	1	2
McLaren, Dylan	-	-				-		-				-															
McRae, Craig				-	1	-	-	1	2	-	-	-	-	-	-	1	-	3	-		-			-	-	1	9
Michael, Mal	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	1	-	-	-		-	-	-	-	1
Morrison, Shane			1					-																			1
Notting, Tim	-	-	-	-	-	2	-									-	-	-	-			-	-		-		2
Pike, Martin	1	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	1	4
Power, Luke	-	-	-	1	1	1	-	1	-	2	-	-	1	-	1	1	1	1	-	-	4	1	-	2	-	-	18
Scott, Brad	-	1	1	-	1	-	-	-	-	1	-	-	-	-	-	-	-	1	1	-	1	-					7
Scott, Chris	-	-	-	-	-	1	-	-	-	-	-			-	-	-		-		-	-	-	-				1
Shattock, Aaron	1	-	-					-	1	-	-	1	-	1	-	1	-	-	-	-	1	2					8
Voss, Michael	-	1	2	1	2	-	-	1	2	2	1		1	1	1	1	-	1	2	-	2	1	-	2	-	1	25
Weller, Luke												-	-	-			-										
White, Darryl	-	1	-	-	1	-	-			-	-	-			-	-	-	-	-	-		1	1	-	-	-	4
Totals	5	5	11	5	6	8	6	8	15	12	6	8	9	5	5	10	9	13	6	2	13	19	4	9	3	9	211
Opponent	ES	PA	KA	CW	WB	GE	SY	AD	CA	ME	SK	WC	RI	FR	HW	ES	PA	KA	CW	SY	GE	WB	CW	AD	SY	CW	
