Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	GF	Tot
Akermanis, Jason	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	
Ashcroft, Marcus	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	
Black, Simon	-	-	-	-	1	-	1	-	-	-	-	1	-	-	-	-	1	-	-	1	-	-	-	-	-	-	5
Bradshaw, Daniel	-	-	-		-	1	1	-	1	3	-		-	-	-	1	-	-	1	-	-	-	-	-	-	1	9
Brennan, Jared				-	-	-	-	-			-	-															
Brown, Jonathan	1	-		1	2	-			1					2	-	-	-	-	-	-	-	-	-	-	2	-	9
Caracella, Blake	-		-					1	-	-	-	-				1	-	-	-	-	-	-	-	-	-	-	2
Charman, Jamie	13	13	9	11	7	13	17	25	17	10	17	23	10	15	15	23	13	15	8	16	13	27	11	11	21	24	397
Copeland, Robert									-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Gram, Jason													-	-													
Hadley, Richard																								-	-	-	
Hart, Shaun	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Johnson, Chris	-	-	-	-	-	-	-	-	-	-	-	-	-						-	-	-	-	-	-	-	-	
Keating, Clark															13	8	19	15	18	30	25	17	16	20	16	27	224
Lappin, Nigel	-	-	-	-	1	-	-	-	-	-	-	1	-	-	-					-	-	-	1	-	1	-	4
Leppitsch, Justin	-	-	-	3	2	5	-	-	-	-	-	-	3	-	1	-					-	-	-	-	-	-	14
Lynch, Alastair	-	-		-			-	-	-	-	-	-	2		-	-	2	-	-	-	1	-	1	-	-	-	6
McDonald, Beau			31	21	27		12		14	22	11		10	4													152
McGrath, Ashley		-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	
McLaren, Dylan	18	6				8		4				15															51
McRae, Craig				-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-			-	-	-	
Michael, Mal	-	-	4	1	2	2	-	-	1			-	-	-	-	1	2	-	7	2	2		3	1	3	1	32
Morrison, Shane			-					-																			
Notting, Tim	-	-	-	-	1	-	-									-	-	1	-			-	-		-		2
Pike, Martin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	
Power, Luke	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Scott, Brad	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-					1
Scott, Chris	-	-	-	-	-	1	1	-	-	-	-			-	-	-		-		-	-	-	-				2
Shattock, Aaron	-	-	-					-	-	-	-	-	-	-	-	-	1	1	-	-	-	-					2
Voss, Michael	-	-	-	2	-	-	-	-	1	-	-		1	-	-	-	-	-	1	-	-	-	-	-	-	-	5
Weller, Luke												-	2	-			-										2
White, Darryl	1	3	4	2	-	1	3			2	2	1			2	-	-	2	3	2		-	5	1	-	2	36
Totals	33	22	48	41	43	31	35	30	35	37	31	42	28	21	31	34	38	34	38	51	41	44	37	33	43	55	956
Opponent	ES	PA	KA	CW	WB	GE	SY	AD	CA	ME	SK	WC	RI	FR	HW	ES	PA	KA	CW	SY	GE	WB	CW	AD	SY	CW	
