Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	GF	Tot
Akermanis, Jason	1	3	3	1	1	1	2	2	1	-	1	-	1	-	-		1	-	1	1	-	-	1	1	1	-	23
Ashcroft, Marcus	-	-	-	-	-	1	3	-	-	-	-	1	-	-	-	-	-	-	2	-	-	1	-	-		-	8
Black, Simon	3	-	2	1	2	2	2	-	1	1	-	1	-	1	2	1	-	3	2	-	-	-	-	1	-	-	25
Bradshaw, Daniel	-	1	1		-	1	-	-	-	-	1		1	1	-	-	-	-	1	-	-	-	1	-	-	-	8
Brennan, Jared				-	-	-	-	-			1	-															1
Brown, Jonathan	1	3		1	2	-			1					3	-	1	1	1	-	1	2	2	1	-	1	2	23
Caracella, Blake	-		-					1	1	-	-	-				-	-	2	-	-	-	-	-	-	-	1	5
Charman, Jamie	-	4	-	1	1	1	1	-	-	-	2	-	3	5	1	1	-	1	1	-	1	2	1	-	3	2	31
Copeland, Robert									-	1	-	-	-	3	-	2	-	1	1	-	-	1	1	1	1	2	14
Gram, Jason													-	-													
Hadley, Richard																								-	-	-	
Hart, Shaun	-	-	-	-	-	-	1	1	-	-		-	-	3	-	1	1	-	-	-	-	-	1	2	-	1	11
Johnson, Chris	1	1	2	1	2	1	-	1	3	1	3	-	-						-	1	1	1	1	-	-	1	21
Keating, Clark															1	-	1	-	-	2	-	1	-	-	1	3	9
Lappin, Nigel	1	1	-	-	-	-	1	-	-	1	-	-	-	-	1					-	1	1	-	-	1	-	8
Leppitsch, Justin	-	1	-	-	2	1	1	-	-	-	1	1	2	2	-	-					1	-	-	-	-	-	12
Lynch, Alastair	2	-		3			1	1	2	2	1	1	1		2	2	2	1	2	-	1	1	-	1	1	1	28
McDonald, Beau			1	-	2		1		2	-	-		1	1													8
McGrath, Ashley		-	3	-	1	-	-			-	2	-	-	-	2	2	-	-	1	1		-	1	1	2	1	17
McLaren, Dylan	-	-				-		-				-															
McRae, Craig				1	-	-	-	-	2	-	-	-	-	-	-	1	-	-	-		-			1	-	1	6
Michael, Mal	1	-	1	-	-	-	-	1	-			-	1	-	-	-	2	-	2	-	1		1	2	1	-	13
Morrison, Shane			-					-																			
Notting, Tim	-	-	1	-	-	1	-									-	1	-	-			-	1		1		5
Pike, Martin	2	1	-	1	-	-	-	-	-	-	1	1	1	1	1	-	-	-	1	-	-		-	1	-	2	13
Power, Luke	1	2	-	-	-	-	-	-	1	-	-	2	-	-	-	-	-	-	-	1	-	-	-	1	1	1	10
Scott, Brad	2	-	1	-	1	-	-	-	1	1	-	-	-	1	-	2	-	2	-	-	-	-					11
Scott, Chris	2	-	4	1	-	-	-	1	1	2	4			-	2	-		1		-	-	1	-				19
Shattock, Aaron	-	-	-					-	-	-	-	-	-	-	-	1	-	1	-	-	1	-					3
Voss, Michael	2	1	-	1	-	1	-	1	1	-	1		1	-	1	1	1	-	1	-	-	-	1	-	1	-	15
Weller, Luke												-	-	-			-										
White, Darryl	1	2	-	-	1	2	-			-	-	-			-	2	1	-	1	1		1	1	-	2	-	15
Totals	20	20	19	12	15	12	13	9	17	9	18	7	12	21	13	17	11	13	16	8	9	12	12	12	17	18	362
Opponent	ES	PA	KA	CW	WB	GE	SY	AD	CA	ME	SK	WC	RI	FR	HW	ES	PA	KA	CW	SY	GE	WB	CW	AD	SY	CW	
