Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	GF	Tot
Akermanis, Jason	3	1	-	-	4	1	-	-	2	-	-	-	2	5	2		-	-	1	1	-	12	1	3	-	2	40
Ashcroft, Marcus	1	2	-	-	1	-	-	-	-	2	3	-	-	-	-	-	-	-	-	-	-	-	1	-		-	10
Black, Simon	-	-	-	1	-	-	1	-	1	-	-	3	3	4	-	1	-	1	-	1	1	-	-	3	-	-	20
Bradshaw, Daniel	-	-	2		-	-	-	-	1	-	-		-	-	-	-	-	-	1	-	-	-	-	-	-	-	4
Brennan, Jared				-	3	-	-	-			-	-															3
Brown, Jonathan	1	1		-	-	-			-					-	-	-	-	-	-	-	-	-	-	-	-	-	2
Caracella, Blake	-		-					2	-	2	-	1				-	2	-	-	-	-	1	-	-	2	-	10
Charman, Jamie	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Copeland, Robert									-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	1	-	-	5
Gram, Jason													-	-													
Hadley, Richard																								-	-	-	
Hart, Shaun	-	1	1	1	1	1	-	1	5	-		-	-	-	1	-	-	4	2	-	-	-	-	-	-	-	18
Johnson, Chris	-	3	6	1	4	1	4	1	5	-	1	2	5						-	-	2	4	3	3	1	2	48
Keating, Clark															-	-	-	-	-	-	-	-	-	-	-	-	
Lappin, Nigel	-	-	1	-	4	4	-	-	6	2	5	-	-	1	7					1	-	-	1	-	-	-	32
Leppitsch, Justin	-	1	-	1	3	3	-	1	3	9	5	2	1	4	1	-					6	-	1	-	3	-	44
Lynch, Alastair	-	-		-			1	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	1
McDonald, Beau			-	-	-		-		-	-	-		-	-													
McGrath, Ashley		3	-	1	1	-	-			1	2	4	-	-	-	1	-	-	-	-		-	-	2	-	1	16
McLaren, Dylan	-	-				-		-				-															
McRae, Craig				-	-	-	-	-	-	-	-	2	2	-	-	-	-	2	-		-			-	-	-	6
Michael, Mal	-	-	1	-	-	-	-	-	-			-	-	1	-	-	-	-	-	1	-		-	-	-	-	3
Morrison, Shane			-					-																			
Notting, Tim	-	1	-	-	1	-	-									7	-	1	-			1	-		-		11
Pike, Martin	-	-	-	1	-	-	-	-	-	4	-	-	4	-	-	-	-	-	-	-	-		1	5	-	1	16
Power, Luke	2	-	-	-	1	-	-	-	-	2	1	-	-	2	3	1	-	3	1	-	3	4	2	5	2	1	33
Scott, Brad	6	2	-	4	4	2	1	-	1	1	1	-	2	1	2	2	-	-	-	-	2	-					31
Scott, Chris	1	-	-	-	-	-	-	1	-	1	-			-	-	-		-		-	-	-	-				3
Shattock, Aaron	1	-	-					-	1	2	-	-	1	-	1	-	-	-	1	-	-	-					7
Voss, Michael	4	2	1	1	3	1	-	-	-	1	1		-	1	-	-	-	-	2	1	-	-	-	-	-	1	19
Weller, Luke												-	-	-			-										
White, Darryl	1	-	-	3	-	-	-			-	2	-			3	1	-	-	1	1		1	3	-	-	2	18
Totals	20	17	12	14	30	13	7	6	25	27	21	14	21	19	20	13	2	11	9	6	14	25	15	22	8	10	401
Opponent	ES	PA	KA	CW	WB	GE	SY	AD	CA	ME	SK	WC	RI	FR	HW	ES	PA	KA	CW	SY	GE	WB	CW	AD	SY	CW	
